descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
30	26	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	histopathology	0	Adenocarcinoma Predominance	Adenocarcinoma is the most common histologic subtype in NSCLC.	finding_term	finding_term	$	Adenocarcinoma Predominance	Adenocarcinoma is the most common histologic subtype in NSCLC.	Lung Adenocarcinoma	NCIT:C3512	Lung Adenocarcinoma		"{""preferred_term"": ""Lung Adenocarcinoma"", ""term"": {""id"": ""NCIT:C3512"", ""label"": ""Lung Adenocarcinoma""}}"																											
47	44	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	histopathology	0	Promyelocyte Proliferation	Acute promyelocytic leukemia is characterized by proliferation of promyelocytes.	finding_term	finding_term	$	Promyelocyte Proliferation	Acute promyelocytic leukemia is characterized by proliferation of promyelocytes.	Abnormal cell morphology	HP:0025461	Abnormal cell morphology		"{""preferred_term"": ""Abnormal cell morphology"", ""term"": {""id"": ""HP:0025461"", ""label"": ""Abnormal cell morphology""}}"																											
347	288	11	Adult T-Cell Leukemia/Lymphoma	Adult_T_Cell_Leukemia_Lymphoma.yaml	histopathology	0	T-Cell Lymphoproliferative Neoplasm	Adult T-cell lymphoma/leukemia is a rare T-cell lymphoproliferative neoplasm.	finding_term	finding_term	$	T-Cell Lymphoproliferative Neoplasm	Adult T-cell lymphoma/leukemia is a rare T-cell lymphoproliferative neoplasm.	Adult T-Cell Leukemia/Lymphoma	NCIT:C3184	Adult T-Cell Leukemia/Lymphoma		"{""preferred_term"": ""Adult T-Cell Leukemia/Lymphoma"", ""term"": {""id"": ""NCIT:C3184"", ""label"": ""Adult T-Cell Leukemia/Lymphoma""}}"																											
368	313	12	Aflatoxin-Related Hepatocellular Carcinoma	Aflatoxin_Related_HCC.yaml	histopathology	0	Hepatocellular Carcinoma	Hepatocellular carcinoma is the most common primary liver malignancy.	finding_term	finding_term	$	Hepatocellular Carcinoma	Hepatocellular carcinoma is the most common primary liver malignancy.	Hepatocellular Carcinoma	NCIT:C3099	Hepatocellular Carcinoma		"{""preferred_term"": ""Hepatocellular Carcinoma"", ""term"": {""id"": ""NCIT:C3099"", ""label"": ""Hepatocellular Carcinoma""}}"																											
555	485	20	Alveolar Rhabdomyosarcoma	Alveolar_Rhabdomyosarcoma.yaml	histopathology	0	Rhabdomyosarcoma	Rhabdomyosarcoma is a malignant tumor of mesenchymal origin.	finding_term	finding_term	$	Rhabdomyosarcoma	Rhabdomyosarcoma is a malignant tumor of mesenchymal origin.	Rhabdomyosarcoma	NCIT:C3359	Rhabdomyosarcoma		"{""preferred_term"": ""Rhabdomyosarcoma"", ""term"": {""id"": ""NCIT:C3359"", ""label"": ""Rhabdomyosarcoma""}}"																											
710	651	27	Arsenic-Related Cancers	Arsenic_Related_Cancers.yaml	histopathology	0	Skin Carcinomas	Common arsenic-induced skin cancers include Bowen's disease, basal cell carcinoma, and squamous cell carcinoma.	finding_term	finding_term	$	Skin Carcinomas	Common arsenic-induced skin cancers include Bowen's disease, basal cell carcinoma, and squamous cell carcinoma.	Skin Carcinoma	NCIT:C4914	Skin Carcinoma		"{""preferred_term"": ""Skin Carcinoma"", ""term"": {""id"": ""NCIT:C4914"", ""label"": ""Skin Carcinoma""}}"																											
857	834	34	BRAF-Mutant Papillary Thyroid Cancer	BRAF_Mutant_Thyroid_Cancer.yaml	histopathology	0	Papillary Thyroid Carcinoma	Papillary thyroid carcinomas are the most common thyroid cancers.	finding_term	finding_term	$	Papillary Thyroid Carcinoma	Papillary thyroid carcinomas are the most common thyroid cancers.	Thyroid Gland Papillary Carcinoma	NCIT:C4035	Thyroid Gland Papillary Carcinoma		"{""preferred_term"": ""Thyroid Gland Papillary Carcinoma"", ""term"": {""id"": ""NCIT:C4035"", ""label"": ""Thyroid Gland Papillary Carcinoma""}}"																											
873	852	35	BRAF V600E-Mutant Colorectal Cancer	BRAF_V600E_Mutant_Colorectal_Cancer.yaml	histopathology	0	Adenocarcinoma	Adenocarcinoma is the most common pathologic subtype of colon cancer.	finding_term	finding_term	$	Adenocarcinoma	Adenocarcinoma is the most common pathologic subtype of colon cancer.	Adenocarcinoma	NCIT:C2852	Adenocarcinoma		"{""preferred_term"": ""Adenocarcinoma"", ""term"": {""id"": ""NCIT:C2852"", ""label"": ""Adenocarcinoma""}}"																											
889	870	36	BRAF V600E-Mutant Non-Small Cell Lung Cancer	BRAF_V600E_Mutant_NSCLC.yaml	histopathology	0	Adenocarcinoma Predominance	Adenocarcinoma is the most common histologic subtype in NSCLC.	finding_term	finding_term	$	Adenocarcinoma Predominance	Adenocarcinoma is the most common histologic subtype in NSCLC.	Lung Adenocarcinoma	NCIT:C3512	Lung Adenocarcinoma		"{""preferred_term"": ""Lung Adenocarcinoma"", ""term"": {""id"": ""NCIT:C3512"", ""label"": ""Lung Adenocarcinoma""}}"																											
904	886	37	BRAF V600 Mutant Melanoma	BRAF_V600_Mutant_Melanoma.yaml	histopathology	0	Melanocytic Neoplasm	Malignant melanoma represents a neoplasm stemming from melanocytes.	finding_term	finding_term	$	Melanocytic Neoplasm	Malignant melanoma represents a neoplasm stemming from melanocytes.	Melanocytic Neoplasm	NCIT:C7058	Melanocytic Neoplasm		"{""preferred_term"": ""Melanocytic Neoplasm"", ""term"": {""id"": ""NCIT:C7058"", ""label"": ""Melanocytic Neoplasm""}}"																											
