descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
1139	1140	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	genetic	0	MUC5B		gene_term	gene_term	$	MUC5B		MUC5B	hgnc:7516	MUC5B		"{""preferred_term"": ""MUC5B"", ""term"": {""id"": ""hgnc:7516"", ""label"": ""MUC5B""}}"																											
1140	1141	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	genetic	1	TOLLIP		gene_term	gene_term	$	TOLLIP		TOLLIP	hgnc:16476	TOLLIP		"{""preferred_term"": ""TOLLIP"", ""term"": {""id"": ""hgnc:16476"", ""label"": ""TOLLIP""}}"																											
1889	1951	84	Danon disease	Danon_disease.yaml	genetic	0	LAMP2 mutations		gene_term	gene_term	$	LAMP2 mutations		LAMP2	hgnc:6501	LAMP2		"{""preferred_term"": ""LAMP2"", ""term"": {""id"": ""hgnc:6501"", ""label"": ""LAMP2""}}"																											
3774	4219	178	Keratoderma Hereditarium Mutilans	Keratoderma_Hereditarium_Mutilans.yaml	genetic	0	GJB2		gene_term	gene_term	$	GJB2		GJB2	hgnc:4284	GJB2		"{""preferred_term"": ""GJB2"", ""term"": {""id"": ""hgnc:4284"", ""label"": ""GJB2""}}"																											
3775	4220	178	Keratoderma Hereditarium Mutilans	Keratoderma_Hereditarium_Mutilans.yaml	genetic	1	LOR		gene_term	gene_term	$	LOR		LOR	hgnc:6663	LOR		"{""preferred_term"": ""LOR"", ""term"": {""id"": ""hgnc:6663"", ""label"": ""LOR""}}"																											
3880	4327	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	genetic	0	SOX2		gene_term	gene_term	$	SOX2		SOX2	hgnc:11195	SOX2		"{""preferred_term"": ""SOX2"", ""term"": {""id"": ""hgnc:11195"", ""label"": ""SOX2""}}"																											
3881	4328	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	genetic	1	FOXF1		gene_term	gene_term	$	FOXF1		FOXF1	hgnc:3809	FOXF1		"{""preferred_term"": ""FOXF1"", ""term"": {""id"": ""hgnc:3809"", ""label"": ""FOXF1""}}"																											
3882	4329	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	genetic	2	FOXC1		gene_term	gene_term	$	FOXC1		FOXC1	hgnc:3800	FOXC1		"{""preferred_term"": ""FOXC1"", ""term"": {""id"": ""hgnc:3800"", ""label"": ""FOXC1""}}"																											
3883	4330	182	Laryngotracheoesophageal Cleft	Laryngotracheoesophageal_Cleft.yaml	genetic	3	RERE		gene_term	gene_term	$	RERE		RERE	hgnc:9965	RERE		"{""preferred_term"": ""RERE"", ""term"": {""id"": ""hgnc:9965"", ""label"": ""RERE""}}"																											
4392	4874	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	0	MKS1		gene_term	gene_term	$	MKS1		MKS1	hgnc:7121	MKS1		"{""preferred_term"": ""MKS1"", ""term"": {""id"": ""hgnc:7121"", ""label"": ""MKS1""}}"																											
4393	4875	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	1	TMEM67		gene_term	gene_term	$	TMEM67		TMEM67	hgnc:28396	TMEM67		"{""preferred_term"": ""TMEM67"", ""term"": {""id"": ""hgnc:28396"", ""label"": ""TMEM67""}}"																											
4394	4876	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	2	CC2D2A		gene_term	gene_term	$	CC2D2A		CC2D2A	hgnc:29253	CC2D2A		"{""preferred_term"": ""CC2D2A"", ""term"": {""id"": ""hgnc:29253"", ""label"": ""CC2D2A""}}"																											
4395	4877	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	3	TMEM216		gene_term	gene_term	$	TMEM216		TMEM216	hgnc:25018	TMEM216		"{""preferred_term"": ""TMEM216"", ""term"": {""id"": ""hgnc:25018"", ""label"": ""TMEM216""}}"																											
4396	4878	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	4	TMEM231		gene_term	gene_term	$	TMEM231		TMEM231	hgnc:37234	TMEM231		"{""preferred_term"": ""TMEM231"", ""term"": {""id"": ""hgnc:37234"", ""label"": ""TMEM231""}}"																											
4397	4879	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	5	B9D2		gene_term	gene_term	$	B9D2		B9D2	hgnc:28636	B9D2		"{""preferred_term"": ""B9D2"", ""term"": {""id"": ""hgnc:28636"", ""label"": ""B9D2""}}"																											
4398	4880	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	6	B9D1		gene_term	gene_term	$	B9D1		B9D1	hgnc:24123	B9D1		"{""preferred_term"": ""B9D1"", ""term"": {""id"": ""hgnc:24123"", ""label"": ""B9D1""}}"																											
4399	4881	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	7	CEP290		gene_term	gene_term	$	CEP290		CEP290	hgnc:29021	CEP290		"{""preferred_term"": ""CEP290"", ""term"": {""id"": ""hgnc:29021"", ""label"": ""CEP290""}}"																											
4400	4882	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	8	RPGRIP1L		gene_term	gene_term	$	RPGRIP1L		RPGRIP1L	hgnc:29168	RPGRIP1L		"{""preferred_term"": ""RPGRIP1L"", ""term"": {""id"": ""hgnc:29168"", ""label"": ""RPGRIP1L""}}"																											
4401	4883	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	9	NPHP3		gene_term	gene_term	$	NPHP3		NPHP3	hgnc:7907	NPHP3		"{""preferred_term"": ""NPHP3"", ""term"": {""id"": ""hgnc:7907"", ""label"": ""NPHP3""}}"																											
4402	4884	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	10	TCTN2		gene_term	gene_term	$	TCTN2		TCTN2	hgnc:25774	TCTN2		"{""preferred_term"": ""TCTN2"", ""term"": {""id"": ""hgnc:25774"", ""label"": ""TCTN2""}}"																											
4403	4885	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	11	TMEM237		gene_term	gene_term	$	TMEM237		TMEM237	hgnc:14432	TMEM237		"{""preferred_term"": ""TMEM237"", ""term"": {""id"": ""hgnc:14432"", ""label"": ""TMEM237""}}"																											
4404	4886	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	12	TMEM107		gene_term	gene_term	$	TMEM107		TMEM107	hgnc:28128	TMEM107		"{""preferred_term"": ""TMEM107"", ""term"": {""id"": ""hgnc:28128"", ""label"": ""TMEM107""}}"																											
4405	4887	206	Meckel Syndrome	Meckel_Syndrome.yaml	genetic	13	TXNDC15		gene_term	gene_term	$	TXNDC15		TXNDC15	hgnc:20652	TXNDC15		"{""preferred_term"": ""TXNDC15"", ""term"": {""id"": ""hgnc:20652"", ""label"": ""TXNDC15""}}"																											
