assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
1810	77	Crohn Disease	Crohn_Disease.yaml	computational_models	0	AGORA2 Gut Microbiome Metabolic Models	"Collection of 7,302 strain-resolved genome-scale metabolic reconstructions of human gut microorganisms. Enables modeling of dysbiosis-associated metabolic shifts in CD, including depletion of butyrate-producing Firmicutes (F. prausnitzii, Roseburia) and expansion of Enterobacteriaceae. Supports integration with host intestinal epithelial cell models.
"																																	GENOME_SCALE_METABOLIC	Nature Biotechnology 2022 - includes strain-level resolution for studying CD-associated dysbiosis patterns							PMID:36543475	https://www.vmh.life/														"{""description"": ""Collection of 7,302 strain-resolved genome-scale metabolic reconstructions of human gut microorganisms. Enables modeling of dysbiosis-associated metabolic shifts in CD, including depletion of butyrate-producing Firmicutes (F. prausnitzii, Roseburia) and expansion of Enterobacteriaceae. Supports integration with host intestinal epithelial cell models.\n"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""AGORA2 Gut Microbiome Metabolic Models"", ""notes"": ""Nature Biotechnology 2022 - includes strain-level resolution for studying CD-associated dysbiosis patterns"", ""publication"": ""PMID:36543475"", ""repository_url"": ""https://www.vmh.life/""}"	{}	"{""description"": ""Collection of 7,302 strain-resolved genome-scale metabolic reconstructions of human gut microorganisms. Enables modeling of dysbiosis-associated metabolic shifts in CD, including depletion of butyrate-producing Firmicutes (F. prausnitzii, Roseburia) and expansion of Enterobacteriaceae. Supports integration with host intestinal epithelial cell models.\n"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""AGORA2 Gut Microbiome Metabolic Models"", ""notes"": ""Nature Biotechnology 2022 - includes strain-level resolution for studying CD-associated dysbiosis patterns"", ""publication"": ""PMID:36543475"", ""repository_url"": ""https://www.vmh.life/""}"
1811	77	Crohn Disease	Crohn_Disease.yaml	computational_models	1	MICOM Community Metabolic Model	"Metagenome-scale modeling framework for simulating metabolic interactions in the gut microbiota. Integrates dietary constraints and taxon abundances from metagenomic data to predict SCFA production deficits, cross-feeding network disruption, and pathobiont metabolic niches characteristic of CD dysbiosis.
"																																COBRApy	GENOME_SCALE_METABOLIC	mSystems 2020 - enables personalized microbiome metabolic modeling; applied to IBD cohorts							PMID:31964767															"{""description"": ""Metagenome-scale modeling framework for simulating metabolic interactions in the gut microbiota. Integrates dietary constraints and taxon abundances from metagenomic data to predict SCFA production deficits, cross-feeding network disruption, and pathobiont metabolic niches characteristic of CD dysbiosis.\n"", ""model_software"": ""COBRApy"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""MICOM Community Metabolic Model"", ""notes"": ""mSystems 2020 - enables personalized microbiome metabolic modeling; applied to IBD cohorts"", ""publication"": ""PMID:31964767""}"	"{""findings"": [{""evidence"": [{""explanation"": ""MICOM reveals personalized SCFA flux profiles relevant to understanding IBD heterogeneity."", ""reference"": ""PMID:31964767"", ""snippet"": ""the community-level production of short-chain fatty acids (SCFAs) was heterogeneous and highly individual specific"", ""supports"": ""SUPPORT""}], ""statement"": ""Community-level SCFA production is heterogeneous and highly individual-specific""}, {""evidence"": [{""explanation"": ""Enables mechanistic understanding of metabolic networks disrupted in CD dysbiosis."", ""reference"": ""PMID:31964767"", ""snippet"": ""Model output revealed complex cross-feeding interactions that would be difficult to measure in vivo"", ""supports"": ""SUPPORT""}], ""statement"": ""Model output reveals complex cross-feeding interactions that would be difficult to measure in vivo""}]}"	"{""description"": ""Metagenome-scale modeling framework for simulating metabolic interactions in the gut microbiota. Integrates dietary constraints and taxon abundances from metagenomic data to predict SCFA production deficits, cross-feeding network disruption, and pathobiont metabolic niches characteristic of CD dysbiosis.\n"", ""findings"": [{""evidence"": [{""explanation"": ""MICOM reveals personalized SCFA flux profiles relevant to understanding IBD heterogeneity."", ""reference"": ""PMID:31964767"", ""snippet"": ""the community-level production of short-chain fatty acids (SCFAs) was heterogeneous and highly individual specific"", ""supports"": ""SUPPORT""}], ""statement"": ""Community-level SCFA production is heterogeneous and highly individual-specific""}, {""evidence"": [{""explanation"": ""Enables mechanistic understanding of metabolic networks disrupted in CD dysbiosis."", ""reference"": ""PMID:31964767"", ""snippet"": ""Model output revealed complex cross-feeding interactions that would be difficult to measure in vivo"", ""supports"": ""SUPPORT""}], ""statement"": ""Model output reveals complex cross-feeding interactions that would be difficult to measure in vivo""}], ""model_software"": ""COBRApy"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""MICOM Community Metabolic Model"", ""notes"": ""mSystems 2020 - enables personalized microbiome metabolic modeling; applied to IBD cohorts"", ""publication"": ""PMID:31964767""}"
1812	77	Crohn Disease	Crohn_Disease.yaml	computational_models	2	Host-Microbiome Multi-Objective Optimization Model	"Integrated metabolic model combining human intestinal epithelial cell (IEC) metabolism with gut microbiome community models. Uses multi-objective optimization to predict competition, mutualism, and neutralism between host and microbial metabolism. Models SCFA exchange, amino acid cross-feeding, and metabolic interactions disrupted in CD.
"																																	GENOME_SCALE_METABOLIC	iScience 2024 - framework for quantifying host-microbiome metabolic crosstalk							PMID:38729159															"{""description"": ""Integrated metabolic model combining human intestinal epithelial cell (IEC) metabolism with gut microbiome community models. Uses multi-objective optimization to predict competition, mutualism, and neutralism between host and microbial metabolism. Models SCFA exchange, amino acid cross-feeding, and metabolic interactions disrupted in CD.\n"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Host-Microbiome Multi-Objective Optimization Model"", ""notes"": ""iScience 2024 - framework for quantifying host-microbiome metabolic crosstalk"", ""publication"": ""PMID:38729159""}"	{}	"{""description"": ""Integrated metabolic model combining human intestinal epithelial cell (IEC) metabolism with gut microbiome community models. Uses multi-objective optimization to predict competition, mutualism, and neutralism between host and microbial metabolism. Models SCFA exchange, amino acid cross-feeding, and metabolic interactions disrupted in CD.\n"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Host-Microbiome Multi-Objective Optimization Model"", ""notes"": ""iScience 2024 - framework for quantifying host-microbiome metabolic crosstalk"", ""publication"": ""PMID:38729159""}"
5867	250	Parkinson's Disease	Parkinsons_Disease.yaml	computational_models	0	Alpha-Synuclein Aggregation BST Model	"Biochemical Systems Theory (BST) model of alpha-synuclein aggregation kinetics in dopaminergic neurons. Integrates dopamine metabolism, ubiquitin-proteasome system, and lysosomal degradation pathways. Simulates effects of oxidative stress and proteasome inhibition on synuclein accumulation.
"																															BIOMD0000000575		KINETIC	First comprehensive kinetic model of PD-related protein aggregation							PMID:19136028	https://www.ebi.ac.uk/biomodels/BIOMD0000000575														"{""description"": ""Biochemical Systems Theory (BST) model of alpha-synuclein aggregation kinetics in dopaminergic neurons. Integrates dopamine metabolism, ubiquitin-proteasome system, and lysosomal degradation pathways. Simulates effects of oxidative stress and proteasome inhibition on synuclein accumulation.\n"", ""model_id"": ""BIOMD0000000575"", ""model_type"": ""KINETIC"", ""name"": ""Alpha-Synuclein Aggregation BST Model"", ""notes"": ""First comprehensive kinetic model of PD-related protein aggregation"", ""publication"": ""PMID:19136028"", ""repository_url"": ""https://www.ebi.ac.uk/biomodels/BIOMD0000000575""}"	{}	"{""description"": ""Biochemical Systems Theory (BST) model of alpha-synuclein aggregation kinetics in dopaminergic neurons. Integrates dopamine metabolism, ubiquitin-proteasome system, and lysosomal degradation pathways. Simulates effects of oxidative stress and proteasome inhibition on synuclein accumulation.\n"", ""model_id"": ""BIOMD0000000575"", ""model_type"": ""KINETIC"", ""name"": ""Alpha-Synuclein Aggregation BST Model"", ""notes"": ""First comprehensive kinetic model of PD-related protein aggregation"", ""publication"": ""PMID:19136028"", ""repository_url"": ""https://www.ebi.ac.uk/biomodels/BIOMD0000000575""}"
5868	250	Parkinson's Disease	Parkinsons_Disease.yaml	computational_models	1	Whole Dopaminergic Neuron SBML Model	"Large-scale Systems Biology Markup Language (SBML) model of dopaminergic neuron containing 139 reactions and 111 metabolites. Captures dopamine synthesis, vesicular storage, release, reuptake, and degradation alongside mitochondrial function and oxidative stress.
"																														SBML	MODEL1302200000		KINETIC	Enables simulation of drug effects on dopaminergic neurotransmission							PMID:24196439	https://www.ebi.ac.uk/biomodels/MODEL1302200000														"{""description"": ""Large-scale Systems Biology Markup Language (SBML) model of dopaminergic neuron containing 139 reactions and 111 metabolites. Captures dopamine synthesis, vesicular storage, release, reuptake, and degradation alongside mitochondrial function and oxidative stress.\n"", ""model_format"": ""SBML"", ""model_id"": ""MODEL1302200000"", ""model_type"": ""KINETIC"", ""name"": ""Whole Dopaminergic Neuron SBML Model"", ""notes"": ""Enables simulation of drug effects on dopaminergic neurotransmission"", ""publication"": ""PMID:24196439"", ""repository_url"": ""https://www.ebi.ac.uk/biomodels/MODEL1302200000""}"	{}	"{""description"": ""Large-scale Systems Biology Markup Language (SBML) model of dopaminergic neuron containing 139 reactions and 111 metabolites. Captures dopamine synthesis, vesicular storage, release, reuptake, and degradation alongside mitochondrial function and oxidative stress.\n"", ""model_format"": ""SBML"", ""model_id"": ""MODEL1302200000"", ""model_type"": ""KINETIC"", ""name"": ""Whole Dopaminergic Neuron SBML Model"", ""notes"": ""Enables simulation of drug effects on dopaminergic neurotransmission"", ""publication"": ""PMID:24196439"", ""repository_url"": ""https://www.ebi.ac.uk/biomodels/MODEL1302200000""}"
5869	250	Parkinson's Disease	Parkinsons_Disease.yaml	computational_models	2	Basal Ganglia Spiking Neural Network	"Computational model of the basal ganglia circuit capturing dopamine-modulated dynamics between striatum, globus pallidus, subthalamic nucleus, and substantia nigra. Simulates pathological beta-band oscillations and motor dysfunction in PD.
"																																	PHYSIOLOGICAL	Models circuit-level effects of dopamine depletion and DBS therapy							PMID:29666208															"{""description"": ""Computational model of the basal ganglia circuit capturing dopamine-modulated dynamics between striatum, globus pallidus, subthalamic nucleus, and substantia nigra. Simulates pathological beta-band oscillations and motor dysfunction in PD.\n"", ""model_type"": ""PHYSIOLOGICAL"", ""name"": ""Basal Ganglia Spiking Neural Network"", ""notes"": ""Models circuit-level effects of dopamine depletion and DBS therapy"", ""publication"": ""PMID:29666208""}"	{}	"{""description"": ""Computational model of the basal ganglia circuit capturing dopamine-modulated dynamics between striatum, globus pallidus, subthalamic nucleus, and substantia nigra. Simulates pathological beta-band oscillations and motor dysfunction in PD.\n"", ""model_type"": ""PHYSIOLOGICAL"", ""name"": ""Basal Ganglia Spiking Neural Network"", ""notes"": ""Models circuit-level effects of dopamine depletion and DBS therapy"", ""publication"": ""PMID:29666208""}"
5870	250	Parkinson's Disease	Parkinsons_Disease.yaml	computational_models	3	Alpha-Synuclein Prion-like Spreading Model	"Network diffusion model simulating prion-like propagation of misfolded alpha-synuclein through brain connectome. Uses graph-theoretical approach to predict spatial patterns of neurodegeneration from initial seeding sites.
"																																	AGENT_BASED	Predicts Braak staging patterns from connectivity-based spreading																						"{""description"": ""Network diffusion model simulating prion-like propagation of misfolded alpha-synuclein through brain connectome. Uses graph-theoretical approach to predict spatial patterns of neurodegeneration from initial seeding sites.\n"", ""model_type"": ""AGENT_BASED"", ""name"": ""Alpha-Synuclein Prion-like Spreading Model"", ""notes"": ""Predicts Braak staging patterns from connectivity-based spreading""}"	{}	"{""description"": ""Network diffusion model simulating prion-like propagation of misfolded alpha-synuclein through brain connectome. Uses graph-theoretical approach to predict spatial patterns of neurodegeneration from initial seeding sites.\n"", ""model_type"": ""AGENT_BASED"", ""name"": ""Alpha-Synuclein Prion-like Spreading Model"", ""notes"": ""Predicts Braak staging patterns from connectivity-based spreading""}"
6113	259	Phenylketonuria	Phenylketonuria.yaml	computational_models	0	Multi-compartment PKU FBA Model	Three-compartment FBA model with explicit blood-brain barrier transport for aromatic amino acids												Recon-derived																					FLUX_BALANCE_ANALYSIS	Explains brain-specific pathology and why Phe restriction outperforms Tyr supplementation							PMID:36880400															"{""base_model"": ""Recon-derived"", ""description"": ""Three-compartment FBA model with explicit blood-brain barrier transport for aromatic amino acids"", ""model_type"": ""FLUX_BALANCE_ANALYSIS"", ""name"": ""Multi-compartment PKU FBA Model"", ""notes"": ""Explains brain-specific pathology and why Phe restriction outperforms Tyr supplementation"", ""publication"": ""PMID:36880400""}"	{}	"{""base_model"": ""Recon-derived"", ""description"": ""Three-compartment FBA model with explicit blood-brain barrier transport for aromatic amino acids"", ""model_type"": ""FLUX_BALANCE_ANALYSIS"", ""name"": ""Multi-compartment PKU FBA Model"", ""notes"": ""Explains brain-specific pathology and why Phe restriction outperforms Tyr supplementation"", ""perturbations"": [{""modifier"": ""ABSENT"", ""preferred_term"": ""PAH"", ""term"": {""id"": ""hgnc:8582"", ""label"": ""PAH""}}], ""publication"": ""PMID:36880400""}"
6114	259	Phenylketonuria	Phenylketonuria.yaml	computational_models	1	Recon3D with PAH knockout	Human genome-scale metabolic model simulating phenylalanine hydroxylase deficiency												Recon3D																		SBML	Recon3D	COBRApy	GENOME_SCALE_METABOLIC								PMID:29457794	https://github.com/VirtualMetabolicHuman/Recon														"{""base_model"": ""Recon3D"", ""description"": ""Human genome-scale metabolic model simulating phenylalanine hydroxylase deficiency"", ""model_format"": ""SBML"", ""model_id"": ""Recon3D"", ""model_software"": ""COBRApy"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Recon3D with PAH knockout"", ""publication"": ""PMID:29457794"", ""repository_url"": ""https://github.com/VirtualMetabolicHuman/Recon""}"	{}	"{""base_model"": ""Recon3D"", ""description"": ""Human genome-scale metabolic model simulating phenylalanine hydroxylase deficiency"", ""model_format"": ""SBML"", ""model_id"": ""Recon3D"", ""model_software"": ""COBRApy"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Recon3D with PAH knockout"", ""perturbations"": [{""modifier"": ""ABSENT"", ""preferred_term"": ""PAH"", ""term"": {""id"": ""hgnc:8582"", ""label"": ""PAH""}}], ""publication"": ""PMID:29457794"", ""repository_url"": ""https://github.com/VirtualMetabolicHuman/Recon""}"
6115	259	Phenylketonuria	Phenylketonuria.yaml	computational_models	2	Harvey Whole-Body PKU Model	Sex-specific whole-body model (28 organs) for IEM biomarker prediction												Harvey 1.0																					GENOME_SCALE_METABOLIC	Predicts PKU biomarkers with ~85% accuracy across 57 IEMs							PMID:32472720	https://www.vmh.life/														"{""base_model"": ""Harvey 1.0"", ""description"": ""Sex-specific whole-body model (28 organs) for IEM biomarker prediction"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Harvey Whole-Body PKU Model"", ""notes"": ""Predicts PKU biomarkers with ~85% accuracy across 57 IEMs"", ""publication"": ""PMID:32472720"", ""repository_url"": ""https://www.vmh.life/""}"	{}	"{""base_model"": ""Harvey 1.0"", ""description"": ""Sex-specific whole-body model (28 organs) for IEM biomarker prediction"", ""model_type"": ""GENOME_SCALE_METABOLIC"", ""name"": ""Harvey Whole-Body PKU Model"", ""notes"": ""Predicts PKU biomarkers with ~85% accuracy across 57 IEMs"", ""perturbations"": [{""preferred_term"": ""PAH""}], ""publication"": ""PMID:32472720"", ""repository_url"": ""https://www.vmh.life/""}"
