descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
1008	963	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	0			genes[0]	genes	genes			Bbs1				"{""preferred_term"": ""Bbs1""}"																											
1009	964	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	1			genes[0]	genes	genes			Bbs4				"{""preferred_term"": ""Bbs4""}"																											
1010	965	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	2			genes[0]	genes	genes			Bbs6				"{""preferred_term"": ""Bbs6""}"																											
1011	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[0]	genes	genes			Bbs1				"{""preferred_term"": ""Bbs1""}"																											
1012	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[1]	genes	genes			Bbs2				"{""preferred_term"": ""Bbs2""}"																											
1013	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[2]	genes	genes			Bbs4				"{""preferred_term"": ""Bbs4""}"																											
1014	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[3]	genes	genes			Bbs5				"{""preferred_term"": ""Bbs5""}"																											
1015	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[4]	genes	genes			Bbs7				"{""preferred_term"": ""Bbs7""}"																											
1016	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[5]	genes	genes			Bbs9				"{""preferred_term"": ""Bbs9""}"																											
1017	966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3			genes[6]	genes	genes			Bbs18				"{""preferred_term"": ""Bbs18""}"																											
2153	2272	101	Ehlers-Danlos Syndrome	Ehlers-Danlos_Syndrome.yaml	animal_models	0			genes[0]	genes	genes			COL5A1	hgnc:2209	COL5A1		"{""preferred_term"": ""COL5A1"", ""term"": {""id"": ""hgnc:2209"", ""label"": ""COL5A1""}}"																											
2154	2273	101	Ehlers-Danlos Syndrome	Ehlers-Danlos_Syndrome.yaml	animal_models	1			genes[0]	genes	genes			COL3A1	hgnc:2201	COL3A1		"{""preferred_term"": ""COL3A1"", ""term"": {""id"": ""hgnc:2201"", ""label"": ""COL3A1""}}"																											
6608	7317	318	Systemic Lupus Erythematosus	Systemic_Lupus_Erythematosus.yaml	animal_models	0		genetically prone to develop lupus-like symptoms and APS	genes[0]	genes	genes			FAS	hgnc:11920	FAS		"{""preferred_term"": ""FAS"", ""term"": {""id"": ""hgnc:11920"", ""label"": ""FAS""}}"																											
7028	7766	338	Vitiligo	Vitiligo.yaml	animal_models	0			genes[0]	genes	genes			zmiz1a				"{""preferred_term"": ""zmiz1a""}"																											
7029	7766	338	Vitiligo	Vitiligo.yaml	animal_models	0			genes[1]	genes	genes			zmiz1b				"{""preferred_term"": ""zmiz1b""}"																											
