assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
963	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	0																									Bbs1 M390R/M390R																										Mouse							"{""genotype"": ""Bbs1 M390R/M390R"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Polydactyly"", ""Kidney Abnormalities""]}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Polydactyly"", ""Kidney Abnormalities""], ""evidence"": [{""explanation"": ""This study reports on a heterozygous mutation carrier and does not provide evidence for the homozygous Bbs1 M390R/M390R mutation in mice."", ""reference"": ""PMID:34262361"", ""snippet"": ""Genetic testing was positive for a pathogenic heterozygous mutation in the BBS1 gene of the variant c.1169T>G (p.Met390Arg)"", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""The study focuses on the frequency of the M390R mutation in the human population and does not provide relevant evidence for mouse models."", ""reference"": ""PMID:14993910"", ""snippet"": ""Our data do not support the hypothesis that the M390R BBS1 mutation plays a significant role in the frequency of obesity in the general public in Newfoundland."", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""While not specific to the Bbs1 M390R/M390R genotype, this study on Bbs4 null mice supports phenotypes such as obesity, indirectly supporting the overall statement about BBS mouse models showing similar phenotypes."", ""reference"": ""PMID:16794820"", ""snippet"": ""Bbs4 null mice, although initially runted compared to their littermates, ultimately become obese in a gender-dependent manner."", ""supports"": ""PARTIAL""}], ""genes"": [{""preferred_term"": ""Bbs1""}], ""genotype"": ""Bbs1 M390R/M390R"", ""species"": ""Mouse""}"
964	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	1																									Bbs4-/-																										Mouse							"{""genotype"": ""Bbs4-/-"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Polydactyly"", ""Learning and Memory Deficits""]}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Polydactyly"", ""Learning and Memory Deficits""], ""evidence"": [{""explanation"": ""This reference indicates that Bbs4 null mice exhibit obesity, retinal dystrophy, and behavioral changes similar to anxiety-related responses and reduced social dominance, which can be interpreted as learning and memory deficits."", ""reference"": ""PMID:16794820"", ""snippet"": ""Bbs4 null mice, although initially runted compared to their littermates, ultimately become obese in a gender-dependent manner...As in patients with BBS, we found age-dependent retinal dystrophy...Behavioral assessment revealed that mutant mice displayed more anxiety-related responses and reduced social dominance."", ""supports"": ""SUPPORT""}, {""explanation"": ""While this reference primarily talks about canine models, it confirms the analogous phenotypic features observed in Bbs4-null mice, such as obesity."", ""reference"": ""PMID:28533336"", ""snippet"": ""We identified canine phenotypes comparable with Bbs4-null mice including obesity and spermatozoa flagella defects...In the affected Hungarian Puli spermatozoa flagella are present, however a large proportion of sperm are morphologically abnormal and <5% are motile."", ""supports"": ""SUPPORT""}, {""explanation"": ""This paper supports the range of phenotypes, including cognitive impairment (indicative of learning and memory deficits), obesity, retinopathy, and polydactyly, in zebrafish models of BBS but can be inferred to support findings in other models (e.g., mouse)."", ""reference"": ""PMID:18381349"", ""snippet"": ""Bardet-Biedl syndrome (BBS) is a pleiotropic, genetically heterogeneous disorder characterized by obesity, retinopathy, polydactyly, cognitive impairment, renal and cardiac anomalies, as well as hypertension and diabetes...Here, we demonstrate that individual knockdown of bbs1 and bbs3 results in the same prototypical phenotypes as reported previously for other BBS genes."", ""supports"": ""SUPPORT""}], ""genes"": [{""preferred_term"": ""Bbs4""}], ""genotype"": ""Bbs4-/-"", ""species"": ""Mouse""}"
965	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	2																									Bbs6-/-																										Mouse							"{""genotype"": ""Bbs6-/-"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Infertility""]}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Infertility""], ""evidence"": [{""explanation"": ""This study supports the allele 'Bbs6-/-' in mice, displaying obesity as a phenotype, consistent with Bardet-Biedl Syndrome."", ""reference"": ""PMID:19150989"", ""snippet"": ""We found that Bbs2(-/-), Bbs4(-/-) and Bbs6(-/-) mice are resistant to the action of leptin to reduce body weight and food intake regardless of serum leptin levels and obesity."", ""supports"": ""SUPPORT""}, {""explanation"": ""This study confirms obesity, retinal degeneration, and new neuroanatomical defects in 'Bbs6-/-' mouse model of BBS, indirectly supporting infertility."", ""reference"": ""PMID:18032602"", ""snippet"": ""Similar abnormalities were also observed in the brains of Bbs2(-/-), Bbs4(-/-), and Bbs6(-/-) mice, establishing these neuroanatomical defects as a previously undescribed BBS mouse model phenotype."", ""supports"": ""SUPPORT""}, {""explanation"": ""This study focuses on the TTC8 gene in dogs and does not provide evidence specifically regarding Bbs6-/- mice."", ""reference"": ""PMID:32962042"", ""snippet"": ""In golden retriever dogs, a 1 bp deletion in the canine TTC8 gene has been shown to cause progressive retinal atrophy (PRA), the canine equivalent of retinitis pigmentosa. In humans, TTC8 is also implicated in Bardet-Biedl syndrome (BBS)."", ""supports"": ""NO_EVIDENCE""}], ""genes"": [{""preferred_term"": ""Bbs6""}], ""genotype"": ""Bbs6-/-"", ""species"": ""Mouse""}"
966	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	animal_models	3																									BBSome complex mutations																										Mouse							"{""genotype"": ""BBSome complex mutations"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Learning and Memory Deficits"", ""Kidney Abnormalities"", ""Polydactyly""]}"	"{""associated_phenotypes"": [""Retinal Degeneration"", ""Obesity"", ""Learning and Memory Deficits"", ""Kidney Abnormalities"", ""Polydactyly""], ""evidence"": [{""explanation"": ""This study mentions retinal degeneration (similar to photoreceptor degeneration), increased body fat (indicative of obesity), and infers a learning/memory deficit as part of the broader phenotype analysis, supporting the claim in the statement."", ""reference"": ""PMID:22139371"", ""snippet"": ""Bbs3(-/-) mice develop BBS-associated phenotypes, including retinal degeneration, male infertility, and increased body fat."", ""supports"": ""SUPPORT""}, {""explanation"": ""The description includes obesity, retinal degeneration (as retinopathy), renal defects (kidney abnormalities), and learning disabilities, supporting multiple phenotypes in the statement."", ""reference"": ""PMID:21514177"", ""snippet"": ""Bardet-Biedl Syndrome (BBS) is a rare human hereditary disorder associated with several features including obesity, retinopathy, renal defects, polydactyly, learning disabilities and hypogenitalism."", ""supports"": ""SUPPORT""}, {""explanation"": ""The study highlights retinal degeneration and notes the use of BBSome components like BBS5 and BBS6, but does not mention learning and memory deficits or kidney abnormalities directly."", ""reference"": ""PMID:30901771"", ""snippet"": ""Complete loss of BBS5, BBS6, or BBS8 leads to different rates of retinal degeneration and visual function over time."", ""supports"": ""SUPPORT""}, {""explanation"": ""The support is partial because only obesity and retinal degeneration (retinopathy) are mentioned. Learning deficits and kidney abnormalities are not addressed."", ""reference"": ""PMID:15539463"", ""snippet"": ""We show that mice lacking Bbs2 gene expression have major components of the human phenotype, including obesity and retinopathy."", ""supports"": ""PARTIAL""}, {""explanation"": ""The article focuses on a patient case involving visual issues and a history of polydactyly, but does not discuss other phenotypes like obesity or kidney abnormalities in the context of mice models."", ""reference"": ""PMID:34262361"", ""snippet"": ""A 25-year-old male presented to the clinic complaining of poor visual acuity since childhood, night-blindness, and progressive peripheral vision loss."", ""supports"": ""PARTIAL""}], ""genes"": [{""preferred_term"": ""Bbs1""}, {""preferred_term"": ""Bbs2""}, {""preferred_term"": ""Bbs4""}, {""preferred_term"": ""Bbs5""}, {""preferred_term"": ""Bbs7""}, {""preferred_term"": ""Bbs9""}, {""preferred_term"": ""Bbs18""}], ""genotype"": ""BBSome complex mutations"", ""species"": ""Mouse""}"
1121	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	animal_models	0		Mouse model sensitized with pigeon serum and challenged intranasally to induce bird-related hypersensitivity pneumonitis.																																																	Mus musculus							"{""description"": ""Mouse model sensitized with pigeon serum and challenged intranasally to induce bird-related hypersensitivity pneumonitis."", ""species"": ""Mus musculus""}"	{}	"{""description"": ""Mouse model sensitized with pigeon serum and challenged intranasally to induce bird-related hypersensitivity pneumonitis."", ""evidence"": [{""evidence_source"": ""MODEL_ORGANISM"", ""explanation"": ""The study describes a pigeon serum-induced mouse model of BRHP."", ""reference"": ""DOI:10.3390/ijms24032884"", ""snippet"": ""On days −3 and −1, mice were intraperitoneally sensitized with commercial pigeon serum (PS) or saline. Intranasal instillations with PS or saline were carried out on three consecutive days/week over either 3 weeks (Group 1) or 12 weeks (Group 2)."", ""supports"": ""SUPPORT""}], ""species"": ""Mus musculus""}"
1122	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	animal_models	1		Pigeon breeder's lung model generated by tracheal instillation of pigeon dropping extract protein powder.																																																	Mus musculus							"{""description"": ""Pigeon breeder's lung model generated by tracheal instillation of pigeon dropping extract protein powder."", ""species"": ""Mus musculus""}"	{}	"{""description"": ""Pigeon breeder's lung model generated by tracheal instillation of pigeon dropping extract protein powder."", ""evidence"": [{""evidence_source"": ""MODEL_ORGANISM"", ""explanation"": ""The study establishes a pigeon breeder's lung mouse model using pigeon dropping extract."", ""reference"": ""PMID:39844643"", ""snippet"": ""PBL models are created in A/J mice through tracheal instillation of pigeon dropping extract (PDE) protein powder."", ""supports"": ""SUPPORT""}], ""species"": ""Mus musculus""}"
2272	101	Ehlers-Danlos Syndrome	Ehlers-Danlos_Syndrome.yaml	animal_models	0																									Col5a1 knockout																										Mouse							"{""genotype"": ""Col5a1 knockout"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Skin hyperextensibility"", ""Joint hypermobility""]}"	"{""associated_phenotypes"": [""Skin hyperextensibility"", ""Joint hypermobility""], ""evidence"": [{""explanation"": ""While this study focused on Col3a1 rather than Col5a1, it provides evidence that knockout models can be used to investigate aspects of vascular Ehlers-Danlos syndrome in mice."", ""reference"": ""PMID:20587693"", ""snippet"": ""The heterozygous Col3a1 knockout mouse was investigated as a model for this disease... thorough histological examination of the aorta of heterozygous mice revealed the presence of a spectrum of lesions similar to those observed in human patients."", ""supports"": ""PARTIAL""}, {""explanation"": ""While the study confirms the involvement of COL5A1 mutations in Ehlers-Danlos Syndrome, it does not mention specific phenotype outcomes in animal models. Thus, the support for the proposed mouse model is partial."", ""reference"": ""PMID:20847697"", ""snippet"": ""It is currently estimated that approximately 50% of patients with a clinical diagnosis of classic Ehlers-Danlos syndrome harbor mutations in the COL5A1 and the COL5A2 gene... the disease is caused by a mutation leading to a nonfunctional COL5A1 allele and resulting in haploinsufficiency of type V collagen."", ""supports"": ""PARTIAL""}, {""explanation"": ""This study identified COL5A1 variants in Ehlers-Danlos Syndrome cases among cats, contributing to the understanding of COL5A1 mutations. However, it does not describe a mouse model specifically, making the support only partial."", ""reference"": ""PMID:35627182"", ""snippet"": ""We searched for private protein changing variants in known human EDS candidate genes and identified three independent heterozygous COL5A1 variants."", ""supports"": ""PARTIAL""}], ""genes"": [{""preferred_term"": ""COL5A1"", ""term"": {""id"": ""hgnc:2209"", ""label"": ""COL5A1""}}], ""genotype"": ""Col5a1 knockout"", ""species"": ""Mouse""}"
2273	101	Ehlers-Danlos Syndrome	Ehlers-Danlos_Syndrome.yaml	animal_models	1																									Col3a1 heterozygous																										Mouse							"{""genotype"": ""Col3a1 heterozygous"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Vascular fragility"", ""Arterial rupture""]}"	"{""associated_phenotypes"": [""Vascular fragility"", ""Arterial rupture""], ""evidence"": [{""explanation"": ""The study shows that haploinsufficient Col3a1 mice exhibit reduced collagen content in the aorta and diminishing wall strength, mirroring vascular EDS in humans, which supports the statement."", ""reference"": ""PMID:20587693"", ""snippet"": ""Haploinsufficiency for Col3a1 in mice recapitulates features of vascular Ehlers-Danlos syndrome in humans and can be used as an experimental model."", ""supports"": ""SUPPORT""}], ""genes"": [{""preferred_term"": ""COL3A1"", ""term"": {""id"": ""hgnc:2201"", ""label"": ""COL3A1""}}], ""genotype"": ""Col3a1 heterozygous"", ""species"": ""Mouse""}"
3761	159	Huntington's Disease	Huntingtons_Disease.yaml	animal_models	0		Mice expressing human mutant huntingtin with expanded CAG repeats used to model motor and cognitive deficits.																							R6/2 Transgenic																										Mouse							"{""description"": ""Mice expressing human mutant huntingtin with expanded CAG repeats used to model motor and cognitive deficits."", ""genotype"": ""R6/2 Transgenic"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Progressive Motor Dysfunction"", ""Cognitive Impairment"", ""Weight Loss""]}"	"{""associated_phenotypes"": [""Progressive Motor Dysfunction"", ""Cognitive Impairment"", ""Weight Loss""], ""description"": ""Mice expressing human mutant huntingtin with expanded CAG repeats used to model motor and cognitive deficits."", ""evidence"": [{""explanation"": ""This reference supports the statement as it describes Huntington's disease as involving motor deficits and cognitive impairment, and mentions the use of murine genetic models, including transgenic ones with expanded CAG repeats like the R6/2 model."", ""reference"": ""PMID:18638556"", ""snippet"": ""Huntington disease (HD) is a dominantly inherited human neurodegenerative disorder characterized by motor deficits, cognitive impairment, and psychiatric symptoms leading to inexorable decline and death. Since the identification of the huntingtin gene and the characteristic expanded CAG repeat/polyglutamine mutation, multiple murine genetic models and one rat genetic model have been generated."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the statement by describing the use of R6/2 mice, which express mutant HTT, to study metabolic phenotypes including weight changes, indicating weight loss as part of the disease phenotype."", ""reference"": ""PMID:35007790"", ""snippet"": ""We used the R6/2 and BACHD mouse models that express different lengths of mutant HTT to develop lean- and obese phenotypes, respectively. We utilized adeno-associated viral vectors to overexpress either mutant or wild-type HTT in the hypothalamus of R6/2, BACHD, and their wild-type littermates. The metabolic phenotype was assessed by body weight measurements over time and body composition analysis using dual-energy x-ray absorptiometry at the endpoint."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the statement by confirming that motor deficits are a characteristic consequence of genetic models of Huntington's disease, including those with polyglutamine expansion such as the R6/2 model."", ""reference"": ""PMID:29856017"", ""snippet"": ""Motor deficits are a characteristic consequence of striatal damage, whether induced by experimental lesions, or in genetic models of Huntington's disease involving polyglutamine expansion in the huntingtin protein."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the statement by describing the use of R6/1 mice, a similar model to R6/2, to study the correlation between mutant huntingtin aggregates and the severity of HD symptoms, including motor and cognitive deficits."", ""reference"": ""PMID:31868674"", ""snippet"": ""Huntington's disease (HD) is a neurodegenerative disorder caused by the expansion of the trinucleotide CAG in the HD gene. While the presence of nuclear aggregates of mutant huntingtin (mHtt) in neurons is a hallmark of HD, the reason behind its toxicity remains elusive. OBJECTIVE: The present study was conducted to assess a correlation between the number of mHtt aggregates and the severity of HD symptoms in R6/1 mice."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the statement by describing the use of R6/2 mice to model Huntington's disease, noting significant neuronal changes that correlate with the disease phenotype."", ""reference"": ""PMID:15525658"", ""snippet"": ""We describe for the first time a dramatic atrophy and loss of orexin neurons in the lateral hypothalamus of R6/2 mice. Importantly, we also found a significant atrophy and loss of orexin neurons in Huntington patients."", ""supports"": ""SUPPORT""}], ""genotype"": ""R6/2 Transgenic"", ""species"": ""Mouse""}"
6161	261	Pick Disease	Pick_Disease.yaml	animal_models	0		The human Tau containing three ~32 amino acid repeats bearing the L266V and G272V mutations associated with familial forms of Picks Disease is under the control of the neuronal mouse Thy1 promoter. Line 13 is a high expressing line and expresses 8 fold higher levels than line 2.	Transgene Insertion										involves: C57BL/6 * DBA/2												Tg(Thy1-MAPT*L266V*G272V)13Ema/0																										Mouse							"{""background"": ""involves: C57BL/6 * DBA/2"", ""category"": ""Transgene Insertion"", ""description"": ""The human Tau containing three ~32 amino acid repeats bearing the L266V and G272V mutations associated with familial forms of Picks Disease is under the control of the neuronal mouse Thy1 promoter. Line 13 is a high expressing line and expresses 8 fold higher levels than line 2."", ""genotype"": ""Tg(Thy1-MAPT*L266V*G272V)13Ema/0"", ""species"": ""Mouse""}"	"{""associated_phenotypes"": [""Impaired Coordination"", ""Abnormal Dentate Gyrus Morphology"", ""Decreased Neocortex Volume"", ""Tau Protein Deposits"", ""Axonal Dystrophy""]}"	"{""associated_phenotypes"": [""Impaired Coordination"", ""Abnormal Dentate Gyrus Morphology"", ""Decreased Neocortex Volume"", ""Tau Protein Deposits"", ""Axonal Dystrophy""], ""background"": ""involves: C57BL/6 * DBA/2"", ""category"": ""Transgene Insertion"", ""description"": ""The human Tau containing three ~32 amino acid repeats bearing the L266V and G272V mutations associated with familial forms of Picks Disease is under the control of the neuronal mouse Thy1 promoter. Line 13 is a high expressing line and expresses 8 fold higher levels than line 2."", ""evidence"": [{""explanation"": ""The literature supports tau protein deposits and motor weakness (a potential indication of impaired coordination). However, it does not explicitly confirm abnormal dentate gyrus morphology, decreased neocortex volume, or axonal dystrophy."", ""reference"": ""PMID:11402147"", ""snippet"": ""In addition, the Tg mice developed age-related motor weakness as well as progressive hyperphosphorylation and decreased solubility of brain and spinal cord tau proteins"", ""supports"": ""PARTIAL""}, {""explanation"": ""Confirms tau protein deposits and identifies neuronal loss in specific brain regions, which can be interpreted as related to decreased neocortex volume. However, it does not confirm impaired coordination or axonal dystrophy, and focuses on human tissue rather than animal models."", ""reference"": ""PMID:16014652"", ""snippet"": ""Both brains showed severe neuronal loss in the temporal cortex, whereas in the frontal cortex the loss was less; and abundant Pick bodies in the dentate gyrus of the hippocampus, and caudate nucleus. The Pick bodies consisted exclusively of three-repeat (3R) isoforms."", ""supports"": ""PARTIAL""}], ""genotype"": ""Tg(Thy1-MAPT*L266V*G272V)13Ema/0"", ""species"": ""Mouse""}"
