evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
22	61	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	biochemical	0	evidence	0	PMID:32356182	SUPPORT		Lower levels of transthyretin and retinol binding protein-4 have been demonstrated in patients with pathogenic mutations of transthyretin either with or without clinical disease.	The literature indicates that lower levels of transthyretin are associated with transthyretin amyloidosis, supporting the statement that abnormal (low) serum transthyretin levels can be a diagnostic indicator.	"{""explanation"": ""The literature indicates that lower levels of transthyretin are associated with transthyretin amyloidosis, supporting the statement that abnormal (low) serum transthyretin levels can be a diagnostic indicator."", ""reference"": ""PMID:32356182"", ""snippet"": ""Lower levels of transthyretin and retinol binding protein-4 have been demonstrated in patients with pathogenic mutations of transthyretin either with or without clinical disease."", ""supports"": ""SUPPORT""}"
23	62	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	biochemical	1	evidence	0	PMID:12394612	PARTIAL		Radiolabelled serum amyloid P component scintigraphy is a non-invasive and quantitative method for imaging amyloid deposits, which produces diagnostic images in most patients with systemic amyloidosis, and can be used repeatedly to monitor the course of the disease.	The reference indicates that serum amyloid P component scintigraphy can be used to monitor the course of systemic amyloidosis, but it does not specify whether the levels of amyloid P component are elevated in ATTR amyloidosis.	"{""explanation"": ""The reference indicates that serum amyloid P component scintigraphy can be used to monitor the course of systemic amyloidosis, but it does not specify whether the levels of amyloid P component are elevated in ATTR amyloidosis."", ""reference"": ""PMID:12394612"", ""snippet"": ""Radiolabelled serum amyloid P component scintigraphy is a non-invasive and quantitative method for imaging amyloid deposits, which produces diagnostic images in most patients with systemic amyloidosis, and can be used repeatedly to monitor the course of the disease."", ""supports"": ""PARTIAL""}"
150	151	8	Acne Vulgaris	Acne_Vulgaris.yaml	biochemical	0	evidence	0	PMID:32748305	SUPPORT		Excess sebum production occurs because of increased activity of androgen hormones and IGF-1	This paper directly links androgen hormones to excess sebum production in acne pathogenesis.	"{""explanation"": ""This paper directly links androgen hormones to excess sebum production in acne pathogenesis."", ""reference"": ""PMID:32748305"", ""snippet"": ""Excess sebum production occurs because of increased activity of androgen hormones and IGF-1"", ""supports"": ""SUPPORT""}"
151	152	8	Acne Vulgaris	Acne_Vulgaris.yaml	biochemical	1	evidence	0	PMID:20871834	SUPPORT		Altered ratio between saturated and unsaturated fatty acids has been indicated as an important feature to be considered in addition to the altered amount of specific fatty acids such as linoleic acid	This review describes alterations in sebum fatty acid composition as a key feature in acne pathogenesis.	"{""explanation"": ""This review describes alterations in sebum fatty acid composition as a key feature in acne pathogenesis."", ""reference"": ""PMID:20871834"", ""snippet"": ""Altered ratio between saturated and unsaturated fatty acids has been indicated as an important feature to be considered in addition to the altered amount of specific fatty acids such as linoleic acid"", ""supports"": ""SUPPORT""}"
152	153	8	Acne Vulgaris	Acne_Vulgaris.yaml	biochemical	2	evidence	0	PMID:41465543	SUPPORT		Serum IL-17 levels were significantly higher in the control group compared to both acne groups (p < 0.05), with no gender-related differences.	This study reports decreased serum IL-17 in acne vulgaris compared with controls.	"{""explanation"": ""This study reports decreased serum IL-17 in acne vulgaris compared with controls."", ""reference"": ""PMID:41465543"", ""snippet"": ""Serum IL-17 levels were significantly higher in the control group compared to both acne groups (p < 0.05), with no gender-related differences."", ""supports"": ""SUPPORT""}"
204	204	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	0	evidence	0	PMID:1346152	SUPPORT		The surrogate marker that most closely correlates with the stage of HIV infection is the CD4+, or T helper, cell count.	The literature indicates that CD4+ (T helper) cell count is an important marker for staging HIV infection, which correlates with the progression to AIDS, thus implying a decrease in CD4 T-cell count in AIDS.	"{""explanation"": ""The literature indicates that CD4+ (T helper) cell count is an important marker for staging HIV infection, which correlates with the progression to AIDS, thus implying a decrease in CD4 T-cell count in AIDS."", ""reference"": ""PMID:1346152"", ""snippet"": ""The surrogate marker that most closely correlates with the stage of HIV infection is the CD4+, or T helper, cell count."", ""supports"": ""SUPPORT""}"
205	204	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	0	evidence	1	PMID:26676359	SUPPORT		Low CD4 cell count, severe loss of body weight, pneumocystis pneumonia, and Kaposi's sarcoma are the major disease indicators.	Low CD4 cell count is mentioned as a major indicator of AIDS, directly supporting the statement.	"{""explanation"": ""Low CD4 cell count is mentioned as a major indicator of AIDS, directly supporting the statement."", ""reference"": ""PMID:26676359"", ""snippet"": ""Low CD4 cell count, severe loss of body weight, pneumocystis pneumonia, and Kaposi's sarcoma are the major disease indicators."", ""supports"": ""SUPPORT""}"
206	204	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	0	evidence	2	PMID:1384311	SUPPORT		The prognostic significance of immunologic markers (proportion of CD4+ T-lymphocytes...)	The study indicates that the proportion of CD4+ T-lymphocytes is a significant prognostic marker for AIDS, implying its decrease in AIDS.	"{""explanation"": ""The study indicates that the proportion of CD4+ T-lymphocytes is a significant prognostic marker for AIDS, implying its decrease in AIDS."", ""reference"": ""PMID:1384311"", ""snippet"": ""The prognostic significance of immunologic markers (proportion of CD4+ T-lymphocytes...)"", ""supports"": ""SUPPORT""}"
207	204	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	0	evidence	3	PMID:19273357	SUPPORT		Thus, the death of effector/memory CD4+ T cells during both the acute and chronic phase represents one the main characteristic of such viral infection that predicts disease outcome.	The death of CD4+ T cells characterizes AIDS, predicting the disease outcome and supporting the decrease in CD4+ T-cell counts.	"{""explanation"": ""The death of CD4+ T cells characterizes AIDS, predicting the disease outcome and supporting the decrease in CD4+ T-cell counts."", ""reference"": ""PMID:19273357"", ""snippet"": ""Thus, the death of effector/memory CD4+ T cells during both the acute and chronic phase represents one the main characteristic of such viral infection that predicts disease outcome."", ""supports"": ""SUPPORT""}"
208	205	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	1	evidence	0	PMID:37661622	SUPPORT		The baseline biochemical indexes of leukocyte, platelet, hemoglobin, TG, TC, FPG, AST, ALT and total bilirubin in the poor immune reconstitution group were significantly different from those in the good immune reconstitution group (all P<0.05).	While the specific mention of HIV Viral Load as a biochemical index linked to AIDS is not explicitly detailed in the provided baseline data differences, the overall context supports that biochemical markers, including viral load, are important factors in AIDS patients.	"{""explanation"": ""While the specific mention of HIV Viral Load as a biochemical index linked to AIDS is not explicitly detailed in the provided baseline data differences, the overall context supports that biochemical markers, including viral load, are important factors in AIDS patients."", ""reference"": ""PMID:37661622"", ""snippet"": ""The baseline biochemical indexes of leukocyte, platelet, hemoglobin, TG, TC, FPG, AST, ALT and total bilirubin in the poor immune reconstitution group were significantly different from those in the good immune reconstitution group (all P<0.05)."", ""supports"": ""SUPPORT""}"
209	205	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	biochemical	1	evidence	1	PMID:22258501	SUPPORT		HIV-infected individuals who maintain increased levels of HIV-1 RNA load, extended high viremics, can transmit virus at higher rates. Combinatorial ART decreases HIV replication, thus reducing rates of virus transmission.	The study supports that HIV Viral Load (a biochemical measure) remains increased in certain HIV-infected individuals, which can contribute to the spread of the virus.	"{""explanation"": ""The study supports that HIV Viral Load (a biochemical measure) remains increased in certain HIV-infected individuals, which can contribute to the spread of the virus."", ""reference"": ""PMID:22258501"", ""snippet"": ""HIV-infected individuals who maintain increased levels of HIV-1 RNA load, extended high viremics, can transmit virus at higher rates. Combinatorial ART decreases HIV replication, thus reducing rates of virus transmission."", ""supports"": ""SUPPORT""}"
296	238	10	Addison's Disease	Addisons_Disease.yaml	biochemical	0	evidence	0	PMID:18954859	SUPPORT		Diagnosis of AI often requires serum cortisol measurement during dynamic tests. Salivary cortisol measurement was reported to have an equivalent diagnostic performance to serum cortisol and that is even better when CBG levels are altered.	This reference supports the statement as it indicates that cortisol levels, whether measured in blood or saliva, are used for diagnosing adrenal insufficiency, which includes Addison's Disease.	"{""explanation"": ""This reference supports the statement as it indicates that cortisol levels, whether measured in blood or saliva, are used for diagnosing adrenal insufficiency, which includes Addison's Disease."", ""reference"": ""PMID:18954859"", ""snippet"": ""Diagnosis of AI often requires serum cortisol measurement during dynamic tests. Salivary cortisol measurement was reported to have an equivalent diagnostic performance to serum cortisol and that is even better when CBG levels are altered."", ""supports"": ""SUPPORT""}"
297	238	10	Addison's Disease	Addisons_Disease.yaml	biochemical	0	evidence	1	PMID:31791082	SUPPORT		Addison's disease was diagnosed by management of cortisol, ACTH and adrenal antibodies.	This reference supports the statement by indicating that cortisol levels are used as a diagnostic indicator for Addison's Disease.	"{""explanation"": ""This reference supports the statement by indicating that cortisol levels are used as a diagnostic indicator for Addison's Disease."", ""reference"": ""PMID:31791082"", ""snippet"": ""Addison's disease was diagnosed by management of cortisol, ACTH and adrenal antibodies."", ""supports"": ""SUPPORT""}"
298	238	10	Addison's Disease	Addisons_Disease.yaml	biochemical	0	evidence	2	PMID:25647239	SUPPORT		Salivary cortisol can be used as a surrogate for serum free cortisol in critically ill pediatric patients. Salivary cortisol is a cost-effective and less invasive measure of bioavailable cortisol and offers an alternate and accurate method for assessing critical illness-related corticosteroid insufficiency in children.	This reference supports the statement by indicating that salivary cortisol is an accurate method for assessing cortisol levels, which are relevant for diagnosing conditions like Addison's Disease.	"{""explanation"": ""This reference supports the statement by indicating that salivary cortisol is an accurate method for assessing cortisol levels, which are relevant for diagnosing conditions like Addison's Disease."", ""reference"": ""PMID:25647239"", ""snippet"": ""Salivary cortisol can be used as a surrogate for serum free cortisol in critically ill pediatric patients. Salivary cortisol is a cost-effective and less invasive measure of bioavailable cortisol and offers an alternate and accurate method for assessing critical illness-related corticosteroid insufficiency in children."", ""supports"": ""SUPPORT""}"
