descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
1484	1547	66	Chronic Myeloid Leukemia, BCR-ABL1 Positive	Chronic_Myeloid_Leukemia.yaml	biochemical	1	BCR-ABL1 Fusion Transcript		biomarker_term	biomarker_term	$	BCR-ABL1 Fusion Transcript		BCR-ABL1 fusion protein	NCIT:C36715	BCR-ABL1 Fusion Protein Expression		"{""preferred_term"": ""BCR-ABL1 fusion protein"", ""term"": {""id"": ""NCIT:C36715"", ""label"": ""BCR-ABL1 Fusion Protein Expression""}}"																											
2115	2227	100	Ebola Virus Disease (EVD)	Ebola_Virus_Disease_EVD.yaml	biochemical	0	Ebola Virus Antigen		assays[0]	assays	assays			Antigen-Capture Enzyme-Linked Immunosorbent Assay (ELISA)				"{""preferred_term"": ""Antigen-Capture Enzyme-Linked Immunosorbent Assay (ELISA)""}"																											
2116	2227	100	Ebola Virus Disease (EVD)	Ebola_Virus_Disease_EVD.yaml	biochemical	0	Ebola Virus Antigen		assays[1]	assays	assays			Reverse Transcription Polymerase Chain Reaction (RT-PCR)				"{""preferred_term"": ""Reverse Transcription Polymerase Chain Reaction (RT-PCR)""}"																											
2117	2228	100	Ebola Virus Disease (EVD)	Ebola_Virus_Disease_EVD.yaml	biochemical	1	Ebola Virus RNA		assays[0]	assays	assays			Reverse Transcription Polymerase Chain Reaction (RT-PCR)				"{""preferred_term"": ""Reverse Transcription Polymerase Chain Reaction (RT-PCR)""}"																											
2817	2998	126	Gastrointestinal Stromal Tumor	Gastrointestinal_Stromal_Tumor.yaml	biochemical	0	KIT (CD117) Immunohistochemistry		biomarker_term	biomarker_term	$	KIT (CD117) Immunohistochemistry		KIT protein	NCIT:C17328	Mast/Stem Cell Growth Factor Receptor Kit		"{""preferred_term"": ""KIT protein"", ""term"": {""id"": ""NCIT:C17328"", ""label"": ""Mast/Stem Cell Growth Factor Receptor Kit""}}"																											
2909	3150	132	Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency	Glucose-6-Phosphate_Dehydrogenase_G6PD_Deficiency.yaml	biochemical	3	Heinz Bodies		cell_types[0]	cell_types	cell_types			Red Blood Cells	CL:0000232	erythrocyte		"{""preferred_term"": ""Red Blood Cells"", ""term"": {""id"": ""CL:0000232"", ""label"": ""erythrocyte""}}"																											
2910	3151	132	Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency	Glucose-6-Phosphate_Dehydrogenase_G6PD_Deficiency.yaml	biochemical	4	Glutathione/GSSG Ratio		cell_types[0]	cell_types	cell_types			Red Blood Cells	CL:0000232	erythrocyte		"{""preferred_term"": ""Red Blood Cells"", ""term"": {""id"": ""CL:0000232"", ""label"": ""erythrocyte""}}"																											
4255	4726	200	Malignant Mesothelioma	Malignant_Mesothelioma.yaml	biochemical	0	Mesothelin		biomarker_term	biomarker_term	$	Mesothelin		Mesothelin	NCIT:C20887	Mesothelin		"{""preferred_term"": ""Mesothelin"", ""term"": {""id"": ""NCIT:C20887"", ""label"": ""Mesothelin""}}"																											
4465	4924	207	Medullary Thyroid Carcinoma	Medullary_Thyroid_Carcinoma.yaml	biochemical	0	Serum Calcitonin		biomarker_term	biomarker_term	$	Serum Calcitonin		calcitonin	NCIT:C2281	Calcitonin		"{""preferred_term"": ""calcitonin"", ""term"": {""id"": ""NCIT:C2281"", ""label"": ""Calcitonin""}}"																											
4466	4925	207	Medullary Thyroid Carcinoma	Medullary_Thyroid_Carcinoma.yaml	biochemical	1	Serum CEA		biomarker_term	biomarker_term	$	Serum CEA		carcinoembryonic antigen	NCIT:C16384	Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5		"{""preferred_term"": ""carcinoembryonic antigen"", ""term"": {""id"": ""NCIT:C16384"", ""label"": ""Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5""}}"																											
4693	5192	218	Multiple Endocrine Neoplasia Type 2	Multiple_Endocrine_Neoplasia_Type_2.yaml	biochemical	0	Serum Calcitonin		biomarker_term	biomarker_term	$	Serum Calcitonin		Calcitonin	NCIT:C2281	Calcitonin		"{""preferred_term"": ""Calcitonin"", ""term"": {""id"": ""NCIT:C2281"", ""label"": ""Calcitonin""}}"																											
5522	6056	256	Peutz-Jeghers polyp	Peutz_Jeghers_polyp.yaml	biochemical	0	Butyric acid		biomarker_term	biomarker_term	$	Butyric acid		butyric acid	NCIT:C68327	Butyric Acid		"{""preferred_term"": ""butyric acid"", ""term"": {""id"": ""NCIT:C68327"", ""label"": ""Butyric Acid""}}"																											
5618	6162	261	Pick Disease	Pick_Disease.yaml	biochemical	0	Tau Protein Accumulation		cell_types[0]	cell_types	cell_types			Glial Cell	CL:0000125	glial cell		"{""preferred_term"": ""Glial Cell"", ""term"": {""id"": ""CL:0000125"", ""label"": ""glial cell""}}"																											
5619	6162	261	Pick Disease	Pick_Disease.yaml	biochemical	0	Tau Protein Accumulation		cell_types[1]	cell_types	cell_types			Neuron	CL:0000540	neuron		"{""preferred_term"": ""Neuron"", ""term"": {""id"": ""CL:0000540"", ""label"": ""neuron""}}"																											
5948	6560	280	Pulmonary_hypertension	Pulmonary_hypertension.yaml	biochemical	0	N-terminal pro b-type Natriuretic Peptide (NT-proBNP)		biomarker_term	biomarker_term	$	N-terminal pro b-type Natriuretic Peptide (NT-proBNP)		NT-proBNP	NCIT:C88524	N-Terminal Fragment Brain Natriuretic Protein		"{""preferred_term"": ""NT-proBNP"", ""term"": {""id"": ""NCIT:C88524"", ""label"": ""N-Terminal Fragment Brain Natriuretic Protein""}}"																											
6043	6662	285	Refeeding Syndrome	Refeeding_Syndrome.yaml	biochemical	0	Phosphate		biomarker_term	biomarker_term	$	Phosphate		phosphate measurement	NCIT:C64857	Phosphate Measurement		"{""preferred_term"": ""phosphate measurement"", ""term"": {""id"": ""NCIT:C64857"", ""label"": ""Phosphate Measurement""}}"																											
6044	6663	285	Refeeding Syndrome	Refeeding_Syndrome.yaml	biochemical	1	Potassium		biomarker_term	biomarker_term	$	Potassium		potassium measurement	NCIT:C64853	Potassium Measurement		"{""preferred_term"": ""potassium measurement"", ""term"": {""id"": ""NCIT:C64853"", ""label"": ""Potassium Measurement""}}"																											
