descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
174	169	8	Acne Vulgaris	Acne_Vulgaris.yaml	infectious_agent	0	Cutibacterium acnes	Commensal skin bacterium that proliferates in occluded follicles and contributes to inflammatory acne lesions.	infectious_agent_term	infectious_agent_term	$	Cutibacterium acnes	Commensal skin bacterium that proliferates in occluded follicles and contributes to inflammatory acne lesions.	Cutibacterium acnes	NCBITaxon:1747	Cutibacterium acnes		"{""preferred_term"": ""Cutibacterium acnes"", ""term"": {""id"": ""NCBITaxon:1747"", ""label"": ""Cutibacterium acnes""}}"																											
269	217	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	infectious_agent	0	Human Immunodeficiency Virus (HIV)		infectious_agent_term	infectious_agent_term	$	Human Immunodeficiency Virus (HIV)		Human immunodeficiency virus 1	NCBITaxon:11676	Human immunodeficiency virus 1		"{""preferred_term"": ""Human immunodeficiency virus 1"", ""term"": {""id"": ""NCBITaxon:11676"", ""label"": ""Human immunodeficiency virus 1""}}"																											
348	289	11	Adult T-Cell Leukemia/Lymphoma	Adult_T_Cell_Leukemia_Lymphoma.yaml	infectious_agent	0	Human T-Lymphotropic Virus Type 1 (HTLV-1)	HTLV-1 is a deltaretrovirus that infects CD4+ T cells. Transmission occurs through breastfeeding, sexual contact, blood transfusion, and injection drug use. After infection, HTLV-1 integrates into the host genome and establishes lifelong persistent infection. The viral Tax protein is the major transforming factor, activating NF-kappaB, inducing genomic instability, and promoting T-cell proliferation. HBZ (HTLV-1 basic leucine zipper factor) expressed from the antisense strand also contributes to leukemogenesis.	infectious_agent_term	infectious_agent_term	$	Human T-Lymphotropic Virus Type 1 (HTLV-1)	HTLV-1 is a deltaretrovirus that infects CD4+ T cells. Transmission occurs through breastfeeding, sexual contact, blood transfusion, and injection drug use. After infection, HTLV-1 integrates into the host genome and establishes lifelong persistent infection. The viral Tax protein is the major transforming factor, activating NF-kappaB, inducing genomic instability, and promoting T-cell proliferation. HBZ (HTLV-1 basic leucine zipper factor) expressed from the antisense strand also contributes to leukemogenesis.	Human T-cell leukemia virus type I	NCBITaxon:11908	Human T-cell leukemia virus type I		"{""preferred_term"": ""Human T-cell leukemia virus type I"", ""term"": {""id"": ""NCBITaxon:11908"", ""label"": ""Human T-cell leukemia virus type I""}}"																											
369	314	12	Aflatoxin-Related Hepatocellular Carcinoma	Aflatoxin_Related_HCC.yaml	infectious_agent	0	Hepatitis B Virus (HBV)	Chronic HBV infection is a major cofactor in aflatoxin-related HCC, with synergistic interaction dramatically increasing cancer risk. HBV contributes through chronic inflammation, hepatocyte regeneration, HBx protein effects, and viral DNA integration. The combination of HBV and aflatoxin exposure increases HCC risk approximately 60-fold compared to unexposed individuals.	infectious_agent_term	infectious_agent_term	$	Hepatitis B Virus (HBV)	Chronic HBV infection is a major cofactor in aflatoxin-related HCC, with synergistic interaction dramatically increasing cancer risk. HBV contributes through chronic inflammation, hepatocyte regeneration, HBx protein effects, and viral DNA integration. The combination of HBV and aflatoxin exposure increases HCC risk approximately 60-fold compared to unexposed individuals.	Hepatitis B virus	NCBITaxon:10407	Hepatitis B virus		"{""preferred_term"": ""Hepatitis B virus"", ""term"": {""id"": ""NCBITaxon:10407"", ""label"": ""Hepatitis B virus""}}"																											
937	927	39	Bacterial meningitis	Bacterial_meningitis.yaml	infectious_agent	0	Neisseria meningitidis	A common cause of bacterial meningitis, particularly in children and young adults.	infectious_agent_term	infectious_agent_term	$	Neisseria meningitidis	A common cause of bacterial meningitis, particularly in children and young adults.	Neisseria meningitidis	NCBITaxon:487	Neisseria meningitidis		"{""preferred_term"": ""Neisseria meningitidis"", ""term"": {""id"": ""NCBITaxon:487"", ""label"": ""Neisseria meningitidis""}}"																											
938	928	39	Bacterial meningitis	Bacterial_meningitis.yaml	infectious_agent	1	Streptococcus pneumoniae	The most common cause of bacterial meningitis in adults.	infectious_agent_term	infectious_agent_term	$	Streptococcus pneumoniae	The most common cause of bacterial meningitis in adults.	Streptococcus pneumoniae	NCBITaxon:1313	Streptococcus pneumoniae		"{""preferred_term"": ""Streptococcus pneumoniae"", ""term"": {""id"": ""NCBITaxon:1313"", ""label"": ""Streptococcus pneumoniae""}}"																											
939	929	39	Bacterial meningitis	Bacterial_meningitis.yaml	infectious_agent	2	Haemophilus influenzae	Was a common cause in children before the Hib vaccine.	infectious_agent_term	infectious_agent_term	$	Haemophilus influenzae	Was a common cause in children before the Hib vaccine.	Haemophilus influenzae	NCBITaxon:727			"{""preferred_term"": ""Haemophilus influenzae"", ""term"": {""id"": ""NCBITaxon:727""}}"																											
940	930	39	Bacterial meningitis	Bacterial_meningitis.yaml	infectious_agent	3	Listeria monocytogenes	Can cause meningitis in newborns, pregnant women, and immunocompromised individuals.	infectious_agent_term	infectious_agent_term	$	Listeria monocytogenes	Can cause meningitis in newborns, pregnant women, and immunocompromised individuals.	Listeria monocytogenes	NCBITaxon:1639	Listeria monocytogenes		"{""preferred_term"": ""Listeria monocytogenes"", ""term"": {""id"": ""NCBITaxon:1639"", ""label"": ""Listeria monocytogenes""}}"																											
1075	1041	43	Bejel	Bejel.yaml	infectious_agent	0	Treponema pallidum subsp. endemicum	Treponemal agent of bejel.	infectious_agent_term	infectious_agent_term	$	Treponema pallidum subsp. endemicum	Treponemal agent of bejel.	Treponema pallidum subsp. endemicum	NCBITaxon:53436	Treponema pallidum subsp. endemicum		"{""preferred_term"": ""Treponema pallidum subsp. endemicum"", ""term"": {""id"": ""NCBITaxon:53436"", ""label"": ""Treponema pallidum subsp. endemicum""}}"																											
1233	1225	51	Burkitt Lymphoma	Burkitt_Lymphoma.yaml	infectious_agent	0	Epstein-Barr Virus (EBV)	EBV infection is nearly universal in endemic Burkitt lymphoma (>95%) but variable in sporadic (15-30%) and immunodeficiency-associated (25-40%) forms. EBV provides survival signals through EBNA1 and contributes to genomic instability, but MYC translocation is the essential oncogenic driver. EBV latency type I is typically observed with expression of EBNA1 and EBERs only.	infectious_agent_term	infectious_agent_term	$	Epstein-Barr Virus (EBV)	EBV infection is nearly universal in endemic Burkitt lymphoma (>95%) but variable in sporadic (15-30%) and immunodeficiency-associated (25-40%) forms. EBV provides survival signals through EBNA1 and contributes to genomic instability, but MYC translocation is the essential oncogenic driver. EBV latency type I is typically observed with expression of EBNA1 and EBERs only.	Human gammaherpesvirus 4	NCBITaxon:10376	Human gammaherpesvirus 4		"{""preferred_term"": ""Human gammaherpesvirus 4"", ""term"": {""id"": ""NCBITaxon:10376"", ""label"": ""Human gammaherpesvirus 4""}}"																											
