assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
92	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	progression	0												30-70 (hereditary); 60-80 (wild-type)																												Onset																		"{""age_range"": ""30-70 (hereditary); 60-80 (wild-type)"", ""phase"": ""Onset""}"	{}	"{""age_range"": ""30-70 (hereditary); 60-80 (wild-type)"", ""evidence"": [{""explanation"": ""The study provides data on the age of symptom onset for symptomatic patients with ATTR amyloidosis, indicating a mean age of onset within the provided range for hereditary cases. However, it does not specify the exact onset age range for wild-type cases."", ""reference"": ""PMID:35717381"", ""snippet"": ""Symptomatic patients were predominantly male (71.4%) and had a mean ... age of symptom onset of 56.3 (17.8) years."", ""supports"": ""PARTIAL""}, {""explanation"": ""This reference suggests that ATTR wild-type amyloidosis commonly affects elderly males, but it does not provide a specific onset age range of 60-80 years."", ""reference"": ""PMID:30199915"", ""snippet"": ""There is a significant increase in the number of patients with cardiac amyloidosis of the ATTR wild-type variety. These patients are often elderly males presenting with predominantly right sided heart failure."", ""supports"": ""PARTIAL""}, {""explanation"": ""This study indicates that the prevalence of wild-type ATTR amyloidosis increases with age, particularly in those over 80 years. It supports the general notion that wild-type ATTR affects older individuals but does not provide a specific onset age range of 60-80 years."", ""reference"": ""PMID:31731233"", ""snippet"": ""The prevalence of ATTR-wt was 5.8% (32 of the 556), with the prevalence increasing as a function of age. We identified an ATTR-wt-specific morbidity rate of 12.3% for patients over 80 years of age, while the prevalence among individuals over 90 years of age was 34.9%."", ""supports"": ""PARTIAL""}, {""explanation"": ""This study focuses on AA amyloidosis in familial Mediterranean fever and does not provide information on the age of onset for ATTR amyloidosis."", ""reference"": ""PMID:25586652"", ""snippet"": ""The aim of the study was to evaluate the clinical and genetic predictors of AA amyloidosis in patients with familial Mediterranean fever (FMF)."", ""supports"": ""NO_EVIDENCE""}], ""phase"": ""Onset""}"
231	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	progression	0																											2-15													Onset																		"{""incubation_years"": ""2-15"", ""phase"": ""Onset""}"	{}	"{""evidence"": [{""explanation"": ""The literature mentions a median incubation period of 9.8 years, which is within the range provided in the statement, but does not explicitly confirm the full range of 2-15 years."", ""reference"": ""PMID:2922052"", ""snippet"": ""A non-parametric implementation of this strategy produced an estimate with a median at 9.8 years..."", ""supports"": ""PARTIAL""}, {""explanation"": ""This reference provides a shorter incubation period (11-28 days) than the 2-15 years stated, suggesting the incubation period can vary widely depending on the study population, but does not directly support the 2-15 years range."", ""reference"": ""PMID:3146367"", ""snippet"": ""In the 10 patients for whom date of exposure to the virus could be established the incubation period was 11-28 days (median 14)."", ""supports"": ""PARTIAL""}, {""explanation"": ""This reference supports part of the statement (2-5 years), indicating an extended incubation period that falls within the provided range of 2-15 years."", ""reference"": ""PMID:2996395"", ""snippet"": ""The incubation period is long and few persons infected with human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV) have AIDS diagnosed within 2 to 5 years of infection."", ""supports"": ""SUPPORT""}], ""incubation_years"": ""2-15"", ""phase"": ""Onset""}"
271	10	Addison's Disease	Addisons_Disease.yaml	progression	0												30-50																												Onset																		"{""age_range"": ""30-50"", ""phase"": ""Onset""}"	{}	"{""age_range"": ""30-50"", ""evidence"": [{""explanation"": ""The study provides prevalence and incidence data but does not specify the age range for the onset of Addison's disease."", ""reference"": ""PMID:12072049"", ""snippet"": ""OBJECTIVE: Estimates of the prevalence of Addison's disease in Caucasians have varied from 39 to 117 per million. We have carried out an epidemiological study to obtain a confident point prevalence estimate in the Norwegian population for the end of 1999, and to find out whether the incidence is changing."", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""The study focuses on the clinical presentation of Addison's disease in children, not in the age range of 30-50 years."", ""reference"": ""PMID:33143829"", ""snippet"": ""OBJECTIVE: To determine the clinical presentation of Addison's disease in order to increase the awareness of presentation in Pakistani children."", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""The study discusses quality of life in Addison's disease patients but does not provide information on the age range of onset."", ""reference"": ""PMID:23322510"", ""snippet"": ""INTRODUCTION: Several studies have shown a reduced quality of life in patients with Addison's disease, but little is known about the potential influences."", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""The study discusses the delay in diagnosis of adrenal insufficiency and related complaints but does not specify the age range for the onset of Addison's disease."", ""reference"": ""PMID:20400889"", ""snippet"": ""INTRODUCTION: Little information is available on patients with adrenal insufficiency (AI) in regard to complaints before diagnosis, time until correct diagnosis, false diagnosis, and professional changes due to the diagnosis."", ""supports"": ""NO_EVIDENCE""}, {""explanation"": ""The study discusses a case of a 22-year-old patient with Addison's disease, which does not fall within the age range of 30-50 years."", ""reference"": ""PMID:31791082"", ""snippet"": ""HISTORY AND CLINICAL FINDINGS: We report the case within a 22-year-old patient, initially seen because of fatigue, weight loss and discoloration of the skin."", ""supports"": ""NO_EVIDENCE""}], ""phase"": ""Onset""}"
375	14	Ainhum	Ainhum.yaml	progression	0																																				Radiological staging identifies lesions in different stages, supporting stepwise progression.				Stage progression																		"{""notes"": ""Radiological staging identifies lesions in different stages, supporting stepwise progression."", ""phase"": ""Stage progression""}"	{}	"{""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Radiological survey reports lesions in different stages within patients."", ""reference"": ""PMID:12500788"", ""snippet"": ""frequently bilateral, with lesions in different stages."", ""supports"": ""SUPPORT""}], ""notes"": ""Radiological staging identifies lesions in different stages, supporting stepwise progression."", ""phase"": ""Stage progression""}"
603	24	Antiphospholipid Syndrome	Antiphospholipid_Syndrome.yaml	progression	0							Primary APS					20-50																												Onset																		"{""age_range"": ""20-50"", ""phase"": ""Onset"", ""subtype"": ""Primary APS""}"	{}	"{""age_range"": ""20-50"", ""evidence"": [{""explanation"": ""The reference supports that primary APS can indeed onset within the specified age range of 20-50, but it does not provide sufficient evidence to conclude that progression specifically occurs within this exact range."", ""reference"": ""PMID:34634966"", ""snippet"": ""We subdivided patients into two groups: youth- (15-24 years) and adult-onset (over 24 years) and compared them regarding demographic characteristics, criteria and non-criteria manifestations, cardiovascular risk factors, and aPL status."", ""supports"": ""PARTIAL""}, {""explanation"": ""While discussing treatment options for APS, this reference does not address the specific age range of 20-50 or the progression of primary APS."", ""reference"": ""PMID:26125104"", ""snippet"": ""Current innovative treatment options include novel oral anticoagulants and the complement inhibitor eculizumab."", ""supports"": ""NO_EVIDENCE""}], ""phase"": ""Onset"", ""subtype"": ""Primary APS""}"
641	26	Aromatase Deficiency	Aromatase_Deficiency.yaml	progression	0												Birth-Adolescence																												Onset																		"{""age_range"": ""Birth-Adolescence"", ""phase"": ""Onset""}"	{}	"{""age_range"": ""Birth-Adolescence"", ""evidence"": [{""explanation"": ""The abstract explains that aromatase deficiency has implications from birth through adolescence, with effects noticeable from early childhood due to the imbalance of androgens and estrogens. This supports the statement that aromatase deficiency impacts this age range."", ""reference"": ""PMID:19844120"", ""snippet"": ""Placental aromatization of androgens protects the female fetus against the virilizing action of fetal androgens. After birth, the dual effect of aromatase deficiency, excessive androgens, and insufficient estrogens is responsible for a variable clinical picture."", ""supports"": ""SUPPORT""}, {""explanation"": ""While this reference discusses puberty and its onset, it does not specifically address aromatase deficiency or its progression from birth through adolescence."", ""reference"": ""PMID:15815567"", ""snippet"": ""Puberty is a dynamic period of physical growth, sexual maturation, and psychosocial achievement that generally begins between age 8 and 14 years."", ""supports"": ""PARTIAL""}], ""phase"": ""Onset""}"
951	39	Bacterial meningitis	Bacterial_meningitis.yaml	progression	0																																				Bacteria colonize the nasopharynx or gut and enter the bloodstream. Initial infection often occurs at mucosal surfaces before systemic invasion.				Colonization and Bacteremia																		"{""notes"": ""Bacteria colonize the nasopharynx or gut and enter the bloodstream. Initial infection often occurs at mucosal surfaces before systemic invasion."", ""phase"": ""Colonization and Bacteremia""}"	{}	"{""evidence"": [{""explanation"": ""Describes bacteremia developing after initial mucosal infection, providing the bloodstream phase that precedes CNS invasion."", ""reference"": ""PMID:27367319"", ""snippet"": ""If the infection is not controlled at the stage in which the bacterium is in the liver... a secondary bacteraemia can be developed and L. monocytogenes reaches the preferred sites transgressing the blood-brain barrier."", ""supports"": ""SUPPORT""}], ""notes"": ""Bacteria colonize the nasopharynx or gut and enter the bloodstream. Initial infection often occurs at mucosal surfaces before systemic invasion."", ""phase"": ""Colonization and Bacteremia""}"
952	39	Bacterial meningitis	Bacterial_meningitis.yaml	progression	1																																				Bacteria cross the blood-brain barrier or blood-CSF barrier through transcellular or paracellular routes. Entry mechanisms include receptor-mediated endocytosis (PAFR, PIGR, PECAM1), paracellular disruption via inflammatory signaling (NF-kB, HIF-1a/VEGFA, IL-22/STAT3), or transcytosis across choroid plexus epithelium.				CNS Barrier Penetration																		"{""notes"": ""Bacteria cross the blood-brain barrier or blood-CSF barrier through transcellular or paracellular routes. Entry mechanisms include receptor-mediated endocytosis (PAFR, PIGR, PECAM1), paracellular disruption via inflammatory signaling (NF-kB, HIF-1a/VEGFA, IL-22/STAT3), or transcytosis across choroid plexus epithelium."", ""phase"": ""CNS Barrier Penetration""}"	{}	"{""evidence"": [{""explanation"": ""Establishes BBB penetration as the required step to initiate meningitis."", ""reference"": ""PMID:31805229"", ""snippet"": ""Microbial penetration of the blood-brain barrier, a prerequisite for the development of bacterial meningitis, exploits specific host and bacterial factors as well as host cell signaling molecules."", ""supports"": ""SUPPORT""}], ""notes"": ""Bacteria cross the blood-brain barrier or blood-CSF barrier through transcellular or paracellular routes. Entry mechanisms include receptor-mediated endocytosis (PAFR, PIGR, PECAM1), paracellular disruption via inflammatory signaling (NF-kB, HIF-1a/VEGFA, IL-22/STAT3), or transcytosis across choroid plexus epithelium."", ""phase"": ""CNS Barrier Penetration""}"
953	39	Bacterial meningitis	Bacterial_meningitis.yaml	progression	2																																				Rapid bacterial replication in cerebrospinal fluid where innate defenses are limited. CSF has markedly low complement concentrations, enabling rapid pathogen expansion.				CSF Proliferation																		"{""notes"": ""Rapid bacterial replication in cerebrospinal fluid where innate defenses are limited. CSF has markedly low complement concentrations, enabling rapid pathogen expansion."", ""phase"": ""CSF Proliferation""}"	{}	"{""evidence"": [{""explanation"": ""Elevated CSF cytokines reflect heavy intrathecal bacterial load and immune activation consistent with rapid CSF proliferation."", ""reference"": ""PMID:37544134"", ""snippet"": ""In patients with acute bacterial meningitis CSF levels of IL-6, IL-8, IL-10, and TNF-α are significantly increased than in serum."", ""supports"": ""SUPPORT""}], ""notes"": ""Rapid bacterial replication in cerebrospinal fluid where innate defenses are limited. CSF has markedly low complement concentrations, enabling rapid pathogen expansion."", ""phase"": ""CSF Proliferation""}"
954	39	Bacterial meningitis	Bacterial_meningitis.yaml	progression	3																																				Pattern recognition receptors (TLR2/TLR4) and inflammasomes (NLRP3) activate inflammatory cascades. Both canonical (caspase-1) and non-canonical (caspase-11) inflammasome pathways may be activated depending on pathogen.				Innate Immune Activation																		"{""notes"": ""Pattern recognition receptors (TLR2/TLR4) and inflammasomes (NLRP3) activate inflammatory cascades. Both canonical (caspase-1) and non-canonical (caspase-11) inflammasome pathways may be activated depending on pathogen."", ""phase"": ""Innate Immune Activation""}"	{}	"{""evidence"": [{""explanation"": ""Shows TLR-driven innate signaling and cytokine release after BBB breach."", ""reference"": ""PMID:39116800"", ""snippet"": ""after the disruption of the blood-brain barrier (BBB), these pathogens trigger several inflammatory pathways including Toll-Like Receptor (TLR) signaling... that lead to pro-inflammatory cascade and subsequent cytokine release including interleukine (IL)-1β, tumor necrosis factor(TNF)-α, IL-6, IL-8, chemokine (C-X-C motif) ligand 1 (CXCL1) along with other mediators, leading to neuroinflammation."", ""supports"": ""SUPPORT""}], ""notes"": ""Pattern recognition receptors (TLR2/TLR4) and inflammasomes (NLRP3) activate inflammatory cascades. Both canonical (caspase-1) and non-canonical (caspase-11) inflammasome pathways may be activated depending on pathogen."", ""phase"": ""Innate Immune Activation""}"
