disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
APL_PML_RARA,PML-RARA Fusion Oncogene Formation,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,,Split into: (1) Chromosomal Translocation t(15;17) — a genomic structural event; (2) PML-RARA Fusion Protein Aberrant Molecular Activity — the altered corepressor recruitment and subnuclear localization of the fusion protein,"The node's primary claim concerns the aberrant molecular properties of the fusion protein (enhanced corepressor recruitment, altered DNA-binding) placing it at molecular scale, though the translocation event itself is closer to a genomic state than an ongoing process."
APL_PML_RARA,Transcriptional Repression of Differentiation Genes,MOLECULAR_ACTIVITY,5,,,,PML-RARA recruiting corepressor complexes (NCoR/SMRT/HDACs) at retinoic acid response elements and silencing target genes is a canonical molecular-scale transcription factor activity.
APL_PML_RARA,PML Nuclear Body Disruption,CELLULAR_PROCESS,4,MOLECULAR_ACTIVITY,,,Disruption of PML nuclear bodies into a microspeckled pattern and impairment of PML tumor-suppressor organelle function is a cell-intrinsic subcellular organizational process.
APL_PML_RARA,Impaired Tumor Suppression,CELLULAR_PROCESS,4,MOLECULAR_ACTIVITY,,,Loss of p53-mediated senescence and apoptosis due to disrupted PML nuclear bodies is a cell-intrinsic process (apoptosis/senescence) operating at the single-cell level in leukemic promyelocytes.
APL_PML_RARA,Promyelocyte Accumulation,TISSUE_PROCESS,4,CELLULAR_PROCESS,,,Clonal expansion and accumulation of abnormal promyelocytes in bone marrow and peripheral blood is a tissue-scale phenomenon involving a specific anatomical compartment (bone marrow).
APL_PML_RARA,Coagulopathy,ORGANISM_PROCESS,5,,,,Disseminated intravascular coagulation and hyperfibrinolysis driven by promyelocyte granule release is a systemic whole-body coagulation cascade disruption spanning the entire vascular compartment.
APL_PML_RARA,Differentiation Syndrome Cytokine Storm,ORGANISM_PROCESS,4,TISSUE_PROCESS,,,"Cytokine-driven capillary leak producing respiratory distress, fever, edema, hypotension, and acute kidney injury across multiple organ systems constitutes a systemic inflammatory organism-level process."
Blau_Syndrome,NOD2 Gain-of-Function Activation,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,,"Constitutive NOD2 signaling with sustained NF-kB activation is a protein-interaction-scale molecular activity occurring within macrophages, making the primary claim molecular rather than cellular."
Blau_Syndrome,Granulomatous Inflammation,TISSUE_PROCESS,5,,,,"Formation of non-caseating epithelioid granulomas with multinucleated giant cells causing tissue damage in joints, skin, and uveal tract is a prototypical tissue-level process."
Blau_Syndrome,Joint Destruction,TISSUE_PROCESS,5,,,,"Granulomatous synovitis leading to progressive polyarthritis with synovial swelling, range-of-motion loss, and structural joint destruction is a tissue/organ-level pathological process."
Blau_Syndrome,Ocular Inflammation,TISSUE_PROCESS,5,,,,"Granulomatous panuveitis within the uveal tract of the eye, threatening vision through local tissue damage and secondary complications (cataracts, glaucoma), is a tissue/organ-level inflammatory process."
Blau_Syndrome,Cutaneous Granulomatosis,TISSUE_PROCESS,5,,,,Symmetric non-caseating granuloma formation in the dermis producing the characteristic papular rash is a tissue-level inflammatory/granulomatous process in a specific anatomical structure.
Blau_Syndrome,Visceral and Vascular Involvement,TISSUE_PROCESS,3,ORGANISM_PROCESS,,Split into separate nodes for each affected system: (1) Hepatic/Renal/Pulmonary Visceral Granulomatosis; (2) Granulomatous Vasculitis — each is a distinct tissue-level process in a different organ,"The node bundles distinct organ-specific granulomatous pathologies (liver, kidney, lung, vasculature) that co-occur rather than describing a single coordinated systemic mechanism, placing it closer to TISSUE_PROCESS but warranting a split."
Ayme-Gripp_Syndrome,Impaired GSK3-mediated MAF phosphorylation,MOLECULAR_ACTIVITY,5,,,,Disruption of GSK3 phosphorylation motifs in the MAF transactivation domain is an unambiguous molecular-scale kinase substrate modification defect.
Ayme-Gripp_Syndrome,Stabilized MAF protein and dysregulated transcriptional programs,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,Split into: (1) Impaired MAF Ubiquitination and Proteasomal Degradation — a protein turnover/stability state; (2) Dysregulated MAF Transcriptional Activity — the downstream gene-expression perturbation,"The node bundles two distinct molecular claims (protein stability/turnover and transcriptional dysregulation) but both operate at molecular scale, making MOLECULAR_ACTIVITY the clear primary kind."
Ayme-Gripp_Syndrome,"Multisystem developmental defects in lens, ear, brain, and growth",ORGANISM_PROCESS,4,TISSUE_PROCESS,,Split into organ-specific nodes: (1) Lens Development Defect (cataract); (2) Auditory System Development Defect; (3) Neurodevelopmental Impairment; (4) Growth Restriction — each as a distinct tissue/organ process,"Dysregulated MAF activity disrupting multiple independent developmental programs across lens, ear, brain, and growth constitutes a multi-system developmental syndrome best classified at the organism level, though a split into organ-specific tissue processes would improve atomicity."
Endometriosis,Ectopic Endometrial Tissue,TISSUE_PROCESS,2,CELLULAR_PROCESS,PATHOLOGICAL_STATE — the node describes a tissue entity and its ongoing state (ectopic growth + hormonal responsiveness) rather than a process step; the existing enum is process-centric and fits poorly,,"The node's core claim is that endometrial-like tissue exists ectopically and responds to hormonal cycling, which is more a persistent pathological state at tissue scale than a discrete process."
Endometriosis,Retrograde Menstruation,TISSUE_PROCESS,3,ORGANISM_PROCESS,,Split into: (1) Retrograde Menstrual Flow — the physical backward flow event through fallopian tubes into pelvic cavity (TISSUE_PROCESS); (2) Insufficient Immune Clearance of Refluxed Cells — the failure of peritoneal immune surveillance that allows implantation (CELLULAR_PROCESS).,"The node describes the mechanical flow of menstrual contents through anatomical structures, which is best placed at tissue/organ scale even though the pelvic cavity as a destination gives it a multi-structure character."
Endometriosis,Chronic Inflammation,TISSUE_PROCESS,5,,,,Elevated cytokines and prostaglandins driving chronic pelvic inflammation and adhesion formation is a prototypical tissue-level inflammatory process.
Endometriosis,Estrogen Dependence,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,,Split into: (1) Aromatase-PGE2 Autocrine Feedback Loop — the molecular aromatase/COX-2/PGE2 positive feedback circuit (MOLECULAR_ACTIVITY); (2) Progesterone Resistance — impaired progesterone receptor signaling causing failure of tissue regression (CELLULAR_PROCESS or MOLECULAR_ACTIVITY).,"The primary mechanistic claim is the aromatase-driven autocrine estrogen/PGE2 positive feedback loop in endometriotic stromal cells, which is a molecular-scale enzymatic and signaling activity."
Endometriosis,Immune Dysfunction,CELLULAR_PROCESS,3,TISSUE_PROCESS,,Split into: (1) NK Cell Cytotoxicity Impairment — ESC/macrophage crosstalk suppressing NK cell killing via IL-10 and TGF-beta (CELLULAR_PROCESS); (2) Peritoneal Macrophage Activation — increased macrophage numbers and activation state in peritoneal cavity (TISSUE_PROCESS); (3) T Cell Dysfunction — reduced T cell cytotoxicity enabling immune evasion (CELLULAR_PROCESS).,"The node bundles multiple cell-type-level immune dysfunctions (NK cells, macrophages, T cells) that individually are cellular-scale processes, making CELLULAR_PROCESS the primary kind despite the multi-cell-type scope."
Endometriosis,Hypoxia and Angiogenesis,TISSUE_PROCESS,3,MOLECULAR_ACTIVITY,,Split into: (1) HIF-1alpha Stabilization and VEGF Upregulation — molecular hypoxia-sensing pathway activation in lesion cells (MOLECULAR_ACTIVITY); (2) Lesion Neovascularization — angiogenic remodeling that supports ectopic lesion survival and growth (TISSUE_PROCESS).,"The dominant outcome described is tissue-level neovascularization supporting lesion growth, though a molecular pathway (HIF-1alpha/VEGF axis) is the proximate mechanism, making this a genuine scale-axis tie."
Endometriosis,Adhesion Formation,TISSUE_PROCESS,5,,,,Chronic inflammation producing fibrous adhesions that distort pelvic anatomy is a canonical tissue-level structural remodeling process.
Endometriosis,Lesion-Peritoneal Neuroangiogenesis,TISSUE_PROCESS,4,CELLULAR_PROCESS,,"Split into: (1) Nerve Fiber Recruitment into Lesions — neurogenesis and altered sensory/autonomic fiber distribution at lesion sites (TISSUE_PROCESS); (2) Vascular Remodeling — angiogenic restructuring of lesion vasculature (TISSUE_PROCESS). Both pieces are TISSUE_PROCESS, validating the bundle is scale-coherent but content-redundant with the Hypoxia and Angiogenesis node.","Structural remodeling of nerve and vascular architecture at the lesion-peritoneum interface is a tissue-level process, with the cell-type annotation (nociceptors) adding cellular detail to a predominantly tissue-scale event."
Endometriosis,Peripheral Nociceptor Sensitization,CELLULAR_PROCESS,4,TISSUE_PROCESS,,Split into: (1) Prolactin-Receptor Nociceptor Sensitization — prolactin/PRLR signaling pathway lowering nociceptor thresholds (MOLECULAR_ACTIVITY or CELLULAR_PROCESS); (2) Neurotrophin-Mediated Pain Amplification — BDNF and neurotrophin signaling amplifying nociceptive neuron excitability (MOLECULAR_ACTIVITY or CELLULAR_PROCESS). Both pieces remain at cellular scale.,"Sensitization of individual pelvic nociceptive neurons by soluble mediators is a cell-intrinsic signaling process, making CELLULAR_PROCESS the best fit despite the tissue-context delivery of mediators."
