disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Familial_Hypercholesterolemia,LDLR Functional Defect,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,,"The node centers on how LDLR variants impair specific receptor molecular functions (synthesis, trafficking, ligand binding, internalization, recycling) — these are molecular-scale activities of a gene product, though the hepatocyte cell context is also prominent."
Familial_Hypercholesterolemia,APOB-LDLR Binding Defect,MOLECULAR_ACTIVITY,5,,,,The node describes a specific molecular interaction failure — APOB variants impairing binding of LDL particles to the LDLR — which is squarely a molecular-scale protein-ligand interaction defect.
Familial_Hypercholesterolemia,PCSK9 Gain-of-Function,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,"Split into: (1) PCSK9 GoF genetic variant as a molecular-activity node; (2) PCSK9-Mediated LDLR Degradation as the mechanistic consequence — though this split is partly redundant with the existing downstream node.","The node's primary claim is a gain-of-function molecular activity of PCSK9 that accelerates LDLR removal, which is molecular-scale; however, the downstream effect on receptor trafficking adds a cellular-process dimension."
Familial_Hypercholesterolemia,LDLRAP1-Related LDL Uptake Defect,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,,"The node describes defective clathrin-mediated endocytosis of the LDLR-LDL complex due to loss of the adaptor protein LDLRAP1 — primarily a molecular/protein-interaction defect, though receptor-mediated endocytosis straddles molecular and cellular scales."
Familial_Hypercholesterolemia,APOE-Related Lipoprotein Clearance Defect,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,,"Could be split into: (1) APOE variant molecular binding defect; (2) impaired receptor-mediated hepatic clearance as a cellular process.","The node frames an APOE variant disrupting lipoprotein clearance — the primary mechanism is a molecular-scale binding/interaction defect between apoE and its receptors, but the clearance process occurs in hepatocytes making a cellular-process reading plausible."
Familial_Hypercholesterolemia,PCSK9-Mediated LDLR Degradation,CELLULAR_PROCESS,4,MOLECULAR_ACTIVITY,,,"The node describes accelerated post-endocytic degradation of mature LDLR within hepatocytes — this is an intracellular trafficking and degradation process happening inside individual cells, placing it at the cellular-process scale rather than purely molecular."
Familial_Hypercholesterolemia,Reduced Hepatic LDL Clearance,CELLULAR_PROCESS,4,TISSUE_PROCESS,,,"The node describes impaired uptake and lysosomal processing of LDL particles by hepatocytes — a cell-intrinsic process of receptor-mediated endocytosis and intracellular catabolism, though the liver as organ gives it a slight tissue-process flavor."
Familial_Hypercholesterolemia,Elevated Circulating LDL Cholesterol,ORGANISM_PROCESS,3,TISSUE_PROCESS,,"MOLECULAR_STATE — this node describes a persistent chemical state (elevated circulating LDL-C) rather than a biological process at any scale; it is the systemic biochemical consequence of impaired clearance.","The node describes lifelong systemic elevation of a circulating molecule — this is a whole-body metabolic state rather than a process at tissue or cellular level, making ORGANISM_PROCESS the closest fit, though the node is more a state than a process."
Familial_Hypercholesterolemia,Oxidized LDL Infiltration of Arterial Intima,TISSUE_PROCESS,5,,,,The node describes lipid retention and accumulation within a specific anatomical structure (tunica intima) — a process defined by its tissue location and the physical infiltration of oxidized LDL into the arterial wall.
Familial_Hypercholesterolemia,Macrophage Recruitment to Arterial Intima,TISSUE_PROCESS,4,CELLULAR_PROCESS,,,"The node describes inflammatory immune cell recruitment to the arterial intima — a tissue-level inflammatory process driven by chemokine signaling in the vessel wall, though the cellular actors (macrophages, endothelial cells) could push toward CELLULAR_PROCESS."
Familial_Hypercholesterolemia,Macrophage-Derived Foam Cell Formation,CELLULAR_PROCESS,5,,,,The node describes macrophage differentiation into foam cells through intracellular lipid accumulation — a canonical cell-intrinsic differentiation process involving scavenger receptor-mediated lipid uptake within individual cells.
Familial_Hypercholesterolemia,Atherosclerotic Plaque Development,TISSUE_PROCESS,5,,,,The node describes progressive structural remodeling of the arterial wall through lipid retention and inflammation culminating in plaque — a defining tissue-level pathological process.
