disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Phenylketonuria,Biallelic PAH Pathogenic Variant Burden,MOLECULAR,5,,,,State of carrying biallelic loss-of-function PAH variants; substrate is the gene/allele pair — a molecular-scale genetic state.
Phenylketonuria,Near-Complete PAH Activity Loss,MOLECULAR,5,,,,Persistent molecular state of enzyme activity near zero; substrate is the PAH protein/catalytic function — molecular scale.
Phenylketonuria,Residual PAH Activity and BH4 Responsiveness,MOLECULAR,5,,,,Partial residual enzyme activity and pharmacological cofactor responsiveness — molecular-scale functional state of a specific enzyme.
Phenylketonuria,Hepatic PAH Enzyme Deficiency,MOLECULAR,4,CELLULAR,,,"Describes the deficient enzymatic activity of PAH in hepatocytes; primary substrate is the enzyme molecule, though the hepatocyte cellular context is mentioned — strongly MOLECULAR with a cellular setting."
Phenylketonuria,Hyperphenylalaninemia,ORGANISM,5,,,,Chronic systemic elevation of a small molecule in blood and tissues — a whole-organism metabolic state spanning blood and multiple compartments.
Phenylketonuria,Protein Insufficiency During Dietary Therapy,ORGANISM,4,MOLECULAR,,,"Inadequate whole-body protein nutritional status (reflected by plasma prealbumin) driving impaired linear growth; systemic nutritional state — ORGANISM, with some molecular-biomarker flavor."
Phenylketonuria,Reduced Bone Mineral Density in PKU,TISSUE,5,,,,Decreased mineral density in bone tissue — a tissue-scale structural state of an anatomical material.
Phenylketonuria,Maternal Hyperphenylalaninemia Teratogenicity,ORGANISM,5,,,,Systemic elevated maternal phenylalanine creating a whole-organism teratogenic exposure environment affecting the developing fetus — organism-scale.
Phenylketonuria,Relative Tyrosine Deficiency,MOLECULAR,5,,,,Reduced systemic availability of a specific amino acid (small molecule) due to blocked enzymatic conversion — a molecular-scale metabolite state.
Phenylketonuria,Competitive Large Neutral Amino Acid Transport at the Blood-Brain Barrier,MOLECULAR,4,TISSUE,,,"Competitive transport of small molecules (LNAAs) through a transporter protein complex at the BBB — primarily a molecular-scale process (transporter competition); TISSUE is a second choice given the anatomical barrier context."
Phenylketonuria,Reduced Serotonin Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic reaction producing a small-molecule neurotransmitter — molecular-scale metabolic process.
Phenylketonuria,Reduced Dopamine Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic reaction producing a small-molecule neurotransmitter — molecular-scale metabolic process.
Phenylketonuria,Brain Phenylalanine Toxicity,TISSUE,4,ORGANISM,,,"Toxic effects of phenylalanine accumulation localized to the brain tissue, perturbing CNS development and function — TISSUE (brain as organ); ORGANISM is second choice because systemic Phe drives it."
Phenylketonuria,White Matter and Subcortical Structural Injury,TISSUE,5,,,,Persistent structural lesion in a specific CNS anatomical compartment (white matter / subcortical grey) — tissue-scale structural state.
Phenylketonuria,Neurocognitive Dysfunction,ORGANISM,4,TISSUE,,,"Global cognitive and behavioral impairment spanning multiple CNS domains and manifesting systemically in the organism's function; ORGANISM; TISSUE is second choice because the immediate substrate is brain."
Phenylketonuria,Impaired Melanin Biosynthesis,MOLECULAR,5,,,,Decreased rate of a specific biosynthetic process producing a small molecule (melanin) — molecular-scale biochemical state.
Phenylketonuria,Phenylketone Accumulation,MOLECULAR,5,,,,Accumulation of specific small-molecule metabolites (phenylpyruvate and related phenylketones) from overflow phenylalanine catabolism — molecular-scale metabolite state.
