disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Phenylketonuria,Biallelic PAH Pathogenic Variant Burden,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,"GENETIC_STATE — describes a genetic variant burden (a state of the genome) rather than an ongoing molecular activity or process; the enum is process-centric but this node is fundamentally about genotype severity stratification","Split into: (1) PAH loss-of-function variant burden as a genetic state; (2) downstream graded reduction of phenylalanine hydroxylase activity as a molecular process","The node's core claim is that biallelic PAH variant combinations determine residual enzyme activity level, which sits at the borderline between a genomic state and its immediate molecular consequence."
Phenylketonuria,Near-Complete PAH Activity Loss,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,"Split into: (1) severe genotype → complete PAH enzyme loss (molecular state); (2) consequent abolition of L-phenylalanine catabolism (molecular process)","Loss of phenylalanine 4-monooxygenase activity is a molecular-scale enzymatic deficiency in hepatocytes, making MOLECULAR_ACTIVITY the best fit despite the node blending a state with a process."
Phenylketonuria,Residual PAH Activity and BH4 Responsiveness,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,"GENETIC_STATE — describes a pharmacogenomic state (residual enzyme activity enabling BH4 response) rather than a process per se","Split into: (1) partial PAH enzyme activity (molecular state); (2) BH4-mediated pharmacological activation of residual PAH (molecular process)","Residual enzyme activity and BH4 responsiveness are both molecular-scale phenomena, but the node bundles a baseline enzymatic state with a pharmacodynamic response, creating a weak fit to any single process kind."
Phenylketonuria,Hepatic PAH Enzyme Deficiency,MOLECULAR_ACTIVITY,4,CELLULAR_PROCESS,,"Split into: (1) reduced phenylalanine 4-monooxygenase activity in hepatocytes (molecular process); (2) impaired L-phenylalanine catabolic process as the cellular-process consequence","The primary claim is enzyme-level loss of PAH catalytic activity in hepatocytes, anchored by molecular_functions GO:0004505 and biological_processes GO:0006559, placing it clearly at the molecular scale."
Phenylketonuria,Hyperphenylalaninemia,ORGANISM_PROCESS,3,CELLULAR_PROCESS,,"Split into: (1) blood/tissue phenylalanine accumulation as a systemic biochemical state; (2) downstream multi-organ distribution of excess Phe (brain, BBB, skin, bone)","Elevated phenylalanine accumulating across blood and tissues is a systemic metabolic state spanning the whole organism, though the node also encodes many downstream edges that span different scales."
Phenylketonuria,Protein Insufficiency During Dietary Therapy,ORGANISM_PROCESS,4,TISSUE_PROCESS,,"Split into: (1) protein insufficiency as a nutritional/systemic state; (2) linear growth impairment as a tissue/organism-level consequence","Inadequate protein status during phenylalanine-restricted therapy manifests systemically (low plasma prealbumin, impaired linear growth), with GO:0040015 (negative regulation of multicellular organism growth) confirming the organismal scale."
Phenylketonuria,Reduced Bone Mineral Density in PKU,TISSUE_PROCESS,5,,,,Decreased bone mineralization (GO:0030282) in an anatomical structure (bone) is a prototypical tissue-level process affecting the mineral composition of skeletal tissue.
Phenylketonuria,Maternal Hyperphenylalaninemia Teratogenicity,ORGANISM_PROCESS,4,TISSUE_PROCESS,,"Split into: (1) elevated maternal phenylalanine as a systemic state in the mother; (2) fetal teratogenic exposure causing cardiac malformations (developmental tissue process)","Maternal hyperphenylalaninemia creates a systemic teratogenic environment affecting the developing organism (fetus), with multi-organ congenital outcomes that constitute a whole-organism developmental insult."
Phenylketonuria,Relative Tyrosine Deficiency,MOLECULAR_ACTIVITY,3,ORGANISM_PROCESS,,"Split into: (1) reduced PAH-mediated phenylalanine-to-tyrosine conversion (molecular process); (2) systemic tyrosine deficiency affecting multiple downstream biosynthetic pathways (melanin, catecholamines)","The node's primary claim is impaired enzymatic conversion reducing tyrosine output (molecular scale), but its many downstream targets (melanin, dopamine, blood tyrosine) span organismal scales."
Phenylketonuria,Competitive Large Neutral Amino Acid Transport at the Blood-Brain Barrier,TISSUE_PROCESS,4,MOLECULAR_ACTIVITY,,"Split into: (1) competitive LNAA transporter kinetics at the BBB (molecular process); (2) net tissue-level amino acid imbalance across the blood-brain barrier (tissue process)","The biological process (GO:0015804 neutral amino acid transport) operates molecularly at transporter proteins, but the node is explicitly localized to the blood-brain barrier (UBERON:0000120) as an anatomical structure, placing the net phenomenon at the tissue/organ boundary scale."
