disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Familial_Hypercholesterolemia,LDLR Functional Defect,MOLECULAR,5,CELLULAR,,,"Node describes a specific protein (LDLR) with reduced synthesis, trafficking, ligand-binding, internalization, or recycling — all molecular-scale activities of a single gene product; the substrate is the receptor molecule."
Familial_Hypercholesterolemia,APOB-LDLR Binding Defect,MOLECULAR,5,,,,"Node describes a protein–protein binding failure between apoB-100 and the LDL receptor — a molecular interaction defect; substrate is the APOB protein and its receptor-binding domain."
Familial_Hypercholesterolemia,PCSK9 Gain-of-Function,MOLECULAR,5,CELLULAR,,,"Gain-of-function variants in the PCSK9 gene produce excess PCSK9 protein activity — a molecular-scale enzymatic/regulatory gain; the primary substrate is the PCSK9 protein and its variant burden."
Familial_Hypercholesterolemia,LDLRAP1-Related LDL Uptake Defect,MOLECULAR,5,CELLULAR,,,"Biallelic LDLRAP1 variants disrupt the adaptor protein required for clathrin-mediated endocytosis — a molecular defect in an endocytic adaptor protein; substrate is the LDLRAP1 protein."
Familial_Hypercholesterolemia,APOE-Related Lipoprotein Clearance Defect,MOLECULAR,4,CELLULAR,,,"Rare APOE variants alter the ligand-receptor binding capacity of apoE — a molecular defect at the lipoprotein-protein level; some cellular/hepatocyte framing makes CELLULAR a secondary option."
Familial_Hypercholesterolemia,PCSK9-Mediated LDLR Degradation,CELLULAR,4,MOLECULAR,,,"Excess PCSK9 protein drives post-endocytic lysosomal degradation of mature LDLR within hepatocytes — the key substrate is the hepatocyte and its receptor recycling machinery; the intracellular trafficking process is cell-intrinsic."
Familial_Hypercholesterolemia,Reduced Hepatic LDL Clearance,CELLULAR,4,TISSUE,,,"Describes a sustained impairment of receptor-mediated LDL uptake and lysosomal processing within hepatocytes — the substrate is the hepatocyte cell type and its endocytic function; the liver location gives TISSUE as a real second choice."
Familial_Hypercholesterolemia,Elevated Circulating LDL Cholesterol,ORGANISM,5,,,,"Lifelong elevation of a metabolite in the bloodstream is a systemic/whole-body chemical state — the substrate is the circulating plasma compartment spanning the whole organism, analogous to hyperphenylalaninemia."
Familial_Hypercholesterolemia,Oxidized LDL Infiltration of Arterial Intima,TISSUE,5,,,,"LDL infiltration and oxidative modification within the tunica intima is a tissue-scale state; the substrate is the arterial intimal tissue where the lipid milieu is established."
Familial_Hypercholesterolemia,Macrophage Recruitment to Arterial Intima,TISSUE,4,CELLULAR,,,"Chemokine-mediated monocyte/macrophage trafficking into the intima is a tissue-level inflammatory process; though macrophages are the recruited cell type, the organizing substrate is the tissue compartment driving the recruitment."
Familial_Hypercholesterolemia,Macrophage-Derived Foam Cell Formation,CELLULAR,5,TISSUE,,,"Macrophages differentiating into foam cells via scavenger-receptor-mediated lipid accumulation is a cell-intrinsic differentiation process; the substrate is the macrophage cell and its intracellular lipid-handling state."
Familial_Hypercholesterolemia,Atherosclerotic Plaque Development,TISSUE,5,,,,"Formation and growth of atherosclerotic plaque is a structural tissue process in the arterial wall; the substrate is the tunica intima as an anatomical structure undergoing progressive remodeling."
Familial_Hypercholesterolemia,Premature Atherosclerotic Cardiovascular Disease,ORGANISM,4,TISSUE,,,"Multi-vascular-bed disease (coronary, cerebrovascular, peripheral) is a systemic/multi-organ phenotype; the substrate spans the whole organism rather than a single tissue, though TISSUE is a real second choice given its arterial focus."
Familial_Hypercholesterolemia,Extra-arterial Cholesterol Deposition,TISSUE,4,ORGANISM,,,"Cholesterol accumulation in tendons, skin, cornea, and valve tissue is a tissue-level state; multiple anatomical sites suggest split into site-specific nodes, though the grouping here is at the tissue substrate scale."
Familial_Hypercholesterolemia,Tendon and Cutaneous Cholesterol Deposition,TISSUE,5,,,"Consider splitting into 'Tendon Cholesterol Deposition' and 'Cutaneous Cholesterol Deposition' if finer tissue-site granularity is desired.","Cholesterol-rich lipid deposits accumulating in connective tissue (Achilles/hand tendons) and skin (cutaneous xanthomas, xanthelasma) are tissue-scale structural states; substrate is the connective tissue and skin as anatomical sites."
Familial_Hypercholesterolemia,Corneal Cholesterol Deposition,TISSUE,5,,,,"Peripheral corneal lipid deposition producing corneal arcus is a tissue-level structural state in a specific anatomical site (tunica cornea); substrate is the corneal tissue."
Familial_Hypercholesterolemia,Aortic Valve Lipid Deposition and Calcification,TISSUE,5,,,,"Lipid infiltration and fibrocalcific remodeling of the aortic valve leaflets is a tissue-level structural process/state in a specific anatomical structure; substrate is the aortic valve tissue."
