disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
Wilms_Tumor,WT1 Inactivation,MOLECULAR,5,,,,"WT1 is a transcription factor gene; the node describes biallelic loss-of-function of a specific genetic element — a molecular state."
Wilms_Tumor,WTX (AMER1) Inactivation,MOLECULAR,5,,,,"AMER1/WTX inactivation disrupts a protein component of the beta-catenin destruction complex; the substrate is the gene/protein and its molecular signaling role."
Wilms_Tumor,CTNNB1 Activating Mutation,MOLECULAR,5,,,,"Exon-3 mutations in CTNNB1 stabilize the beta-catenin protein; the substrate is the gene and its encoded protein — a molecular gain-of-function state."
Wilms_Tumor,Canonical Wnt Signaling Hyperactivation,CELLULAR,3,MOLECULAR,,,"The node emphasizes nephrogenic zone cells sustained in a Wnt-activated developmental state; per v2 guidance 'a cell is in a Wnt-hyperactivated state' leans CELLULAR, though the signaling cascade itself is molecular."
Wilms_Tumor,Blocked Nephron Differentiation,CELLULAR,4,,,,"Nephrogenic rests (cell populations) fail terminal differentiation — a cellular state of arrested development; substrate is the cell/progenitor population."
Wilms_Tumor,IGF2 Loss of Imprinting,MOLECULAR,5,,,,"Loss of imprinting at 11p15 is an epigenetic change at the gene locus causing biallelic IGF2 expression — a molecular (epigenomic) state with a gene as substrate."
Wilms_Tumor,MicroRNA Processing Defect,MOLECULAR,5,,,,"DROSHA/DICER1 mutations impair miRNA biogenesis machinery; the substrate is the RNA-processing enzymatic complex — a molecular functional deficiency."
Wilms_Tumor,Nephron Progenitor Self-Renewal,CELLULAR,3,MOLECULAR,,,"SIX1/SIX2 mutations reinforce the progenitor transcriptional program sustaining a self-renewing cell population; the dominant description is a cell-population locked in an embryonal identity, though TF activity is the proximate mechanism."
Wilms_Tumor,Persistent Blastemal Progenitor State,CELLULAR,5,,,,"Multiple drivers converge on persistence of embryonal renal blastemal cells in a high-proliferative undifferentiated state — the canonical v2 example of a CELLULAR state; substrate is the cell population."
Wilms_Tumor,Wilms Tumor Outgrowth,TISSUE,5,,,,"Embryonal progenitors expand into nephroblastoma in the kidney; the substrate is a tissue/organ and the process is neoplastic outgrowth — a TISSUE-scale process by v2 definition."
Wilms_Tumor,TP53-Deficient Anaplastic Progression,MOLECULAR,4,CELLULAR,,,"TP53 dysfunction is a gene-level lesion impairing DNA repair and apoptosis; the primary substrate is the gene and its molecular surveillance role, though the consequence is tumor-cell progression."
