disorder,node_name,primary_kind,confidence,second_choice_kind,proposes_new_kind,split_suggestion,reasoning
APL_PML_RARA,PML-RARA Fusion Oncogene Formation,MOLECULAR_ACTIVITY,2,CELLULAR_PROCESS,"MOLECULAR_LESION / VARIANT_EVENT — describes existence of an aberrant fusion protein from a translocation, not a process","yes — separate (a) the t(15;17) translocation event / fusion existence from (b) the aberrant activity of the fusion protein",describes formation of an oncogenic fusion protein; not cleanly a process at any of the 4 scales
APL_PML_RARA,Transcriptional Repression of Differentiation Genes,MOLECULAR_ACTIVITY,4,,,,transcriptional repression via corepressor recruitment is a molecular-scale activity even though its consequence (differentiation block) is cellular
APL_PML_RARA,PML Nuclear Body Disruption,CELLULAR_PROCESS,3,MOLECULAR_ACTIVITY,SUBCELLULAR_STRUCTURAL_STATE — disruption of nuclear bodies is structural at subcellular scale,,disruption of a subcellular organelle structure doesn't cleanly fit a process scale
APL_PML_RARA,Impaired Tumor Suppression,CELLULAR_PROCESS,4,,,,impairment of cell-intrinsic tumor suppression (apoptosis / senescence / checkpoint) is cellular-scale
APL_PML_RARA,Promyelocyte Accumulation,TISSUE_PROCESS,3,CELLULAR_PROCESS,CELL_POPULATION_STATE — accumulation of a cell type is more a state than a process,,accumulation of a cell type in bone marrow is best read at tissue scale (cellular composition of an organ)
APL_PML_RARA,Coagulopathy,ORGANISM_PROCESS,4,,,,disseminated intravascular coagulation is systemic / multi-organ
APL_PML_RARA,Differentiation Syndrome Cytokine Storm,ORGANISM_PROCESS,4,,,,systemic cytokine storm with multi-organ involvement is whole-organism scale
Blau_Syndrome,NOD2 Gain-of-Function Activation,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,,,describes NOD2 constitutive activation and downstream NF-kB signaling; molecular-scale signaling activity in macrophages
Blau_Syndrome,Granulomatous Inflammation,TISSUE_PROCESS,5,,,,granuloma formation is a tissue-level inflammatory structural process
Blau_Syndrome,Joint Destruction,TISSUE_PROCESS,4,,,,synovial inflammation and joint architecture destruction at tissue/anatomical scale
Blau_Syndrome,Ocular Inflammation,TISSUE_PROCESS,5,,,,uveitis is tissue-level inflammation of the uveal tract
Blau_Syndrome,Cutaneous Granulomatosis,TISSUE_PROCESS,5,,,,granulomatous dermatitis is tissue-level in skin
Blau_Syndrome,Visceral and Vascular Involvement,ORGANISM_PROCESS,2,TISSUE_PROCESS,,"yes — split per organ: interstitial lung disease, hepatic involvement, renal involvement, vasculitis",bundles multi-organ involvement; better expressed as separate per-organ tissue processes
Ayme-Gripp_Syndrome,Impaired GSK3-mediated MAF phosphorylation,MOLECULAR_ACTIVITY,5,,,,GSK3 phosphorylation of MAF is a kinase-substrate molecular activity here impaired by variant
Ayme-Gripp_Syndrome,Stabilized MAF protein and dysregulated transcriptional programs,MOLECULAR_ACTIVITY,3,CELLULAR_PROCESS,,"yes — separate (a) MAF protein stabilization from ubiquitination failure from (b) downstream aberrant transcriptional programs",bundles molecular protein-stability change with downstream transcriptional dysregulation
Ayme-Gripp_Syndrome,"Multisystem developmental defects in lens, ear, brain, and growth",ORGANISM_PROCESS,2,TISSUE_PROCESS,STRUCTURAL_ABNORMALITY / DEVELOPMENTAL_DEFECT — these are malformation outcomes not processes,"yes — split per affected organ: lens (cataract), ear (hearing loss), brain (developmental delay), skull/growth (cranial dysmorphism)",bundles multiple developmental malformations across organs; better read as separate tissue/structural outcomes
