assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
67	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	environmental	0	None Applicable																																																									"{""name"": ""None Applicable""}"	{}	"{""evidence"": [{""explanation"": ""The statement that ATTR amyloidosis is 'None Applicable' is incorrect as it is associated with specific conditions such as familial amyloid polyneuropathy."", ""reference"": ""PMID:21463231"", ""snippet"": ""Transthyretin (TTR) Val30Met-associated familial amyloid polyneuropathy (FAP ATTR Val30Met) is the most common form of FAP."", ""supports"": ""WRONG_STATEMENT""}, {""explanation"": ""The statement 'None Applicable' is incorrect because ATTR amyloidosis is a recognized condition included in the Cardiac Amyloidosis Registry Study."", ""reference"": ""PMID:37907148"", ""snippet"": ""CARS (Cardiac Amyloidosis Registry Study) is a multicenter registry established in 2019 that includes patients with transthyretin (ATTR, wild-type and variant) and light chain (AL) cardiac amyloidosis (CA)."", ""supports"": ""WRONG_STATEMENT""}], ""name"": ""None Applicable""}"
131	7	Achoo Syndrome	Achoo_Syndrome.yaml	environmental	0	Bright Light Exposure	Sudden exposure to bright light, particularly sunlight, is the triggering stimulus. The reflex habituates with sustained exposure.																																		Intensity, spectral composition, duration, and timing are potentially important stimulus parameters but systematic studies are lacking.																						"{""description"": ""Sudden exposure to bright light, particularly sunlight, is the triggering stimulus. The reflex habituates with sustained exposure."", ""name"": ""Bright Light Exposure"", ""notes"": ""Intensity, spectral composition, duration, and timing are potentially important stimulus parameters but systematic studies are lacking.""}"	{}	"{""description"": ""Sudden exposure to bright light, particularly sunlight, is the triggering stimulus. The reflex habituates with sustained exposure."", ""evidence"": [{""explanation"": ""Light is the essential triggering environmental factor."", ""reference"": ""PMID:31287245"", ""snippet"": ""Photic sneeze syndrome (PSS) is a condition that causes sneezing when the eye is exposed to sudden bright light."", ""supports"": ""SUPPORT""}], ""name"": ""Bright Light Exposure"", ""notes"": ""Intensity, spectral composition, duration, and timing are potentially important stimulus parameters but systematic studies are lacking.""}"
162	8	Acne Vulgaris	Acne_Vulgaris.yaml	environmental	0	Diet	"High glycemic index foods and dairy products have been associated with acne severity, possibly through effects on insulin/IGF-1 signaling and hormonal modulation.
"																																																								"{""description"": ""High glycemic index foods and dairy products have been associated with acne severity, possibly through effects on insulin/IGF-1 signaling and hormonal modulation.\n"", ""name"": ""Diet""}"	{}	"{""description"": ""High glycemic index foods and dairy products have been associated with acne severity, possibly through effects on insulin/IGF-1 signaling and hormonal modulation.\n"", ""evidence"": [{""explanation"": ""This review provides evidence for the association between high glycemic load diets and acne severity."", ""reference"": ""PMID:32748305"", ""snippet"": ""Several studies have evaluated the significance of the glycemic index of various foods and glycemic load in patients with acne, demonstrating individuals with acne who consume diets with a low glycemic load have reduced acne lesions compared with individuals on high glycemic load diets."", ""supports"": ""SUPPORT""}, {""explanation"": ""The paper describes the mechanism by which dairy consumption may influence acne through insulinotropic effects."", ""reference"": ""PMID:32748305"", ""snippet"": ""Dairy has also been a focus of study regarding dietary influences on acne; whey proteins responsible for the insulinotropic effects of milk may contribute more to acne development than the actual fat or dairy content."", ""supports"": ""SUPPORT""}], ""name"": ""Diet""}"
163	8	Acne Vulgaris	Acne_Vulgaris.yaml	environmental	1	Stress	"Psychological stress can exacerbate acne through effects on the hypothalamic-pituitary-adrenal axis and increased sebum production.
"																																																								"{""description"": ""Psychological stress can exacerbate acne through effects on the hypothalamic-pituitary-adrenal axis and increased sebum production.\n"", ""name"": ""Stress""}"	{}	"{""description"": ""Psychological stress can exacerbate acne through effects on the hypothalamic-pituitary-adrenal axis and increased sebum production.\n"", ""evidence"": [{""explanation"": ""This review examines the link between psychological stress and acne exacerbation."", ""reference"": ""PMID:28871928"", ""snippet"": ""Even though emotional stress has long been suspected to trigger or exacerbate acne, its influence on acne severity has been mostly underestimated until recently when studies have brought new data about the different mechanisms and possible factors involved in this interaction."", ""supports"": ""SUPPORT""}, {""explanation"": ""The paper describes neurogenic mechanisms linking stress to acne pathogenesis."", ""reference"": ""PMID:28871928"", ""snippet"": ""The basis for the association between emotional stress and the onset or exacerbation of acne is in several cutaneous neurogenic factors which interact with a pathogenic cascade in acne."", ""supports"": ""SUPPORT""}], ""name"": ""Stress""}"
164	8	Acne Vulgaris	Acne_Vulgaris.yaml	environmental	2	Air pollution and climate stressors	"Repeated exposure to rising pollutant levels and climate-related environmental changes is associated with acne burden.
"																																																								"{""description"": ""Repeated exposure to rising pollutant levels and climate-related environmental changes is associated with acne burden.\n"", ""name"": ""Air pollution and climate stressors""}"	{}	"{""description"": ""Repeated exposure to rising pollutant levels and climate-related environmental changes is associated with acne burden.\n"", ""evidence"": [{""explanation"": ""This review links acne vulgaris with pollutant exposure among climate-sensitive skin conditions."", ""reference"": ""PMID:41464454"", ""snippet"": ""Psoriasis, acne vulgaris, atopic dermatitis, photoaging, melasma, and skin cancers have been associated with repeated exposure to rising levels of pollutants."", ""supports"": ""SUPPORT""}], ""name"": ""Air pollution and climate stressors""}"
243	10	Addison's Disease	Addisons_Disease.yaml	environmental	0	Infections																																			Tuberculosis and other infections can cause adrenal damage leading to Addison’s disease																						"{""name"": ""Infections"", ""notes"": ""Tuberculosis and other infections can cause adrenal damage leading to Addison’s disease""}"	{}	"{""evidence"": [{""explanation"": ""The reference mentions tuberculosis as a possible cause of Addison's disease, supporting the statement that infections can lead to this condition."", ""reference"": ""PMID:1946105"", ""snippet"": ""In most cases, autoimmune destruction of the adrenal cortex is the cause of Addison's disease; however, as in the patient described here, tuberculosis is a possible cause."", ""supports"": ""SUPPORT""}, {""explanation"": ""While this reference discusses viral infections as a potential environmental factor for autoimmune Addison's disease, it does not confirm the role of infections in general."", ""reference"": ""PMID:30144040"", ""snippet"": ""AAD is thought to be caused by an unfortunate combination of genetic and environmental factors. ... A major environmental factor commonly proposed for autoimmune diseases ... is viral infections."", ""supports"": ""PARTIAL""}, {""explanation"": ""This reference supports the statement by showing that histoplasmosis, an infection, caused Addison's disease in a patient with a history of tuberculosis."", ""reference"": ""PMID:35345086"", ""snippet"": ""Addison's disease due to histoplasmosis of bilateral adrenal glands in a previously treated extrapulmonary tuberculosis case."", ""supports"": ""SUPPORT""}, {""explanation"": ""The reference clearly states that infections, including tuberculosis, are major causes of Addison's disease, supporting the statement."", ""reference"": ""PMID:36274124"", ""snippet"": ""It is known that infection is one of main causes of Addison's disease. Among various infections, tuberculous infection accounts for the majority of them."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the statement by indicating that tuberculosis should be considered a potential cause of primary adrenal insufficiency, which is synonymous with Addison's disease."", ""reference"": ""PMID:15251839"", ""snippet"": ""In a patient from a country where tuberculosis is endemic, tuberculosis should be considered in the differential diagnosis when primary adrenal insufficiency is detected, especially in association with enlarged or calcified adrenal glands."", ""supports"": ""SUPPORT""}], ""exposure_term"": {""preferred_term"": ""Infectious agent exposure"", ""term"": {""id"": ""ECTO:3000000"", ""label"": ""exposure to organism""}}, ""name"": ""Infections"", ""notes"": ""Tuberculosis and other infections can cause adrenal damage leading to Addison’s disease""}"
309	12	Aflatoxin-Related Hepatocellular Carcinoma	Aflatoxin_Related_HCC.yaml	environmental	0	Aflatoxin B1 Exposure	Aflatoxin B1 (AFB1) is produced by Aspergillus flavus and A. parasiticus fungi that contaminate corn, peanuts, and other crops during storage in warm, humid conditions. After ingestion, AFB1 is metabolized in the liver to a highly reactive epoxide that forms DNA adducts, preferentially at the third position of codon 249 in TP53, causing the characteristic G>T transversion (R249S mutation).																																																								"{""description"": ""Aflatoxin B1 (AFB1) is produced by Aspergillus flavus and A. parasiticus fungi that contaminate corn, peanuts, and other crops during storage in warm, humid conditions. After ingestion, AFB1 is metabolized in the liver to a highly reactive epoxide that forms DNA adducts, preferentially at the third position of codon 249 in TP53, causing the characteristic G>T transversion (R249S mutation)."", ""name"": ""Aflatoxin B1 Exposure""}"	{}	"{""description"": ""Aflatoxin B1 (AFB1) is produced by Aspergillus flavus and A. parasiticus fungi that contaminate corn, peanuts, and other crops during storage in warm, humid conditions. After ingestion, AFB1 is metabolized in the liver to a highly reactive epoxide that forms DNA adducts, preferentially at the third position of codon 249 in TP53, causing the characteristic G>T transversion (R249S mutation)."", ""evidence"": [{""explanation"": ""This abstract identifies aflatoxin exposure as a major etiological factor for HCC, supporting the environmental risk described."", ""reference"": ""PMID:40863326"", ""snippet"": ""Exposure to aflatoxins, potent mycotoxins produced by Aspergillus fungi contaminating staple foods, and chronic hepatitis B virus (HBV) infection are major etiological factors, especially where they co-exist."", ""supports"": ""SUPPORT""}], ""exposure_term"": {""preferred_term"": ""exposure to aflatoxin"", ""term"": {""id"": ""ECTO:0001108"", ""label"": ""exposure to aflatoxin""}}, ""name"": ""Aflatoxin B1 Exposure""}"
334	13	Age-Related Macular Degeneration	Age_Related_Macular_Degeneration.yaml	environmental	0	Age																																			Primary risk factor, rare before 50																						"{""name"": ""Age"", ""notes"": ""Primary risk factor, rare before 50""}"	{}	"{""evidence"": [{""explanation"": ""Demonstrates the strong age-dependent increase in AMD incidence, with over 100-fold higher incidence in the oldest age groups."", ""reference"": ""PMID:38193957"", ""snippet"": ""The annual incidence of AMD ranges from 0.3 per 1000 in people who are aged 55 to 59 years to 36.7 per 1000 in people aged 90 years or older."", ""supports"": ""SUPPORT""}], ""name"": ""Age"", ""notes"": ""Primary risk factor, rare before 50""}"
335	13	Age-Related Macular Degeneration	Age_Related_Macular_Degeneration.yaml	environmental	1	Smoking																																			2-4x increased risk																						"{""name"": ""Smoking"", ""notes"": ""2-4x increased risk""}"	{}	"{""evidence"": [{""explanation"": ""Confirms smoking as a significant environmental risk factor for AMD based on long-term cohort studies."", ""reference"": ""PMID:38193957"", ""snippet"": ""Long-term prospective cohort studies show a significantly higher AMD incidence in people who smoke more than 20 cigarettes per day compared with people who never smoked."", ""supports"": ""SUPPORT""}], ""name"": ""Smoking"", ""notes"": ""2-4x increased risk""}"
336	13	Age-Related Macular Degeneration	Age_Related_Macular_Degeneration.yaml	environmental	2	Family History																																			Strong genetic component																						"{""name"": ""Family History"", ""notes"": ""Strong genetic component""}"	{}	"{""evidence"": [{""explanation"": ""Quantifies the strong genetic component of AMD, with heritability estimates showing that genetic factors account for approximately 71% of risk for late-stage disease."", ""reference"": ""PMID:38193957"", ""snippet"": ""The estimated heritability of late-stage AMD is approximately 71% (95% CI, 18%-88%)."", ""supports"": ""SUPPORT""}], ""name"": ""Family History"", ""notes"": ""Strong genetic component""}"
