descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
300	243	10	Addison's Disease	Addisons_Disease.yaml	environmental	0	Infections		exposure_term	exposure_term	$	Infections		Infectious agent exposure	ECTO:3000000	exposure to organism		"{""preferred_term"": ""Infectious agent exposure"", ""term"": {""id"": ""ECTO:3000000"", ""label"": ""exposure to organism""}}"																											
367	309	12	Aflatoxin-Related Hepatocellular Carcinoma	Aflatoxin_Related_HCC.yaml	environmental	0	Aflatoxin B1 Exposure	Aflatoxin B1 (AFB1) is produced by Aspergillus flavus and A. parasiticus fungi that contaminate corn, peanuts, and other crops during storage in warm, humid conditions. After ingestion, AFB1 is metabolized in the liver to a highly reactive epoxide that forms DNA adducts, preferentially at the third position of codon 249 in TP53, causing the characteristic G>T transversion (R249S mutation).	exposure_term	exposure_term	$	Aflatoxin B1 Exposure	Aflatoxin B1 (AFB1) is produced by Aspergillus flavus and A. parasiticus fungi that contaminate corn, peanuts, and other crops during storage in warm, humid conditions. After ingestion, AFB1 is metabolized in the liver to a highly reactive epoxide that forms DNA adducts, preferentially at the third position of codon 249 in TP53, causing the characteristic G>T transversion (R249S mutation).	exposure to aflatoxin	ECTO:0001108	exposure to aflatoxin		"{""preferred_term"": ""exposure to aflatoxin"", ""term"": {""id"": ""ECTO:0001108"", ""label"": ""exposure to aflatoxin""}}"																											
643	578	24	Antiphospholipid Syndrome	Antiphospholipid_Syndrome.yaml	environmental	0	Smoking		exposure_term	exposure_term	$	Smoking		Tobacco smoking exposure	ECTO:6000029	exposure to tobacco smoking		"{""preferred_term"": ""Tobacco smoking exposure"", ""term"": {""id"": ""ECTO:6000029"", ""label"": ""exposure to tobacco smoking""}}"																											
644	579	24	Antiphospholipid Syndrome	Antiphospholipid_Syndrome.yaml	environmental	1	Infection		exposure_term	exposure_term	$	Infection		Infectious agent exposure	ECTO:3000000	exposure to organism		"{""preferred_term"": ""Infectious agent exposure"", ""term"": {""id"": ""ECTO:3000000"", ""label"": ""exposure to organism""}}"																											
675	622	26	Aromatase Deficiency	Aromatase_Deficiency.yaml	environmental	0	Hormone Replacement Therapy	Estrogen replacement helps manage symptoms.	exposure_term	exposure_term	$	Hormone Replacement Therapy	Estrogen replacement helps manage symptoms.	Hormone exposure	ECTO:0000516	exposure to hormone	Therapeutic exposure to exogenous hormones to correct endocrine deficiencies.	"{""description"": ""Therapeutic exposure to exogenous hormones to correct endocrine deficiencies."", ""preferred_term"": ""Hormone exposure"", ""term"": {""id"": ""ECTO:0000516"", ""label"": ""exposure to hormone""}}"																											
709	647	27	Arsenic-Related Cancers	Arsenic_Related_Cancers.yaml	environmental	0	Arsenic Exposure	Chronic exposure to inorganic arsenic through contaminated drinking water is the primary route of exposure affecting large populations. Occupational exposure occurs in mining, smelting, pesticide manufacturing, and wood preservation. The latency period between exposure and cancer development is typically 20-40 years. Arsenic is methylated in the liver to monomethylarsonic acid (MMA) and dimethylarsinic acid (DMA); the intermediate MMA(III) is particularly toxic. Individual variation in arsenic metabolism affects cancer susceptibility.	exposure_term	exposure_term	$	Arsenic Exposure	Chronic exposure to inorganic arsenic through contaminated drinking water is the primary route of exposure affecting large populations. Occupational exposure occurs in mining, smelting, pesticide manufacturing, and wood preservation. The latency period between exposure and cancer development is typically 20-40 years. Arsenic is methylated in the liver to monomethylarsonic acid (MMA) and dimethylarsinic acid (DMA); the intermediate MMA(III) is particularly toxic. Individual variation in arsenic metabolism affects cancer susceptibility.	exposure to arsenic	ECTO:9000032	exposure to arsenic		"{""preferred_term"": ""exposure to arsenic"", ""term"": {""id"": ""ECTO:9000032"", ""label"": ""exposure to arsenic""}}"																											
754	680	28	Asthma	Asthma.yaml	environmental	0	Allergens		exposure_term	exposure_term	$	Allergens		Allergen exposure	ECTO:0000726	exposure to allergen		"{""preferred_term"": ""Allergen exposure"", ""term"": {""id"": ""ECTO:0000726"", ""label"": ""exposure to allergen""}}"																											
755	681	28	Asthma	Asthma.yaml	environmental	1	Air Pollution		exposure_term	exposure_term	$	Air Pollution		Air pollution exposure	ECTO:8000036	exposure to air pollution		"{""preferred_term"": ""Air pollution exposure"", ""term"": {""id"": ""ECTO:8000036"", ""label"": ""exposure to air pollution""}}"																											
756	682	28	Asthma	Asthma.yaml	environmental	2	Tobacco Smoke		exposure_term	exposure_term	$	Tobacco Smoke		Tobacco smoke exposure	ECTO:6000029	exposure to tobacco smoking		"{""preferred_term"": ""Tobacco smoke exposure"", ""term"": {""id"": ""ECTO:6000029"", ""label"": ""exposure to tobacco smoking""}}"																											
757	683	28	Asthma	Asthma.yaml	environmental	3	Occupational Exposures		exposure_term	exposure_term	$	Occupational Exposures		Occupational chemical exposure	ECTO:0000231	exposure to chemical		"{""preferred_term"": ""Occupational chemical exposure"", ""term"": {""id"": ""ECTO:0000231"", ""label"": ""exposure to chemical""}}"																											
