evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
114	102	5	Achondrogenesis Type II	Achondrogenesis_Type_II.yaml	inheritance	0	evidence	0	PMID:15054848	SUPPORT	HUMAN_CLINICAL	This mutation was not found in the parents. Although, we could not evaluate the presence of this mutation in the first fetus, we strongly believe that our data are in favor of germline mosaicism as the most likely explanation for the recurrence of type II achondrogenesis in both sibs.	Demonstrates that germline mosaicism can cause recurrence of ACG2 within families despite apparent de novo mutations.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Demonstrates that germline mosaicism can cause recurrence of ACG2 within families despite apparent de novo mutations."", ""reference"": ""PMID:15054848"", ""snippet"": ""This mutation was not found in the parents. Although, we could not evaluate the presence of this mutation in the first fetus, we strongly believe that our data are in favor of germline mosaicism as the most likely explanation for the recurrence of type II achondrogenesis in both sibs."", ""supports"": ""SUPPORT""}"
125	116	6	Achondroplasia	Achondroplasia.yaml	inheritance	0	evidence	0	PMID:8078586	SUPPORT	HUMAN_CLINICAL	Affected individuals are fertile and achondroplasia is transmitted as a fully penetrant autosomal dominant trait, accounting for rare familial forms of the disease (10%).	Establishes autosomal dominant inheritance with full penetrance for achondroplasia.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Establishes autosomal dominant inheritance with full penetrance for achondroplasia."", ""reference"": ""PMID:8078586"", ""snippet"": ""Affected individuals are fertile and achondroplasia is transmitted as a fully penetrant autosomal dominant trait, accounting for rare familial forms of the disease (10%)."", ""supports"": ""SUPPORT""}"
126	116	6	Achondroplasia	Achondroplasia.yaml	inheritance	0	evidence	1	PMID:8078586	SUPPORT	HUMAN_CLINICAL	More than 90% of cases are sporadic and there is an increased paternal age at the time of conception of affected individuals,	Indicates that most cases are de novo and associated with increased paternal age, supporting a paternal origin effect.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Indicates that most cases are de novo and associated with increased paternal age, supporting a paternal origin effect."", ""reference"": ""PMID:8078586"", ""snippet"": ""More than 90% of cases are sporadic and there is an increased paternal age at the time of conception of affected individuals,"", ""supports"": ""SUPPORT""}"
137	138	7	Achoo Syndrome	Achoo_Syndrome.yaml	inheritance	0	evidence	0	PMID:30899065	PARTIAL		the result substantiated the polygenic and non-ethnicity-specific nature behind the PSR phenotype	While familial patterns suggest autosomal dominant, molecular genetics reveal polygenic complexity.	"{""explanation"": ""While familial patterns suggest autosomal dominant, molecular genetics reveal polygenic complexity."", ""reference"": ""PMID:30899065"", ""snippet"": ""the result substantiated the polygenic and non-ethnicity-specific nature behind the PSR phenotype"", ""supports"": ""PARTIAL""}"
1314	975	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	inheritance	0	evidence	0	PMID:36374067	SUPPORT	HUMAN_CLINICAL	Bardet Biedl syndrome is an autosomal recessive ciliopathie.	States autosomal recessive inheritance.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""States autosomal recessive inheritance."", ""reference"": ""PMID:36374067"", ""snippet"": ""Bardet Biedl syndrome is an autosomal recessive ciliopathie."", ""supports"": ""SUPPORT""}"
1315	975	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	inheritance	0	evidence	1	PMID:19701229	SUPPORT	HUMAN_CLINICAL	Bardet-Biedl syndrome is a clinically variable condition associated with learning disabilities, progressive visual loss, obesity, polydactyly, hypogonadism, and cystic and fibrotic renal changes that can lead to renal failure.	Supports variable expressivity.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Supports variable expressivity."", ""reference"": ""PMID:19701229"", ""snippet"": ""Bardet-Biedl syndrome is a clinically variable condition associated with learning disabilities, progressive visual loss, obesity, polydactyly, hypogonadism, and cystic and fibrotic renal changes that can lead to renal failure."", ""supports"": ""SUPPORT""}"
1316	975	40	Bardet-Biedl Syndrome	Bardet-Biedl_Syndrome.yaml	inheritance	0	evidence	2	PMID:12524598	SUPPORT	HUMAN_CLINICAL	Finally, we demonstrate that BBS1 is inherited in an autosomal recessive manner and is rarely, if ever, involved in complex inheritance.	Confirms autosomal recessive inheritance for BBS1 and notes complex inheritance is rare.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Confirms autosomal recessive inheritance for BBS1 and notes complex inheritance is rare."", ""reference"": ""PMID:12524598"", ""snippet"": ""Finally, we demonstrate that BBS1 is inherited in an autosomal recessive manner and is rarely, if ever, involved in complex inheritance."", ""supports"": ""SUPPORT""}"
1550	1317	56	Cardiofaciocutaneous Syndrome	Cardiofaciocutaneous_Syndrome.yaml	inheritance	0	evidence	0	PMID:36308388	SUPPORT	HUMAN_CLINICAL	We identified 43 individuals with pathogenic variants in BRAF (81%), MEK1 (14%), or MEK2 (5%) genes.	Large cohort study establishing genotype distribution in CFC syndrome, confirming BRAF as the predominant causative gene.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Large cohort study establishing genotype distribution in CFC syndrome, confirming BRAF as the predominant causative gene."", ""reference"": ""PMID:36308388"", ""snippet"": ""We identified 43 individuals with pathogenic variants in BRAF (81%), MEK1 (14%), or MEK2 (5%) genes."", ""supports"": ""SUPPORT""}"
2177	1883	79	Crouzon Syndrome	Crouzon_Syndrome.yaml	inheritance	0	evidence	0	PMID:8528214	SUPPORT	HUMAN_CLINICAL	These results underscore the allelic heterogeneity of these conditions and the complexity of the phenotypic consequences of FGFR2 mutations	Demonstrates that FGFR2 mutations in Crouzon syndrome lead to complex phenotypic variability, supporting the concept of variable expressivity.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Demonstrates that FGFR2 mutations in Crouzon syndrome lead to complex phenotypic variability, supporting the concept of variable expressivity."", ""reference"": ""PMID:8528214"", ""snippet"": ""These results underscore the allelic heterogeneity of these conditions and the complexity of the phenotypic consequences of FGFR2 mutations"", ""supports"": ""SUPPORT""}"
2221	1953	84	Danon disease	Danon_disease.yaml	inheritance	0	evidence	0	DOI:10.1111/nan.12587	SUPPORT		The disease is inherited as an X-linked dominant trait.	Confirms X-linked dominant inheritance pattern.	"{""explanation"": ""Confirms X-linked dominant inheritance pattern."", ""reference"": ""DOI:10.1111/nan.12587"", ""snippet"": ""The disease is inherited as an X-linked dominant trait."", ""supports"": ""SUPPORT""}"
