evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
3	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	evidence	0	PMID:11242110	SUPPORT	MODEL_ORGANISM	mice heterozygous for the mutation had a high incidence of cardiac outflow tract anomalies, thus modeling one of the major abnormalities of the human syndrome	Tbx1 heterozygous mice recapitulate the cardiac phenotype of human 22q11.2DS.	"{""evidence_source"": ""MODEL_ORGANISM"", ""explanation"": ""Tbx1 heterozygous mice recapitulate the cardiac phenotype of human 22q11.2DS."", ""reference"": ""PMID:11242110"", ""snippet"": ""mice heterozygous for the mutation had a high incidence of cardiac outflow tract anomalies, thus modeling one of the major abnormalities of the human syndrome"", ""supports"": ""SUPPORT""}"
4	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	evidence	1	PMID:11242110	SUPPORT	MODEL_ORGANISM	Tbx1-/- mice displayed a wide range of developmental anomalies encompassing almost all of the common DGS/VCFS features, including hypoplasia of the thymus and parathyroid glands, cardiac outflow tract abnormalities, abnormal facial structures, abnormal vertebrae and cleft palate	Homozygous Tbx1 knockout recapitulates the full DiGeorge phenotype.	"{""evidence_source"": ""MODEL_ORGANISM"", ""explanation"": ""Homozygous Tbx1 knockout recapitulates the full DiGeorge phenotype."", ""reference"": ""PMID:11242110"", ""snippet"": ""Tbx1-/- mice displayed a wide range of developmental anomalies encompassing almost all of the common DGS/VCFS features, including hypoplasia of the thymus and parathyroid glands, cardiac outflow tract abnormalities, abnormal facial structures, abnormal vertebrae and cleft palate"", ""supports"": ""SUPPORT""}"
5	4	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	1	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	congenital heart disease, particularly conotruncal malformations (ventricular septal defect, tetralogy of Fallot, interrupted aortic arch, and truncus arteriosus)	GeneReviews documents the characteristic cardiac malformations.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""GeneReviews documents the characteristic cardiac malformations."", ""reference"": ""PMID:20301696"", ""snippet"": ""congenital heart disease, particularly conotruncal malformations (ventricular septal defect, tetralogy of Fallot, interrupted aortic arch, and truncus arteriosus)"", ""supports"": ""SUPPORT""}"
6	5	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	2	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	immune deficiency	Immune deficiency is a major clinical manifestation.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Immune deficiency is a major clinical manifestation."", ""reference"": ""PMID:20301696"", ""snippet"": ""immune deficiency"", ""supports"": ""SUPPORT""}"
19	27	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	pathophysiology	0	evidence	0	PMID:27637426	SUPPORT		An early result of this search was the discovery of NSCLC driven by activating rearrangements of the anaplastic lymphoma kinase (ALK) gene.	This abstract states that ALK rearrangements drive a subset of NSCLC, supporting the ALK gene rearrangement mechanism.	"{""explanation"": ""This abstract states that ALK rearrangements drive a subset of NSCLC, supporting the ALK gene rearrangement mechanism."", ""reference"": ""PMID:27637426"", ""snippet"": ""An early result of this search was the discovery of NSCLC driven by activating rearrangements of the anaplastic lymphoma kinase (ALK) gene."", ""supports"": ""SUPPORT""}"
21	45	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	pathophysiology	0	evidence	0	PMID:41580016	SUPPORT		Dysfunction of the retinoic acid (RA) signaling pathway, which is mediated by the formation of the PML-RARA fusion gene, plays a central role in the pathogenesis of acute promyelocytic leukemia (APL).	This abstract directly links PML-RARA fusion to APL pathogenesis, supporting the fusion oncogene mechanism.	"{""explanation"": ""This abstract directly links PML-RARA fusion to APL pathogenesis, supporting the fusion oncogene mechanism."", ""reference"": ""PMID:41580016"", ""snippet"": ""Dysfunction of the retinoic acid (RA) signaling pathway, which is mediated by the formation of the PML-RARA fusion gene, plays a central role in the pathogenesis of acute promyelocytic leukemia (APL)."", ""supports"": ""SUPPORT""}"
49	73	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	pathophysiology	0	evidence	0	PMID:34884963	SUPPORT		Transthyretin (TTR) amyloidogenesis involves the formation, aggregation, and deposition of amyloid fibrils from tetrameric TTR in different organs and tissues.	The abstract mentions that TTR amyloidogenesis involves the formation and aggregation of amyloid fibrils, which supports the statement that mutations in the TTR gene result in the production of unstable transthyretin proteins that misfold and aggregate into amyloid fibrils.	"{""explanation"": ""The abstract mentions that TTR amyloidogenesis involves the formation and aggregation of amyloid fibrils, which supports the statement that mutations in the TTR gene result in the production of unstable transthyretin proteins that misfold and aggregate into amyloid fibrils."", ""reference"": ""PMID:34884963"", ""snippet"": ""Transthyretin (TTR) amyloidogenesis involves the formation, aggregation, and deposition of amyloid fibrils from tetrameric TTR in different organs and tissues."", ""supports"": ""SUPPORT""}"
50	73	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	pathophysiology	0	evidence	1	PMID:35830843	SUPPORT		Familial amyloid polyneuropathy is currently prevalent worldwide as the transthyretin (TTR) Val30Met mutation, and there are other types of mutations.	This reference supports the statement by mentioning that familial amyloid polyneuropathy is caused by mutations in the TTR gene, which is consistent with the production of unstable transthyretin proteins that misfold and aggregate.	"{""explanation"": ""This reference supports the statement by mentioning that familial amyloid polyneuropathy is caused by mutations in the TTR gene, which is consistent with the production of unstable transthyretin proteins that misfold and aggregate."", ""reference"": ""PMID:35830843"", ""snippet"": ""Familial amyloid polyneuropathy is currently prevalent worldwide as the transthyretin (TTR) Val30Met mutation, and there are other types of mutations."", ""supports"": ""SUPPORT""}"
51	73	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	pathophysiology	0	evidence	2	PMID:38844302	SUPPORT		Hereditary transthyretin-related amyloidosis (hATTR) is the most common form of familial amyloidosis. It is an autosomal dominant disease caused by a pathogenic variant in the TTR gene.	This reference supports the statement by explaining that hereditary transthyretin-related amyloidosis is caused by pathogenic variants in the TTR gene.	"{""explanation"": ""This reference supports the statement by explaining that hereditary transthyretin-related amyloidosis is caused by pathogenic variants in the TTR gene."", ""reference"": ""PMID:38844302"", ""snippet"": ""Hereditary transthyretin-related amyloidosis (hATTR) is the most common form of familial amyloidosis. It is an autosomal dominant disease caused by a pathogenic variant in the TTR gene."", ""supports"": ""SUPPORT""}"
52	73	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	pathophysiology	0	evidence	3	PMID:22471982	SUPPORT		hereditary transthyretin (TTR) amyloidosis which is a genetically transmitted disease that results from a mutation in the gene encoding the plasma TTR protein.	The abstract confirms that hereditary transthyretin amyloidosis results from mutations in the TTR gene, which aligns with the statement.	"{""explanation"": ""The abstract confirms that hereditary transthyretin amyloidosis results from mutations in the TTR gene, which aligns with the statement."", ""reference"": ""PMID:22471982"", ""snippet"": ""hereditary transthyretin (TTR) amyloidosis which is a genetically transmitted disease that results from a mutation in the gene encoding the plasma TTR protein."", ""supports"": ""SUPPORT""}"
