descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
1	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	TBX1 haploinsufficiency and pharyngeal arch development	"The critical gene within the 22q11.2 deletion is TBX1, a T-box transcription factor essential for pharyngeal arch development. TBX1 haploinsufficiency disrupts the proliferation and survival of pharyngeal mesoderm and neural crest cells, leading to defective development of pharyngeal arch derivatives including the thymus (3rd pouch), parathyroid glands (3rd/4th pouches), and cardiac outflow tract.
"	cell_types[0]	cell_types	cell_types			neural crest cell	CL:0011012	neural crest cell		"{""preferred_term"": ""neural crest cell"", ""term"": {""id"": ""CL:0011012"", ""label"": ""neural crest cell""}}"																											
2	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	TBX1 haploinsufficiency and pharyngeal arch development	"The critical gene within the 22q11.2 deletion is TBX1, a T-box transcription factor essential for pharyngeal arch development. TBX1 haploinsufficiency disrupts the proliferation and survival of pharyngeal mesoderm and neural crest cells, leading to defective development of pharyngeal arch derivatives including the thymus (3rd pouch), parathyroid glands (3rd/4th pouches), and cardiac outflow tract.
"	cell_types[1]	cell_types	cell_types			pharyngeal arch mesenchyme cell	CL:0000134	mesenchymal stem cell		"{""preferred_term"": ""pharyngeal arch mesenchyme cell"", ""term"": {""id"": ""CL:0000134"", ""label"": ""mesenchymal stem cell""}}"																											
3	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	TBX1 haploinsufficiency and pharyngeal arch development	"The critical gene within the 22q11.2 deletion is TBX1, a T-box transcription factor essential for pharyngeal arch development. TBX1 haploinsufficiency disrupts the proliferation and survival of pharyngeal mesoderm and neural crest cells, leading to defective development of pharyngeal arch derivatives including the thymus (3rd pouch), parathyroid glands (3rd/4th pouches), and cardiac outflow tract.
"	locations[0]	locations	locations			pharyngeal arch	UBERON:0002539	pharyngeal arch		"{""preferred_term"": ""pharyngeal arch"", ""term"": {""id"": ""UBERON:0002539"", ""label"": ""pharyngeal arch""}}"																											
4	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	TBX1 haploinsufficiency and pharyngeal arch development	"The critical gene within the 22q11.2 deletion is TBX1, a T-box transcription factor essential for pharyngeal arch development. TBX1 haploinsufficiency disrupts the proliferation and survival of pharyngeal mesoderm and neural crest cells, leading to defective development of pharyngeal arch derivatives including the thymus (3rd pouch), parathyroid glands (3rd/4th pouches), and cardiac outflow tract.
"	locations[1]	locations	locations			pharyngeal pouch 3	UBERON:0007124	pharyngeal pouch 3		"{""preferred_term"": ""pharyngeal pouch 3"", ""term"": {""id"": ""UBERON:0007124"", ""label"": ""pharyngeal pouch 3""}}"																											
5	3	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	0	TBX1 haploinsufficiency and pharyngeal arch development	"The critical gene within the 22q11.2 deletion is TBX1, a T-box transcription factor essential for pharyngeal arch development. TBX1 haploinsufficiency disrupts the proliferation and survival of pharyngeal mesoderm and neural crest cells, leading to defective development of pharyngeal arch derivatives including the thymus (3rd pouch), parathyroid glands (3rd/4th pouches), and cardiac outflow tract.
"	biological_processes[0]	biological_processes	biological_processes			pharyngeal system development	GO:0060037	pharyngeal system development		"{""preferred_term"": ""pharyngeal system development"", ""term"": {""id"": ""GO:0060037"", ""label"": ""pharyngeal system development""}}"																											
6	4	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	1	Cardiac neural crest migration defect	"Neural crest cells from the occipital somites migrate through pharyngeal arches 3, 4, and 6 to contribute to aorticopulmonary septation and great vessel remodeling. TBX1 deficiency impairs neural crest cell migration and survival through non-cell-autonomous mechanisms, as TBX1 is expressed in pharyngeal mesoderm rather than neural crest cells themselves.
"	cell_types[0]	cell_types	cell_types			migratory cardiac neural crest cell	CL:2000073	migratory cardiac neural crest cell		"{""preferred_term"": ""migratory cardiac neural crest cell"", ""term"": {""id"": ""CL:2000073"", ""label"": ""migratory cardiac neural crest cell""}}"																											
7	4	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	1	Cardiac neural crest migration defect	"Neural crest cells from the occipital somites migrate through pharyngeal arches 3, 4, and 6 to contribute to aorticopulmonary septation and great vessel remodeling. TBX1 deficiency impairs neural crest cell migration and survival through non-cell-autonomous mechanisms, as TBX1 is expressed in pharyngeal mesoderm rather than neural crest cells themselves.
"	locations[0]	locations	locations			cardiac outflow tract	UBERON:0004145	outflow tract		"{""preferred_term"": ""cardiac outflow tract"", ""term"": {""id"": ""UBERON:0004145"", ""label"": ""outflow tract""}}"																											
8	4	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	1	Cardiac neural crest migration defect	"Neural crest cells from the occipital somites migrate through pharyngeal arches 3, 4, and 6 to contribute to aorticopulmonary septation and great vessel remodeling. TBX1 deficiency impairs neural crest cell migration and survival through non-cell-autonomous mechanisms, as TBX1 is expressed in pharyngeal mesoderm rather than neural crest cells themselves.
"	biological_processes[0]	biological_processes	biological_processes			cardiac neural crest cell migration involved in outflow tract morphogenesis	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis		"{""preferred_term"": ""cardiac neural crest cell migration involved in outflow tract morphogenesis"", ""term"": {""id"": ""GO:0003253"", ""label"": ""cardiac neural crest cell migration involved in outflow tract morphogenesis""}}"																											
9	4	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	1	Cardiac neural crest migration defect	"Neural crest cells from the occipital somites migrate through pharyngeal arches 3, 4, and 6 to contribute to aorticopulmonary septation and great vessel remodeling. TBX1 deficiency impairs neural crest cell migration and survival through non-cell-autonomous mechanisms, as TBX1 is expressed in pharyngeal mesoderm rather than neural crest cells themselves.
"	biological_processes[1]	biological_processes	biological_processes			outflow tract morphogenesis	GO:0003151	outflow tract morphogenesis		"{""preferred_term"": ""outflow tract morphogenesis"", ""term"": {""id"": ""GO:0003151"", ""label"": ""outflow tract morphogenesis""}}"																											
10	5	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	pathophysiology	2	Thymic hypoplasia and T-cell immunodeficiency	"The thymus derives from the third pharyngeal pouch. Impaired pharyngeal pouch development leads to thymic hypoplasia or aplasia, resulting in reduced T-cell production. The immunodeficiency is typically partial, with low but functional T-cell numbers, though complete thymic aplasia (complete DiGeorge syndrome) occurs in ~1% of cases.
"	cell_types[0]	cell_types	cell_types			cortical thymic epithelial cell	CL:0002364	cortical thymic epithelial cell		"{""preferred_term"": ""cortical thymic epithelial cell"", ""term"": {""id"": ""CL:0002364"", ""label"": ""cortical thymic epithelial cell""}}"																											
