assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
16	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	0	Cardiac surgery	"Surgical repair of conotruncal defects is often required in infancy. Timing and approach depend on the specific cardiac malformation.
"																																																								"{""description"": ""Surgical repair of conotruncal defects is often required in infancy. Timing and approach depend on the specific cardiac malformation.\n"", ""name"": ""Cardiac surgery""}"	{}	"{""description"": ""Surgical repair of conotruncal defects is often required in infancy. Timing and approach depend on the specific cardiac malformation.\n"", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Cardiac management is part of standard care."", ""reference"": ""PMID:20301696"", ""snippet"": ""Cardiac anomalies are treated as recommended by cardiologist"", ""supports"": ""SUPPORT""}], ""name"": ""Cardiac surgery"", ""treatment_term"": {""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""MAXO:0000004"", ""label"": ""surgical procedure""}}}"
17	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	1	Calcium and vitamin D supplementation	"Management of hypocalcemia with calcium and active vitamin D (calcitriol) supplementation.
"																																																								"{""description"": ""Management of hypocalcemia with calcium and active vitamin D (calcitriol) supplementation.\n"", ""name"": ""Calcium and vitamin D supplementation""}"	{}	"{""description"": ""Management of hypocalcemia with calcium and active vitamin D (calcitriol) supplementation.\n"", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Calcium supplementation is recommended for hypocalcemia."", ""reference"": ""PMID:20301696"", ""snippet"": ""calcium supplementation and referral to an endocrinologist"", ""supports"": ""SUPPORT""}], ""name"": ""Calcium and vitamin D supplementation"", ""treatment_term"": {""preferred_term"": ""dietary intervention"", ""term"": {""id"": ""MAXO:0000088"", ""label"": ""dietary intervention""}}}"
18	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	2	Thymus transplantation	"For complete DiGeorge syndrome (thymic aplasia), thymus tissue transplantation can reconstitute T-cell immunity.
"																																																								"{""description"": ""For complete DiGeorge syndrome (thymic aplasia), thymus tissue transplantation can reconstitute T-cell immunity.\n"", ""name"": ""Thymus transplantation""}"	{}	"{""description"": ""For complete DiGeorge syndrome (thymic aplasia), thymus tissue transplantation can reconstitute T-cell immunity.\n"", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Thymus transplantation is indicated for complete DiGeorge."", ""reference"": ""PMID:20301696"", ""snippet"": ""rarely, prophylactic antibiotics, IVIG therapy, or thymus tissue implantation are required"", ""supports"": ""SUPPORT""}], ""name"": ""Thymus transplantation"", ""treatment_term"": {""preferred_term"": ""organ transplantation"", ""term"": {""id"": ""MAXO:0010039"", ""label"": ""organ transplantation""}}}"
19	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	3	Speech therapy	"Management of velopharyngeal insufficiency and hypernasal speech.
"																																																								"{""description"": ""Management of velopharyngeal insufficiency and hypernasal speech.\n"", ""name"": ""Speech therapy""}"	{}	"{""description"": ""Management of velopharyngeal insufficiency and hypernasal speech.\n"", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Speech therapy is part of the recommended management."", ""reference"": ""PMID:20301696"", ""snippet"": ""speech therapy"", ""supports"": ""SUPPORT""}], ""name"": ""Speech therapy"", ""treatment_term"": {""preferred_term"": ""speech therapy"", ""term"": {""id"": ""MAXO:0000930"", ""label"": ""speech therapy""}}}"
20	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	4	Immunological monitoring	"Regular monitoring of immune function and vaccination responses. Live vaccines may be contraindicated depending on T-cell function.
"																																																								"{""description"": ""Regular monitoring of immune function and vaccination responses. Live vaccines may be contraindicated depending on T-cell function.\n"", ""name"": ""Immunological monitoring""}"	{}	"{""description"": ""Regular monitoring of immune function and vaccination responses. Live vaccines may be contraindicated depending on T-cell function.\n"", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Vaccine precautions based on immune status are recommended."", ""reference"": ""PMID:20301696"", ""snippet"": ""Infants with lymphocyte abnormalities should not be immunized with live vaccines"", ""supports"": ""SUPPORT""}], ""name"": ""Immunological monitoring""}"
35	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	0	Alectinib	Second-generation ALK TKI with excellent CNS penetration. First-line standard of care based on ALEX trial showing superior PFS and OS vs crizotinib. Active against many crizotinib-resistant mutations.																																																								"{""description"": ""Second-generation ALK TKI with excellent CNS penetration. First-line standard of care based on ALEX trial showing superior PFS and OS vs crizotinib. Active against many crizotinib-resistant mutations."", ""name"": ""Alectinib""}"	{}	"{""description"": ""Second-generation ALK TKI with excellent CNS penetration. First-line standard of care based on ALEX trial showing superior PFS and OS vs crizotinib. Active against many crizotinib-resistant mutations."", ""name"": ""Alectinib"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
36	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	1	Lorlatinib	Third-generation ALK TKI designed to overcome resistance mutations including G1202R. Excellent CNS activity. Can be used first-line (CROWN trial) or after progression on prior ALK TKIs.																																																								"{""description"": ""Third-generation ALK TKI designed to overcome resistance mutations including G1202R. Excellent CNS activity. Can be used first-line (CROWN trial) or after progression on prior ALK TKIs."", ""name"": ""Lorlatinib""}"	{}	"{""description"": ""Third-generation ALK TKI designed to overcome resistance mutations including G1202R. Excellent CNS activity. Can be used first-line (CROWN trial) or after progression on prior ALK TKIs."", ""name"": ""Lorlatinib"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
37	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	2	Brigatinib	Second-generation ALK TKI with broad activity against resistance mutations and good CNS penetration. Alternative to alectinib in first-line or subsequent settings.																																																								"{""description"": ""Second-generation ALK TKI with broad activity against resistance mutations and good CNS penetration. Alternative to alectinib in first-line or subsequent settings."", ""name"": ""Brigatinib""}"	{}	"{""description"": ""Second-generation ALK TKI with broad activity against resistance mutations and good CNS penetration. Alternative to alectinib in first-line or subsequent settings."", ""name"": ""Brigatinib"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
38	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	3	Crizotinib	First-generation ALK TKI that established proof-of-concept for ALK inhibition in lung cancer. Now largely replaced by more potent second/third generation agents due to lower CNS efficacy and resistance.																																																								"{""description"": ""First-generation ALK TKI that established proof-of-concept for ALK inhibition in lung cancer. Now largely replaced by more potent second/third generation agents due to lower CNS efficacy and resistance."", ""name"": ""Crizotinib""}"	{}	"{""description"": ""First-generation ALK TKI that established proof-of-concept for ALK inhibition in lung cancer. Now largely replaced by more potent second/third generation agents due to lower CNS efficacy and resistance."", ""name"": ""Crizotinib"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
39	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	4	Chemotherapy	Platinum-based chemotherapy (pemetrexed-based) used at progression on ALK TKIs. ALK-positive tumors often respond to pemetrexed.																																																								"{""description"": ""Platinum-based chemotherapy (pemetrexed-based) used at progression on ALK TKIs. ALK-positive tumors often respond to pemetrexed."", ""name"": ""Chemotherapy""}"	{}	"{""description"": ""Platinum-based chemotherapy (pemetrexed-based) used at progression on ALK TKIs. ALK-positive tumors often respond to pemetrexed."", ""name"": ""Chemotherapy"", ""treatment_term"": {""preferred_term"": ""chemotherapy"", ""term"": {""id"": ""MAXO:0000647"", ""label"": ""chemotherapy""}}}"
56	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	0	All-Trans Retinoic Acid (ATRA)	Pharmacological doses of ATRA (45 mg/m2/day) overcome PML-RARA-mediated transcriptional repression, inducing differentiation of leukemic promyelocytes into mature granulocytes. Must be started immediately upon clinical suspicion, even before molecular confirmation. Foundation of APL treatment.																																																								"{""description"": ""Pharmacological doses of ATRA (45 mg/m2/day) overcome PML-RARA-mediated transcriptional repression, inducing differentiation of leukemic promyelocytes into mature granulocytes. Must be started immediately upon clinical suspicion, even before molecular confirmation. Foundation of APL treatment."", ""name"": ""All-Trans Retinoic Acid (ATRA)""}"	{}	"{""description"": ""Pharmacological doses of ATRA (45 mg/m2/day) overcome PML-RARA-mediated transcriptional repression, inducing differentiation of leukemic promyelocytes into mature granulocytes. Must be started immediately upon clinical suspicion, even before molecular confirmation. Foundation of APL treatment."", ""name"": ""All-Trans Retinoic Acid (ATRA)"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}, ""therapeutic_agent"": [{""preferred_term"": ""all-trans-retinoic acid"", ""term"": {""id"": ""CHEBI:15367"", ""label"": ""all-trans-retinoic acid""}}]}}"
57	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	1	Arsenic Trioxide (ATO)	ATO induces degradation of PML-RARA fusion protein through SUMOylation and ubiquitination, restoring PML nuclear bodies and eliminating the leukemic clone. Synergizes with ATRA for curative therapy. Also induces apoptosis at higher concentrations.																																																								"{""description"": ""ATO induces degradation of PML-RARA fusion protein through SUMOylation and ubiquitination, restoring PML nuclear bodies and eliminating the leukemic clone. Synergizes with ATRA for curative therapy. Also induces apoptosis at higher concentrations."", ""name"": ""Arsenic Trioxide (ATO)""}"	{}	"{""description"": ""ATO induces degradation of PML-RARA fusion protein through SUMOylation and ubiquitination, restoring PML nuclear bodies and eliminating the leukemic clone. Synergizes with ATRA for curative therapy. Also induces apoptosis at higher concentrations."", ""name"": ""Arsenic Trioxide (ATO)"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}, ""therapeutic_agent"": [{""preferred_term"": ""arsenic trioxide"", ""term"": {""id"": ""CHEBI:30621"", ""label"": ""diarsenic trioxide""}}]}}"
58	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	2	ATRA plus Arsenic Trioxide Combination	The combination of ATRA and ATO without chemotherapy achieves greater than 90% cure rates in standard-risk APL. This regimen avoids chemotherapy-related toxicities including secondary malignancies and cardiomyopathy. Represents the standard of care for non-high-risk APL.																																																								"{""description"": ""The combination of ATRA and ATO without chemotherapy achieves greater than 90% cure rates in standard-risk APL. This regimen avoids chemotherapy-related toxicities including secondary malignancies and cardiomyopathy. Represents the standard of care for non-high-risk APL."", ""name"": ""ATRA plus Arsenic Trioxide Combination""}"	{}	"{""description"": ""The combination of ATRA and ATO without chemotherapy achieves greater than 90% cure rates in standard-risk APL. This regimen avoids chemotherapy-related toxicities including secondary malignancies and cardiomyopathy. Represents the standard of care for non-high-risk APL."", ""name"": ""ATRA plus Arsenic Trioxide Combination"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
59	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	3	Chemotherapy-Based Regimens	ATRA combined with anthracycline-based chemotherapy remains an option, particularly for high-risk APL (WBC greater than 10,000/uL) where early death risk is higher. Idarubicin is commonly used. ATO is increasingly incorporated into chemotherapy regimens.																																																								"{""description"": ""ATRA combined with anthracycline-based chemotherapy remains an option, particularly for high-risk APL (WBC greater than 10,000/uL) where early death risk is higher. Idarubicin is commonly used. ATO is increasingly incorporated into chemotherapy regimens."", ""name"": ""Chemotherapy-Based Regimens""}"	{}	"{""description"": ""ATRA combined with anthracycline-based chemotherapy remains an option, particularly for high-risk APL (WBC greater than 10,000/uL) where early death risk is higher. Idarubicin is commonly used. ATO is increasingly incorporated into chemotherapy regimens."", ""name"": ""Chemotherapy-Based Regimens"", ""treatment_term"": {""preferred_term"": ""chemotherapy"", ""term"": {""id"": ""MAXO:0000647"", ""label"": ""chemotherapy""}}}"
60	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	4	Supportive Care for Coagulopathy	Aggressive blood product support is essential during induction, including platelet transfusions to maintain count above 30-50,000/uL and cryoprecipitate or fibrinogen concentrate to maintain fibrinogen above 150 mg/dL.																																																								"{""description"": ""Aggressive blood product support is essential during induction, including platelet transfusions to maintain count above 30-50,000/uL and cryoprecipitate or fibrinogen concentrate to maintain fibrinogen above 150 mg/dL."", ""name"": ""Supportive Care for Coagulopathy""}"	{}	"{""description"": ""Aggressive blood product support is essential during induction, including platelet transfusions to maintain count above 30-50,000/uL and cryoprecipitate or fibrinogen concentrate to maintain fibrinogen above 150 mg/dL."", ""name"": ""Supportive Care for Coagulopathy"", ""treatment_term"": {""preferred_term"": ""supportive care"", ""term"": {""id"": ""MAXO:0000950"", ""label"": ""supportive care""}}}"
93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	Tafamidis	Helps stabilize transthyretin and prevent amyloid fibril formation.						TTR Stabilizer																																																		"{""description"": ""Helps stabilize transthyretin and prevent amyloid fibril formation."", ""name"": ""Tafamidis"", ""role"": ""TTR Stabilizer""}"	{}	"{""description"": ""Helps stabilize transthyretin and prevent amyloid fibril formation."", ""evidence"": [{""explanation"": ""The study shows that tafamidis effectively stabilizes TTR, supporting the statement that it helps stabilize transthyretin."", ""reference"": ""PMID:25872787"", ""snippet"": ""Tafamidis treatment effectively achieved and maintained TTR stabilization and was well tolerated."", ""supports"": ""SUPPORT""}, {""explanation"": ""The evidence indicates that tafamidis stabilizes TTR tetramers, supporting the statement."", ""reference"": ""PMID:31098895"", ""snippet"": ""Tafamidis slowed deterioration of neurological function and maintained health-related quality of life in patients with early-stage ATTR-PN... TTR tetramers were stabilized in nearly all patients."", ""supports"": ""SUPPORT""}, {""explanation"": ""The study supports that tafamidis is effective in stabilizing TTR and preventing amyloid fibril formation."", ""reference"": ""PMID:26800456"", ""snippet"": ""Due to the data on efficacy, tolerability, safety, tafamidis and diflunisal became the first line anti-amyloid treatment in stage 1 TTR-FAP. Both drugs slow progression of the disease."", ""supports"": ""SUPPORT""}, {""explanation"": ""The review supports that stabilizing TTR is crucial, and tafamidis is one of the compounds that achieve this."", ""reference"": ""PMID:29962408"", ""snippet"": ""The mutations destabilize the tetramer and/or monomer of TTR, and thus the stabilization of TTR is a key strategy for the treatment of TTR-related amyloidosis."", ""supports"": ""SUPPORT""}, {""explanation"": ""The article states that TTR stabilizers, including tafamidis, have been successfully developed, supporting the statement."", ""reference"": ""PMID:34609369"", ""snippet"": ""Several TTR molecule stabilizers were developed successfully... Silencing the TTR gene using different strategies is flourishing."", ""supports"": ""SUPPORT""}], ""name"": ""Tafamidis"", ""role"": ""TTR Stabilizer"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
94	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	1	Patisiran	Reduces production of transthyretin protein to decrease amyloid formation.						RNA Interference																																																		"{""description"": ""Reduces production of transthyretin protein to decrease amyloid formation."", ""name"": ""Patisiran"", ""role"": ""RNA Interference""}"	{}	"{""description"": ""Reduces production of transthyretin protein to decrease amyloid formation."", ""evidence"": [{""explanation"": ""The abstract clearly states that patisiran reduces the production of transthyretin protein, which aligns with the statement."", ""reference"": ""PMID:30480471"", ""snippet"": ""Patisiran is a novel RNA interference therapeutic that specifically reduces production of both wild-type and mutant transthyretin protein."", ""supports"": ""SUPPORT""}, {""explanation"": ""The abstract mentions that patisiran, as an RNAi therapeutic, benefits patients with hereditary transthyretin amyloidosis, indicating its role in reducing transthyretin protein production."", ""reference"": ""PMID:37599395"", ""snippet"": ""Novel ribonucleic acid interference (RNAi) therapeutics such as patisiran and inotersen have been shown to benefit neurologic disease course and quality of life in patients with hereditary transthyretin amyloidosis (ATTRv)."", ""supports"": ""SUPPORT""}, {""explanation"": ""The abstract explicitly states that patisiran targets and degrades transthyretin mRNA, thus reducing the production of transthyretin protein."", ""reference"": ""PMID:31131842"", ""snippet"": ""Onpattro, also commonly known as patisiran, is a small interfering RNA (siRNA) molecule packaged within a lipid nanoparticle and is transported into the cell to target transthyretin gene (TTR) messenger mRNA (mRNA) by attaching to its complementary sequence. The target mRNA is degraded and both mutant and wild-type amyloid transthyretin (ATTR) protein production becomes suppressed."", ""supports"": ""SUPPORT""}], ""name"": ""Patisiran"", ""role"": ""RNA Interference"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
95	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	2	Inotersen	Reduces TTR protein production to limit amyloid accumulation.						Antisense Oligonucleotide																																																		"{""description"": ""Reduces TTR protein production to limit amyloid accumulation."", ""name"": ""Inotersen"", ""role"": ""Antisense Oligonucleotide""}"	{}	"{""description"": ""Reduces TTR protein production to limit amyloid accumulation."", ""evidence"": [{""explanation"": ""The reference confirms that Inotersen reduces TTR protein production by inhibiting its production in the liver, which aligns with the statement."", ""reference"": ""PMID:30561247"", ""snippet"": ""Inotersen/Tegsedi (Akcea Therapeutics, MA, USA) is a second-generation antisense oligonucleotide (ASO) specific for TTR that inhibits production of TTR by the liver."", ""supports"": ""SUPPORT""}, {""explanation"": ""The reference supports that Inotersen is used to treat ATTR amyloidosis and implies its role in reducing TTR protein production."", ""reference"": ""PMID:37599395"", ""snippet"": ""'Aims: Novel ribonucleic acid interference (RNAi) therapeutics such as patisiran and inotersen have been shown to benefit neurologic disease course and quality of life in patients with hereditary transthyretin amyloidosis (ATTRv)."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference title directly states that Inotersen is used for the treatment of ATTR amyloidosis, implying its role in reducing TTR protein production."", ""reference"": ""PMID:31343345"", ""snippet"": ""Inotersen treatment for ATTR amyloidosis."", ""supports"": ""SUPPORT""}], ""name"": ""Inotersen"", ""role"": ""Antisense Oligonucleotide"", ""treatment_term"": {""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}}"
96	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	3	Liver Transplant	Considered for hereditary cases to reduce production of mutant TTR.																																																								"{""description"": ""Considered for hereditary cases to reduce production of mutant TTR."", ""name"": ""Liver Transplant""}"	{}	"{""description"": ""Considered for hereditary cases to reduce production of mutant TTR."", ""evidence"": [{""explanation"": ""The literature supports liver transplantation as a therapy to address the production of unstable TTR in hereditary ATTR amyloidosis."", ""reference"": ""PMID:25482846"", ""snippet"": ""Orthotopic liver transplantation (OLT) was implemented as the inaugural disease-modifying therapy because the liver produces the circulating unstable TTR."", ""supports"": ""SUPPORT""}, {""explanation"": ""This reference supports the use of liver transplantation to reduce the production of mutant TTR in hereditary cases of ATTR amyloidosis."", ""reference"": ""PMID:23797140"", ""snippet"": ""Therefore, liver transplantation has become widely accepted as the ultimate curative treatment of this disease in order to prevent the ultimately fatal outcome and ameliorate disabling symptoms."", ""supports"": ""SUPPORT""}], ""name"": ""Liver Transplant"", ""treatment_term"": {""preferred_term"": ""organ transplantation"", ""term"": {""id"": ""MAXO:0010039"", ""label"": ""organ transplantation""}}}"
97	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	4	Heart Transplant	May be necessary for those with severe cardiomyopathy.																																																								"{""description"": ""May be necessary for those with severe cardiomyopathy."", ""name"": ""Heart Transplant""}"	{}	"{""description"": ""May be necessary for those with severe cardiomyopathy."", ""evidence"": [{""explanation"": ""The statement is supported as heart transplantation is mentioned as a treatment for end-stage heart failure in patients with cardiac amyloidosis."", ""reference"": ""PMID:32304420"", ""snippet"": ""However, the end-stage heart failure is common and HTx could be offered to selected patients, especially if affected by light chain cardiac amyloidosis, to allow to perform the autologous stem cell transplantation after the cardiac transplant."", ""supports"": ""SUPPORT""}, {""explanation"": ""The statement is supported as orthotopic heart transplantation is identified as a definitive treatment for end-stage heart failure in amyloid cardiomyopathy patients."", ""reference"": ""PMID:33621542"", ""snippet"": ""Orthotopic heart transplantation (OHT) remains the definitive treatment for patients with end stage heart failure."", ""supports"": ""SUPPORT""}, {""explanation"": ""The statement is supported as heart transplantation is described as a rational therapy for advanced transthyretin cardiac amyloidosis."", ""reference"": ""PMID:34922822"", ""snippet"": ""Heart Transplantation (HT) is a rational therapy for advanced transthyretin cardiac amyloidosis (ATTR-CA)..."", ""supports"": ""SUPPORT""}], ""name"": ""Heart Transplant"", ""treatment_term"": {""preferred_term"": ""organ transplantation"", ""term"": {""id"": ""MAXO:0010039"", ""label"": ""organ transplantation""}}}"
