evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
13	16	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	0	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	Cardiac anomalies are treated as recommended by cardiologist	Cardiac management is part of standard care.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Cardiac management is part of standard care."", ""reference"": ""PMID:20301696"", ""snippet"": ""Cardiac anomalies are treated as recommended by cardiologist"", ""supports"": ""SUPPORT""}"
14	17	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	1	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	calcium supplementation and referral to an endocrinologist	Calcium supplementation is recommended for hypocalcemia.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Calcium supplementation is recommended for hypocalcemia."", ""reference"": ""PMID:20301696"", ""snippet"": ""calcium supplementation and referral to an endocrinologist"", ""supports"": ""SUPPORT""}"
15	18	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	2	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	rarely, prophylactic antibiotics, IVIG therapy, or thymus tissue implantation are required	Thymus transplantation is indicated for complete DiGeorge.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Thymus transplantation is indicated for complete DiGeorge."", ""reference"": ""PMID:20301696"", ""snippet"": ""rarely, prophylactic antibiotics, IVIG therapy, or thymus tissue implantation are required"", ""supports"": ""SUPPORT""}"
16	19	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	3	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	speech therapy	Speech therapy is part of the recommended management.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Speech therapy is part of the recommended management."", ""reference"": ""PMID:20301696"", ""snippet"": ""speech therapy"", ""supports"": ""SUPPORT""}"
17	20	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	4	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	Infants with lymphocyte abnormalities should not be immunized with live vaccines	Vaccine precautions based on immune status are recommended.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Vaccine precautions based on immune status are recommended."", ""reference"": ""PMID:20301696"", ""snippet"": ""Infants with lymphocyte abnormalities should not be immunized with live vaccines"", ""supports"": ""SUPPORT""}"
89	93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	evidence	0	PMID:25872787	SUPPORT		Tafamidis treatment effectively achieved and maintained TTR stabilization and was well tolerated.	The study shows that tafamidis effectively stabilizes TTR, supporting the statement that it helps stabilize transthyretin.	"{""explanation"": ""The study shows that tafamidis effectively stabilizes TTR, supporting the statement that it helps stabilize transthyretin."", ""reference"": ""PMID:25872787"", ""snippet"": ""Tafamidis treatment effectively achieved and maintained TTR stabilization and was well tolerated."", ""supports"": ""SUPPORT""}"
90	93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	evidence	1	PMID:31098895	SUPPORT		Tafamidis slowed deterioration of neurological function and maintained health-related quality of life in patients with early-stage ATTR-PN... TTR tetramers were stabilized in nearly all patients.	The evidence indicates that tafamidis stabilizes TTR tetramers, supporting the statement.	"{""explanation"": ""The evidence indicates that tafamidis stabilizes TTR tetramers, supporting the statement."", ""reference"": ""PMID:31098895"", ""snippet"": ""Tafamidis slowed deterioration of neurological function and maintained health-related quality of life in patients with early-stage ATTR-PN... TTR tetramers were stabilized in nearly all patients."", ""supports"": ""SUPPORT""}"
91	93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	evidence	2	PMID:26800456	SUPPORT		Due to the data on efficacy, tolerability, safety, tafamidis and diflunisal became the first line anti-amyloid treatment in stage 1 TTR-FAP. Both drugs slow progression of the disease.	The study supports that tafamidis is effective in stabilizing TTR and preventing amyloid fibril formation.	"{""explanation"": ""The study supports that tafamidis is effective in stabilizing TTR and preventing amyloid fibril formation."", ""reference"": ""PMID:26800456"", ""snippet"": ""Due to the data on efficacy, tolerability, safety, tafamidis and diflunisal became the first line anti-amyloid treatment in stage 1 TTR-FAP. Both drugs slow progression of the disease."", ""supports"": ""SUPPORT""}"
92	93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	evidence	3	PMID:29962408	SUPPORT		The mutations destabilize the tetramer and/or monomer of TTR, and thus the stabilization of TTR is a key strategy for the treatment of TTR-related amyloidosis.	The review supports that stabilizing TTR is crucial, and tafamidis is one of the compounds that achieve this.	"{""explanation"": ""The review supports that stabilizing TTR is crucial, and tafamidis is one of the compounds that achieve this."", ""reference"": ""PMID:29962408"", ""snippet"": ""The mutations destabilize the tetramer and/or monomer of TTR, and thus the stabilization of TTR is a key strategy for the treatment of TTR-related amyloidosis."", ""supports"": ""SUPPORT""}"
93	93	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	0	evidence	4	PMID:34609369	SUPPORT		Several TTR molecule stabilizers were developed successfully... Silencing the TTR gene using different strategies is flourishing.	The article states that TTR stabilizers, including tafamidis, have been successfully developed, supporting the statement.	"{""explanation"": ""The article states that TTR stabilizers, including tafamidis, have been successfully developed, supporting the statement."", ""reference"": ""PMID:34609369"", ""snippet"": ""Several TTR molecule stabilizers were developed successfully... Silencing the TTR gene using different strategies is flourishing."", ""supports"": ""SUPPORT""}"
94	94	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	treatments	1	evidence	0	PMID:30480471	SUPPORT		Patisiran is a novel RNA interference therapeutic that specifically reduces production of both wild-type and mutant transthyretin protein.	The abstract clearly states that patisiran reduces the production of transthyretin protein, which aligns with the statement.	"{""explanation"": ""The abstract clearly states that patisiran reduces the production of transthyretin protein, which aligns with the statement."", ""reference"": ""PMID:30480471"", ""snippet"": ""Patisiran is a novel RNA interference therapeutic that specifically reduces production of both wild-type and mutant transthyretin protein."", ""supports"": ""SUPPORT""}"
