descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
26	16	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	0	Cardiac surgery	"Surgical repair of conotruncal defects is often required in infancy. Timing and approach depend on the specific cardiac malformation.
"	treatment_term	treatment_term	$	Cardiac surgery	"Surgical repair of conotruncal defects is often required in infancy. Timing and approach depend on the specific cardiac malformation.
"	surgical procedure	MAXO:0000004	surgical procedure		"{""preferred_term"": ""surgical procedure"", ""term"": {""id"": ""MAXO:0000004"", ""label"": ""surgical procedure""}}"																											
27	17	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	1	Calcium and vitamin D supplementation	"Management of hypocalcemia with calcium and active vitamin D (calcitriol) supplementation.
"	treatment_term	treatment_term	$	Calcium and vitamin D supplementation	"Management of hypocalcemia with calcium and active vitamin D (calcitriol) supplementation.
"	dietary intervention	MAXO:0000088	dietary intervention		"{""preferred_term"": ""dietary intervention"", ""term"": {""id"": ""MAXO:0000088"", ""label"": ""dietary intervention""}}"																											
28	18	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	2	Thymus transplantation	"For complete DiGeorge syndrome (thymic aplasia), thymus tissue transplantation can reconstitute T-cell immunity.
"	treatment_term	treatment_term	$	Thymus transplantation	"For complete DiGeorge syndrome (thymic aplasia), thymus tissue transplantation can reconstitute T-cell immunity.
"	organ transplantation	MAXO:0010039	organ transplantation		"{""preferred_term"": ""organ transplantation"", ""term"": {""id"": ""MAXO:0010039"", ""label"": ""organ transplantation""}}"																											
29	19	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	treatments	3	Speech therapy	"Management of velopharyngeal insufficiency and hypernasal speech.
"	treatment_term	treatment_term	$	Speech therapy	"Management of velopharyngeal insufficiency and hypernasal speech.
"	speech therapy	MAXO:0000930	speech therapy		"{""preferred_term"": ""speech therapy"", ""term"": {""id"": ""MAXO:0000930"", ""label"": ""speech therapy""}}"																											
42	35	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	0	Alectinib	Second-generation ALK TKI with excellent CNS penetration. First-line standard of care based on ALEX trial showing superior PFS and OS vs crizotinib. Active against many crizotinib-resistant mutations.	treatment_term	treatment_term	$	Alectinib	Second-generation ALK TKI with excellent CNS penetration. First-line standard of care based on ALEX trial showing superior PFS and OS vs crizotinib. Active against many crizotinib-resistant mutations.	pharmacotherapy	MAXO:0000058	pharmacotherapy		"{""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}"																											
43	36	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	1	Lorlatinib	Third-generation ALK TKI designed to overcome resistance mutations including G1202R. Excellent CNS activity. Can be used first-line (CROWN trial) or after progression on prior ALK TKIs.	treatment_term	treatment_term	$	Lorlatinib	Third-generation ALK TKI designed to overcome resistance mutations including G1202R. Excellent CNS activity. Can be used first-line (CROWN trial) or after progression on prior ALK TKIs.	pharmacotherapy	MAXO:0000058	pharmacotherapy		"{""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}"																											
44	37	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	2	Brigatinib	Second-generation ALK TKI with broad activity against resistance mutations and good CNS penetration. Alternative to alectinib in first-line or subsequent settings.	treatment_term	treatment_term	$	Brigatinib	Second-generation ALK TKI with broad activity against resistance mutations and good CNS penetration. Alternative to alectinib in first-line or subsequent settings.	pharmacotherapy	MAXO:0000058	pharmacotherapy		"{""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}"																											
45	38	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	3	Crizotinib	First-generation ALK TKI that established proof-of-concept for ALK inhibition in lung cancer. Now largely replaced by more potent second/third generation agents due to lower CNS efficacy and resistance.	treatment_term	treatment_term	$	Crizotinib	First-generation ALK TKI that established proof-of-concept for ALK inhibition in lung cancer. Now largely replaced by more potent second/third generation agents due to lower CNS efficacy and resistance.	pharmacotherapy	MAXO:0000058	pharmacotherapy		"{""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}}"																											
46	39	2	ALK-Rearranged Non-Small Cell Lung Cancer	ALK_Rearranged_NSCLC.yaml	treatments	4	Chemotherapy	Platinum-based chemotherapy (pemetrexed-based) used at progression on ALK TKIs. ALK-positive tumors often respond to pemetrexed.	treatment_term	treatment_term	$	Chemotherapy	Platinum-based chemotherapy (pemetrexed-based) used at progression on ALK TKIs. ALK-positive tumors often respond to pemetrexed.	chemotherapy	MAXO:0000647	chemotherapy		"{""preferred_term"": ""chemotherapy"", ""term"": {""id"": ""MAXO:0000647"", ""label"": ""chemotherapy""}}"																											
62	56	3	Acute Promyelocytic Leukemia, PML-RARA	APL_PML_RARA.yaml	treatments	0	All-Trans Retinoic Acid (ATRA)	Pharmacological doses of ATRA (45 mg/m2/day) overcome PML-RARA-mediated transcriptional repression, inducing differentiation of leukemic promyelocytes into mature granulocytes. Must be started immediately upon clinical suspicion, even before molecular confirmation. Foundation of APL treatment.	treatment_term	treatment_term	$	All-Trans Retinoic Acid (ATRA)	Pharmacological doses of ATRA (45 mg/m2/day) overcome PML-RARA-mediated transcriptional repression, inducing differentiation of leukemic promyelocytes into mature granulocytes. Must be started immediately upon clinical suspicion, even before molecular confirmation. Foundation of APL treatment.	pharmacotherapy	MAXO:0000058	pharmacotherapy		"{""preferred_term"": ""pharmacotherapy"", ""term"": {""id"": ""MAXO:0000058"", ""label"": ""pharmacotherapy""}, ""therapeutic_agent"": [{""preferred_term"": ""all-trans-retinoic acid"", ""term"": {""id"": ""CHEBI:15367"", ""label"": ""all-trans-retinoic acid""}}]}"				all-trans-retinoic acid	CHEBI:15367																						
