evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
7	7	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	0	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	congenital heart disease, particularly conotruncal malformations (ventricular septal defect, tetralogy of Fallot, interrupted aortic arch, and truncus arteriosus)	GeneReviews documents the spectrum of conotruncal defects.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""GeneReviews documents the spectrum of conotruncal defects."", ""reference"": ""PMID:20301696"", ""snippet"": ""congenital heart disease, particularly conotruncal malformations (ventricular septal defect, tetralogy of Fallot, interrupted aortic arch, and truncus arteriosus)"", ""supports"": ""SUPPORT""}"
8	8	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	1	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	serum ionized calcium every three to six months in infancy	Calcium monitoring is recommended due to hypocalcemia risk.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Calcium monitoring is recommended due to hypocalcemia risk."", ""reference"": ""PMID:20301696"", ""snippet"": ""serum ionized calcium every three to six months in infancy"", ""supports"": ""SUPPORT""}"
9	10	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	3	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	palatal abnormalities (velopharyngeal incompetence, submucosal cleft palate, bifid uvula, and cleft palate)	Palatal abnormalities are a major manifestation.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Palatal abnormalities are a major manifestation."", ""reference"": ""PMID:20301696"", ""snippet"": ""palatal abnormalities (velopharyngeal incompetence, submucosal cleft palate, bifid uvula, and cleft palate)"", ""supports"": ""SUPPORT""}"
10	11	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	4	evidence	0	PMID:11242110	SUPPORT	MODEL_ORGANISM	cleft palate	Cleft palate is observed in Tbx1 knockout mice.	"{""evidence_source"": ""MODEL_ORGANISM"", ""explanation"": ""Cleft palate is observed in Tbx1 knockout mice."", ""reference"": ""PMID:11242110"", ""snippet"": ""cleft palate"", ""supports"": ""SUPPORT""}"
11	12	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	5	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	learning difficulties	Learning difficulties are documented as a major manifestation.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Learning difficulties are documented as a major manifestation."", ""reference"": ""PMID:20301696"", ""snippet"": ""learning difficulties"", ""supports"": ""SUPPORT""}"
12	13	1	22q11.2 Deletion Syndrome	22q11.2_Deletion_Syndrome.yaml	phenotypes	6	evidence	0	PMID:20301696	SUPPORT	HUMAN_CLINICAL	Psychiatric illness and autoimmune disorders are more common in individuals with 22q11.2DS	Psychiatric illness including schizophrenia is elevated.	"{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""Psychiatric illness including schizophrenia is elevated."", ""reference"": ""PMID:20301696"", ""snippet"": ""Psychiatric illness and autoimmune disorders are more common in individuals with 22q11.2DS"", ""supports"": ""SUPPORT""}"
59	78	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	0	evidence	0	PMID:23239211	SUPPORT		Peripheral neuropathy is a common complication of many of the systemic amyloidoses.	The literature indicates that peripheral neuropathy is a common complication of amyloidoses, which includes ATTR amyloidosis.	"{""explanation"": ""The literature indicates that peripheral neuropathy is a common complication of amyloidoses, which includes ATTR amyloidosis."", ""reference"": ""PMID:23239211"", ""snippet"": ""Peripheral neuropathy is a common complication of many of the systemic amyloidoses."", ""supports"": ""SUPPORT""}"
60	78	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	0	evidence	1	PMID:35830843	SUPPORT		The clinical manifestations of this mutation involve mainly limb sensory or motor disorders or gastrointestinal symptoms or both, and the electrophysiological examination shows neurogenic damage.	This study indicates that peripheral neuropathy, including sensory and motor disorders, is a frequent manifestation in patients with the TTR Val30Leu mutation, a form of familial amyloid polyneuropathy.	"{""explanation"": ""This study indicates that peripheral neuropathy, including sensory and motor disorders, is a frequent manifestation in patients with the TTR Val30Leu mutation, a form of familial amyloid polyneuropathy."", ""reference"": ""PMID:35830843"", ""snippet"": ""The clinical manifestations of this mutation involve mainly limb sensory or motor disorders or gastrointestinal symptoms or both, and the electrophysiological examination shows neurogenic damage."", ""supports"": ""SUPPORT""}"
61	78	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	0	evidence	2	PMID:31445300	SUPPORT		Hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) is a rare, life-threatening disease, caused by point mutations in the transthyretin gene. It is a heterogeneous, multisystem disease with rapidly progressing polyneuropathy (including sensory, motor, and autonomic impairments) and cardiac dysfunction.	The literature confirms that hATTR amyloidosis frequently involves polyneuropathy, including sensory loss, numbness, tingling, and autonomic dysfunction.	"{""explanation"": ""The literature confirms that hATTR amyloidosis frequently involves polyneuropathy, including sensory loss, numbness, tingling, and autonomic dysfunction."", ""reference"": ""PMID:31445300"", ""snippet"": ""Hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) is a rare, life-threatening disease, caused by point mutations in the transthyretin gene. It is a heterogeneous, multisystem disease with rapidly progressing polyneuropathy (including sensory, motor, and autonomic impairments) and cardiac dysfunction."", ""supports"": ""SUPPORT""}"
62	78	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	0	evidence	3	PMID:36504143	SUPPORT		Autonomic dysfunction is a common complication of small-fiber neuropathy (SFN).	This study suggests that autonomic dysfunction is a common complication in small-fiber neuropathy, which can be seen in conditions like amyloidosis.	"{""explanation"": ""This study suggests that autonomic dysfunction is a common complication in small-fiber neuropathy, which can be seen in conditions like amyloidosis."", ""reference"": ""PMID:36504143"", ""snippet"": ""Autonomic dysfunction is a common complication of small-fiber neuropathy (SFN)."", ""supports"": ""SUPPORT""}"
63	79	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	1	evidence	0	PMID:34694575	SUPPORT		The hereditary forms of ATTR have further come into importance with the availability of genetic testing and increased prevalence of certain mutations in African Americans.	The reference discusses the increased recognition and diagnosis of ATTR cardiac amyloidosis, supporting the statement that it is frequently diagnosed as a cardiovascular condition.	"{""explanation"": ""The reference discusses the increased recognition and diagnosis of ATTR cardiac amyloidosis, supporting the statement that it is frequently diagnosed as a cardiovascular condition."", ""reference"": ""PMID:34694575"", ""snippet"": ""The hereditary forms of ATTR have further come into importance with the availability of genetic testing and increased prevalence of certain mutations in African Americans."", ""supports"": ""SUPPORT""}"
64	79	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	1	evidence	1	PMID:35235819	SUPPORT		Cardiac amyloidosis (CA) results in symptoms of heart failure, atrial and ventricular arrhythmias, conduction disturbances, and profound autonomic dysfunction.	This reference supports the statement by listing heart failure, arrhythmias, and autonomic dysfunction (which includes orthostatic hypotension) as common sequelae of cardiac amyloidosis.	"{""explanation"": ""This reference supports the statement by listing heart failure, arrhythmias, and autonomic dysfunction (which includes orthostatic hypotension) as common sequelae of cardiac amyloidosis."", ""reference"": ""PMID:35235819"", ""snippet"": ""Cardiac amyloidosis (CA) results in symptoms of heart failure, atrial and ventricular arrhythmias, conduction disturbances, and profound autonomic dysfunction."", ""supports"": ""SUPPORT""}"
65	79	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	1	evidence	2	PMID:38044190	SUPPORT		Patients with TTRA had higher levels of ultrasensitive troponin I (TnI-US) and N-terminal brain natriuretic propeptide (NT-ProBNP); in electrocardiography (ECG) they presented a pseudo-infarction pattern more frequently as well as conduction disturbances.	The reference supports the frequent occurrence of cardiovascular manifestations in ATTR amyloidosis, including cardiomyopathy and arrhythmias.	"{""explanation"": ""The reference supports the frequent occurrence of cardiovascular manifestations in ATTR amyloidosis, including cardiomyopathy and arrhythmias."", ""reference"": ""PMID:38044190"", ""snippet"": ""Patients with TTRA had higher levels of ultrasensitive troponin I (TnI-US) and N-terminal brain natriuretic propeptide (NT-ProBNP); in electrocardiography (ECG) they presented a pseudo-infarction pattern more frequently as well as conduction disturbances."", ""supports"": ""SUPPORT""}"
66	79	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	1	evidence	3	PMID:29770800	SUPPORT		Cardiac amyloidosis (CA) comprises a heterogeneous group of medical conditions affecting the myocardium. It presents with proteinaceous infiltration with variable degrees of severity, prevalence and evolution.	This reference supports the statement by describing the involvement of the myocardium (cardiomyopathy) and the frequent occurrence of cardiovascular symptoms in cardiac amyloidosis.	"{""explanation"": ""This reference supports the statement by describing the involvement of the myocardium (cardiomyopathy) and the frequent occurrence of cardiovascular symptoms in cardiac amyloidosis."", ""reference"": ""PMID:29770800"", ""snippet"": ""Cardiac amyloidosis (CA) comprises a heterogeneous group of medical conditions affecting the myocardium. It presents with proteinaceous infiltration with variable degrees of severity, prevalence and evolution."", ""supports"": ""SUPPORT""}"
67	79	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	phenotypes	1	evidence	4	PMID:38844297	SUPPORT		Cardiac amyloidosis (CA), usually caused by deposition of misfolded transthyretin or immunoglobulin light chains, is an increasingly recognized cause of heart failure burdened by a poor prognosis.	This reference supports the statement by describing heart failure as a frequent sequela of ATTR amyloidosis.	"{""explanation"": ""This reference supports the statement by describing heart failure as a frequent sequela of ATTR amyloidosis."", ""reference"": ""PMID:38844297"", ""snippet"": ""Cardiac amyloidosis (CA), usually caused by deposition of misfolded transthyretin or immunoglobulin light chains, is an increasingly recognized cause of heart failure burdened by a poor prognosis."", ""supports"": ""SUPPORT""}"
