evidence_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	path	evidence_index	reference	supports	evidence_source	snippet	explanation	raw_json
40	71	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	0	evidence	0	PMID:25604431	SUPPORT		Transthyretin (ATTR) amyloidosis is a life-threatening, gain-of-toxic-function disease characterised by extracellular deposition of amyloid fibrils composed of transthyretin (TTR). TTR protein destabilised by TTR gene mutation is prone to dissociate from its native tetramer to monomer, and to then misfold and aggregate into amyloid fibrils, resulting in autosomal dominant hereditary amyloidosis.	The literature clearly states that mutations in the TTR gene lead to the misfolding of transthyretin proteins, which then aggregate into amyloid fibrils, supporting the statement.	"{""explanation"": ""The literature clearly states that mutations in the TTR gene lead to the misfolding of transthyretin proteins, which then aggregate into amyloid fibrils, supporting the statement."", ""reference"": ""PMID:25604431"", ""snippet"": ""Transthyretin (ATTR) amyloidosis is a life-threatening, gain-of-toxic-function disease characterised by extracellular deposition of amyloid fibrils composed of transthyretin (TTR). TTR protein destabilised by TTR gene mutation is prone to dissociate from its native tetramer to monomer, and to then misfold and aggregate into amyloid fibrils, resulting in autosomal dominant hereditary amyloidosis."", ""supports"": ""SUPPORT""}"
41	71	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	0	evidence	1	PMID:34518987	SUPPORT		Heritable cardiac amyloidosis (CA) ... results from the accumulation of the misfolded protein transthyretin within the myocardium, resulting in amyloid transthyretin-associated cardiomyopathy (ATTR-CM).	The literature confirms that hereditary cardiac amyloidosis results from the misfolding and accumulation of transthyretin due to mutations in the TTR gene.	"{""explanation"": ""The literature confirms that hereditary cardiac amyloidosis results from the misfolding and accumulation of transthyretin due to mutations in the TTR gene."", ""reference"": ""PMID:34518987"", ""snippet"": ""Heritable cardiac amyloidosis (CA) ... results from the accumulation of the misfolded protein transthyretin within the myocardium, resulting in amyloid transthyretin-associated cardiomyopathy (ATTR-CM)."", ""supports"": ""SUPPORT""}"
42	71	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	0	evidence	2	PMID:30486687	SUPPORT		Hereditary transthyretin (ATTRm) amyloidosis, formerly known as familial amyloid polyneuropathy, is a major type of hereditary systemic amyloidosis, in which the disease is caused by mutant transthyretin (TTR).	The literature supports that hereditary ATTRm amyloidosis is caused by mutations in the TTR gene, which leads to the disease.	"{""explanation"": ""The literature supports that hereditary ATTRm amyloidosis is caused by mutations in the TTR gene, which leads to the disease."", ""reference"": ""PMID:30486687"", ""snippet"": ""Hereditary transthyretin (ATTRm) amyloidosis, formerly known as familial amyloid polyneuropathy, is a major type of hereditary systemic amyloidosis, in which the disease is caused by mutant transthyretin (TTR)."", ""supports"": ""SUPPORT""}"
43	71	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	0	evidence	3	PMID:22094129	SUPPORT		Familial amyloid polyneuropathies (FAPs) are a group of life-threatening multisystem disorders transmitted as an autosomal dominant trait. Nerve lesions are induced by deposits of amyloid fibrils, most commonly due to mutated transthyretin (TTR).	The literature confirms that familial amyloid polyneuropathies, a form of hereditary ATTR amyloidosis, are caused by mutated TTR leading to amyloid deposits.	"{""explanation"": ""The literature confirms that familial amyloid polyneuropathies, a form of hereditary ATTR amyloidosis, are caused by mutated TTR leading to amyloid deposits."", ""reference"": ""PMID:22094129"", ""snippet"": ""Familial amyloid polyneuropathies (FAPs) are a group of life-threatening multisystem disorders transmitted as an autosomal dominant trait. Nerve lesions are induced by deposits of amyloid fibrils, most commonly due to mutated transthyretin (TTR)."", ""supports"": ""SUPPORT""}"
44	72	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	1	evidence	0	PMID:31731233	SUPPORT		Wild-type ATTR amyloidosis (ATTR-wt) is characterized by the accumulation of amyloid in the heart, leading to fatal heart failure and arrhythmia.	The study confirms that ATTR-wt occurs without mutations in the TTR gene and primarily affects the heart in older individuals.	"{""explanation"": ""The study confirms that ATTR-wt occurs without mutations in the TTR gene and primarily affects the heart in older individuals."", ""reference"": ""PMID:31731233"", ""snippet"": ""Wild-type ATTR amyloidosis (ATTR-wt) is characterized by the accumulation of amyloid in the heart, leading to fatal heart failure and arrhythmia."", ""supports"": ""SUPPORT""}"
45	72	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	1	evidence	1	PMID:26048914	SUPPORT		The non-hereditary form (ATTRwt) is caused by native or wild-type TTR and was previously referred to as senile systemic amyloidosis. ... The predominant effect of ATTRwt amyloidosis is on the heart	The literature supports that ATTRwt occurs without mutations in the TTR gene and primarily affects the heart, commonly in older individuals.	"{""explanation"": ""The literature supports that ATTRwt occurs without mutations in the TTR gene and primarily affects the heart, commonly in older individuals."", ""reference"": ""PMID:26048914"", ""snippet"": ""The non-hereditary form (ATTRwt) is caused by native or wild-type TTR and was previously referred to as senile systemic amyloidosis. ... The predominant effect of ATTRwt amyloidosis is on the heart"", ""supports"": ""SUPPORT""}"
46	72	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	1	evidence	2	PMID:34390072	SUPPORT		Cardiac ATTR deposition occurred after age 75 years and increased in an age-dependent manner.	The study confirms that ATTRwt affects older individuals and involves amyloid deposits in the heart.	"{""explanation"": ""The study confirms that ATTRwt affects older individuals and involves amyloid deposits in the heart."", ""reference"": ""PMID:34390072"", ""snippet"": ""Cardiac ATTR deposition occurred after age 75 years and increased in an age-dependent manner."", ""supports"": ""SUPPORT""}"
47	72	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	1	evidence	3	PMID:32441155	SUPPORT		Tissue accumulation of misfolded transthyretin (TTR) may occur because of TTR gene mutations (variant amyloid TTR amyloidosis, ATTRv), or as an age-related phenomenon (wild-type ATTR, ATTRwt).	The literature supports that ATTRwt occurs without TTR gene mutations and is age-related, affecting the heart.	"{""explanation"": ""The literature supports that ATTRwt occurs without TTR gene mutations and is age-related, affecting the heart."", ""reference"": ""PMID:32441155"", ""snippet"": ""Tissue accumulation of misfolded transthyretin (TTR) may occur because of TTR gene mutations (variant amyloid TTR amyloidosis, ATTRv), or as an age-related phenomenon (wild-type ATTR, ATTRwt)."", ""supports"": ""SUPPORT""}"
48	72	4	ATTR_Amyloidosis	ATTR_Amyloidosis.yaml	has_subtypes	1	evidence	4	PMID:28329248	SUPPORT		Wild-type transthyretin amyloidosis (ATTRwt) is mostly considered a disease predominantly of elderly male, characterized by concentric LV hypertrophy, preserved LVEF, and low QRS voltages.	The study supports that ATTRwt commonly affects older individuals and involves the heart.	"{""explanation"": ""The study supports that ATTRwt commonly affects older individuals and involves the heart."", ""reference"": ""PMID:28329248"", ""snippet"": ""Wild-type transthyretin amyloidosis (ATTRwt) is mostly considered a disease predominantly of elderly male, characterized by concentric LV hypertrophy, preserved LVEF, and low QRS voltages."", ""supports"": ""SUPPORT""}"
217	216	9	Acquired Immunodeficiency Syndrome	Acquired_Immunodeficiency_Syndrome.yaml	has_subtypes	0	evidence	0	PMID:3608570	SUPPORT		Aside from opportunistic infections, several neoplasms have been identified as part of the spectrum of acquired immunodeficiency syndrome (AIDS) as defined by the Centers for Disease Control.	The reference explicitly mentions that opportunistic infections and certain cancers (neoplasms) are part of the spectrum of AIDS, fitting the definition of AIDS-defining conditions provided in the statement.	"{""explanation"": ""The reference explicitly mentions that opportunistic infections and certain cancers (neoplasms) are part of the spectrum of AIDS, fitting the definition of AIDS-defining conditions provided in the statement."", ""reference"": ""PMID:3608570"", ""snippet"": ""Aside from opportunistic infections, several neoplasms have been identified as part of the spectrum of acquired immunodeficiency syndrome (AIDS) as defined by the Centers for Disease Control."", ""supports"": ""SUPPORT""}"
