assertion_id	disorder_id	disorder_name	source_file	section	section_index	name	description	category	frequency	diagnostic	context	subtype	role	presence	association	accession	age_range	background	base_model	classification	clinical_significance	consequence	data_type	de_novo_rate	definition_type	duration	effect	expressivity	features	genotype	incubation_days	incubation_years	markers	maximum_value	mean_range	minimum_value	model_format	model_id	model_software	model_type	notes	parent_of_origin_effect	penetrance	percentage	phase	platform	population	publication	repository_url	results	review_notes	sample_count	scope	sequence_length	severity	species	specificity	status	subtype_frequency	title	type	unit	scalar_fields_json	complex_fields_json	raw_json
154	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	0	NCT00421993	Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks.																																						PHASE_III													COMPLETED					"{""description"": ""Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks."", ""name"": ""NCT00421993"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED""}"	{}	"{""description"": ""Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks."", ""evidence"": [{""explanation"": ""The trial evaluates a combination topical therapy specifically in participants with acne vulgaris."", ""reference"": ""clinicaltrials:NCT00421993"", ""snippet"": ""This is a multi-center, randomized, double-blind, parallel group study with 12 weeks of treatment of acne vulgaris."", ""supports"": ""SUPPORT""}], ""name"": ""NCT00421993"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED"", ""target_phenotypes"": [{""preferred_term"": ""comedonal acne"", ""term"": {""id"": ""HP:0040137"", ""label"": ""Comedonal acne""}}, {""preferred_term"": ""erythematous papule"", ""term"": {""id"": ""HP:0030350"", ""label"": ""Erythematous papule""}}, {""preferred_term"": ""pustule"", ""term"": {""id"": ""HP:0200039"", ""label"": ""Pustule""}}]}"
155	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	1	NCT02249767	Double-blind, randomized, parallel-group study assessing tretinoin gel bioequivalence in patients with mild acne vulgaris.																																						PHASE_III													COMPLETED					"{""description"": ""Double-blind, randomized, parallel-group study assessing tretinoin gel bioequivalence in patients with mild acne vulgaris."", ""name"": ""NCT02249767"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED""}"	{}	"{""description"": ""Double-blind, randomized, parallel-group study assessing tretinoin gel bioequivalence in patients with mild acne vulgaris."", ""evidence"": [{""explanation"": ""This study explicitly enrolls participants with acne vulgaris and evaluates topical tretinoin treatment."", ""reference"": ""clinicaltrials:NCT02249767"", ""snippet"": ""Normal, healthy male and female children and adults (i.e., ages 12 to 40 years) with at least Grade 2 (i.e., mild severity) acne vulgaris were treated on the full face once daily for 84 days with the Tretinoin Gel 0.05%, Brand (tretinoin) Gel 0.05%, or Gel Vehicle."", ""supports"": ""SUPPORT""}], ""name"": ""NCT02249767"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED"", ""target_phenotypes"": [{""preferred_term"": ""comedonal acne"", ""term"": {""id"": ""HP:0040137"", ""label"": ""Comedonal acne""}}, {""preferred_term"": ""erythematous papule"", ""term"": {""id"": ""HP:0030350"", ""label"": ""Erythematous papule""}}]}"
673	28	Asthma	Asthma.yaml	clinical_trials	0	NCT05813288	A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease.																																						PHASE_III													COMPLETED					"{""description"": ""A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease."", ""name"": ""NCT05813288"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED""}"	{}	"{""description"": ""A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease."", ""evidence"": [{""explanation"": ""This trial directly evaluates a therapeutic approach for severe eosinophilic asthma, a well-defined phenotype of asthma, and represents current research into treatment options for this severe form of the disease."", ""reference"": ""clinicaltrials:NCT05813288"", ""snippet"": ""The objective of this clinical study is to investigate the safety, tolerability, and efficacy of dexpramipexole in participants with inadequately controlled severe eosinophilic asthma."", ""supports"": ""SUPPORT""}], ""name"": ""NCT05813288"", ""phase"": ""PHASE_III"", ""status"": ""COMPLETED"", ""target_phenotypes"": [{""preferred_term"": ""Wheezing"", ""term"": {""id"": ""HP:0030828"", ""label"": ""Wheezing""}}, {""preferred_term"": ""Breathlessness"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}, {""preferred_term"": ""Chest Tightness"", ""term"": {""id"": ""HP:0031352"", ""label"": ""Chest tightness""}}, {""preferred_term"": ""Coughing"", ""term"": {""id"": ""HP:0012735"", ""label"": ""Cough""}}]}"
913	39	Bacterial meningitis	Bacterial_meningitis.yaml	clinical_trials	0	NCT02591290	Two-dose MenACWY (Menactra) immunogenicity and safety in healthy Japanese adults.																																						PHASE_IV													COMPLETED					"{""description"": ""Two-dose MenACWY (Menactra) immunogenicity and safety in healthy Japanese adults."", ""name"": ""NCT02591290"", ""phase"": ""PHASE_IV"", ""status"": ""COMPLETED""}"	{}	"{""description"": ""Two-dose MenACWY (Menactra) immunogenicity and safety in healthy Japanese adults."", ""evidence"": [{""explanation"": ""MenACWY conjugate vaccine immune response data relevant to bacterial meningitis prevention."", ""reference"": ""clinicaltrials:NCT02591290"", ""snippet"": ""evaluate and describe the immune responses to meningococcal antigens (serogroups A,C, Y and W-135) at 28 days following each vaccination with SP284 vaccine"", ""supports"": ""SUPPORT""}], ""name"": ""NCT02591290"", ""phase"": ""PHASE_IV"", ""status"": ""COMPLETED""}"
914	39	Bacterial meningitis	Bacterial_meningitis.yaml	clinical_trials	1	NCT07062445	Prospective Brazilian pediatric registry capturing acute treatment and long-term outcomes in infectious meningitis.																																						NOT_APPLICABLE													NOT_RECRUITING					"{""description"": ""Prospective Brazilian pediatric registry capturing acute treatment and long-term outcomes in infectious meningitis."", ""name"": ""NCT07062445"", ""phase"": ""NOT_APPLICABLE"", ""status"": ""NOT_RECRUITING""}"	{}	"{""description"": ""Prospective Brazilian pediatric registry capturing acute treatment and long-term outcomes in infectious meningitis."", ""evidence"": [{""explanation"": ""Real-world registry to characterize management and outcomes in pediatric meningitis, informing care protocols."", ""reference"": ""clinicaltrials:NCT07062445"", ""snippet"": ""Prospective, multicenter, observational clinical registry of pediatric patients with acute infectious meningitis"", ""supports"": ""SUPPORT""}], ""name"": ""NCT07062445"", ""phase"": ""NOT_APPLICABLE"", ""status"": ""NOT_RECRUITING""}"
1124	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	0	NCT02958917	Randomized, double-blind, placebo-controlled study evaluating pirfenidone in fibrotic hypersensitivity pneumonitis.																																						PHASE_II													TERMINATED					"{""description"": ""Randomized, double-blind, placebo-controlled study evaluating pirfenidone in fibrotic hypersensitivity pneumonitis."", ""name"": ""NCT02958917"", ""phase"": ""PHASE_II"", ""status"": ""TERMINATED""}"	{}	"{""description"": ""Randomized, double-blind, placebo-controlled study evaluating pirfenidone in fibrotic hypersensitivity pneumonitis."", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""The registry entry specifies the trial population and disease focus."", ""reference"": ""clinicaltrials:NCT02958917"", ""snippet"": ""Patients are being offered participation in this pirfenidone trial because They have been diagnosed with fibrotic hypersensitivity pneumonitis (FHP), a type of interstitial lung disease (ILD)."", ""supports"": ""SUPPORT""}], ""name"": ""NCT02958917"", ""phase"": ""PHASE_II"", ""status"": ""TERMINATED"", ""target_phenotypes"": [{""preferred_term"": ""Dyspnea"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}, {""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}]}"
1125	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	1	NCT02496182	Study evaluating addition of pirfenidone to prednisone and azathioprine in chronic hypersensitivity pneumonitis with pulmonary fibrosis.																																		ClinicalTrials.gov lists Phase 2 and Phase 3 for this study.				PHASE_II													UNKNOWN					"{""description"": ""Study evaluating addition of pirfenidone to prednisone and azathioprine in chronic hypersensitivity pneumonitis with pulmonary fibrosis."", ""name"": ""NCT02496182"", ""notes"": ""ClinicalTrials.gov lists Phase 2 and Phase 3 for this study."", ""phase"": ""PHASE_II"", ""status"": ""UNKNOWN""}"	{}	"{""description"": ""Study evaluating addition of pirfenidone to prednisone and azathioprine in chronic hypersensitivity pneumonitis with pulmonary fibrosis."", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""The registry summary outlines treatment strategy and target population."", ""reference"": ""clinicaltrials:NCT02496182"", ""snippet"": ""the investigators propose to evaluate the addition of Pirfenidone to the actual treatment with Prednisone and Azathioprine in the treatment of patients with Pulmonary Fibrosis secondary to a Chronic Hypersensitivity Pneumonitis."", ""supports"": ""SUPPORT""}], ""name"": ""NCT02496182"", ""notes"": ""ClinicalTrials.gov lists Phase 2 and Phase 3 for this study."", ""phase"": ""PHASE_II"", ""status"": ""UNKNOWN"", ""target_phenotypes"": [{""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}, {""preferred_term"": ""Cough"", ""term"": {""id"": ""HP:0012735"", ""label"": ""Cough""}}]}"
1126	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	2	NCT04844359	Observational study developing and validating a prognostic blood transcriptomic signature in chronic hypersensitivity pneumonitis.																																						NOT_APPLICABLE													ACTIVE_NOT_RECRUITING					"{""description"": ""Observational study developing and validating a prognostic blood transcriptomic signature in chronic hypersensitivity pneumonitis."", ""name"": ""NCT04844359"", ""phase"": ""NOT_APPLICABLE"", ""status"": ""ACTIVE_NOT_RECRUITING""}"	{}	"{""description"": ""Observational study developing and validating a prognostic blood transcriptomic signature in chronic hypersensitivity pneumonitis."", ""evidence"": [{""evidence_source"": ""HUMAN_CLINICAL"", ""explanation"": ""The registry summary describes enrollment and biomarker-focused outcomes."", ""reference"": ""clinicaltrials:NCT04844359"", ""snippet"": ""Up to 150 patients with hypersensitivity pneumonitis will be enrolled at 7 clinical centers across the United States. Patients will be followed for 24 months to determine if biomarkers in the blood can predict disease progression."", ""supports"": ""SUPPORT""}], ""name"": ""NCT04844359"", ""phase"": ""NOT_APPLICABLE"", ""status"": ""ACTIVE_NOT_RECRUITING"", ""target_phenotypes"": [{""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}, {""preferred_term"": ""Dyspnea"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}]}"
1770	75	Coronary Artery Disease	Coronary_Artery_Disease.yaml	clinical_trials	0	NCT05018247	Prospective randomized study comparing early revascularization guided by PET-quantified coronary flow capacity versus optimal medical therapy alone in stable ischemic heart disease.																																						NOT_APPLICABLE																		"{""description"": ""Prospective randomized study comparing early revascularization guided by PET-quantified coronary flow capacity versus optimal medical therapy alone in stable ischemic heart disease."", ""name"": ""NCT05018247"", ""phase"": ""NOT_APPLICABLE""}"	{}	"{""description"": ""Prospective randomized study comparing early revascularization guided by PET-quantified coronary flow capacity versus optimal medical therapy alone in stable ischemic heart disease."", ""evidence"": [{""explanation"": ""The trial directly tests a revascularization strategy for stable ischemic coronary disease, informing interventional management."", ""reference"": ""clinicaltrials:NCT05018247"", ""snippet"": ""To compare the impact of revascularization and Optimal Medical Treatment (OMT) on the extent of severely reduced coronary flow capacity in stable ischemic heart disease."", ""supports"": ""SUPPORT""}], ""name"": ""NCT05018247"", ""phase"": ""NOT_APPLICABLE""}"
2520	111	FICUS syndrome	FICUS_syndrome.yaml	clinical_trials	0	NCT05280691	"Cluster-randomized superiority trial of a multicomponent, nurse-led family support intervention in adult intensive care units.
"																																																								"{""description"": ""Cluster-randomized superiority trial of a multicomponent, nurse-led family support intervention in adult intensive care units.\n"", ""name"": ""NCT05280691""}"	{}	"{""description"": ""Cluster-randomized superiority trial of a multicomponent, nurse-led family support intervention in adult intensive care units.\n"", ""evidence"": [{""explanation"": ""This trial evaluates a family support intervention and targets family outcomes relevant to FICUS."", ""reference"": ""clinicaltrials:NCT05280691"", ""snippet"": ""The primary study endpoint is quality of family care, operationalized as family members' satisfaction with ICU care at discharge."", ""supports"": ""SUPPORT""}], ""name"": ""NCT05280691""}"
