descriptor_id	assertion_id	disorder_id	disorder_name	source_file	section	section_index	section_name	section_description	path	root_field	parent_path	parent_name	parent_description	preferred_term	term_id	term_label	description	raw_json	postcomp_located_in	postcomp_located_in_ids	postcomp_modifier	postcomp_therapeutic_agent	postcomp_therapeutic_agent_ids	qualifier_clinical_course	qualifier_clinical_course_ids	qualifier_clinical_course_predicate_ids	qualifier_has_participant	qualifier_has_participant_ids	qualifier_has_participant_predicate_ids	qualifier_immunologic_factor	qualifier_immunologic_factor_ids	qualifier_immunologic_factor_predicate_ids	qualifier_monoclonal_antibody_predicate_ids	qualifier_route_of_administration	qualifier_route_of_administration_ids	qualifier_route_of_administration_predicate_ids	qualifier_surgical_procedure	qualifier_surgical_procedure_ids	qualifier_surgical_procedure_predicate_ids	qualifier_therapeutic_agent	qualifier_therapeutic_agent_ids	qualifier_therapeutic_agent_predicate_ids	qualifier_therapeutic_procedure	qualifier_therapeutic_procedure_ids	qualifier_therapeutic_procedure_predicate_ids
164	154	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	0	NCT00421993	Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks.	target_phenotypes[0]	target_phenotypes	target_phenotypes			comedonal acne	HP:0040137	Comedonal acne		"{""preferred_term"": ""comedonal acne"", ""term"": {""id"": ""HP:0040137"", ""label"": ""Comedonal acne""}}"																											
165	154	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	0	NCT00421993	Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks.	target_phenotypes[1]	target_phenotypes	target_phenotypes			erythematous papule	HP:0030350	Erythematous papule		"{""preferred_term"": ""erythematous papule"", ""term"": {""id"": ""HP:0030350"", ""label"": ""Erythematous papule""}}"																											
166	154	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	0	NCT00421993	Multicenter, randomized, double-blind trial comparing adapalene/benzoyl peroxide gel with monotherapies and vehicle in acne vulgaris over 12 weeks.	target_phenotypes[2]	target_phenotypes	target_phenotypes			pustule	HP:0200039	Pustule		"{""preferred_term"": ""pustule"", ""term"": {""id"": ""HP:0200039"", ""label"": ""Pustule""}}"																											
167	155	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	1	NCT02249767	Double-blind, randomized, parallel-group study assessing tretinoin gel bioequivalence in patients with mild acne vulgaris.	target_phenotypes[0]	target_phenotypes	target_phenotypes			comedonal acne	HP:0040137	Comedonal acne		"{""preferred_term"": ""comedonal acne"", ""term"": {""id"": ""HP:0040137"", ""label"": ""Comedonal acne""}}"																											
168	155	8	Acne Vulgaris	Acne_Vulgaris.yaml	clinical_trials	1	NCT02249767	Double-blind, randomized, parallel-group study assessing tretinoin gel bioequivalence in patients with mild acne vulgaris.	target_phenotypes[1]	target_phenotypes	target_phenotypes			erythematous papule	HP:0030350	Erythematous papule		"{""preferred_term"": ""erythematous papule"", ""term"": {""id"": ""HP:0030350"", ""label"": ""Erythematous papule""}}"																											
729	673	28	Asthma	Asthma.yaml	clinical_trials	0	NCT05813288	A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease.	target_phenotypes[0]	target_phenotypes	target_phenotypes			Wheezing	HP:0030828	Wheezing		"{""preferred_term"": ""Wheezing"", ""term"": {""id"": ""HP:0030828"", ""label"": ""Wheezing""}}"																											
730	673	28	Asthma	Asthma.yaml	clinical_trials	0	NCT05813288	A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease.	target_phenotypes[1]	target_phenotypes	target_phenotypes			Breathlessness	HP:0002094	Dyspnea		"{""preferred_term"": ""Breathlessness"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}"																											
731	673	28	Asthma	Asthma.yaml	clinical_trials	0	NCT05813288	A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease.	target_phenotypes[2]	target_phenotypes	target_phenotypes			Chest Tightness	HP:0031352	Chest tightness		"{""preferred_term"": ""Chest Tightness"", ""term"": {""id"": ""HP:0031352"", ""label"": ""Chest tightness""}}"																											
732	673	28	Asthma	Asthma.yaml	clinical_trials	0	NCT05813288	A randomized, double-blind, placebo-controlled study to assess the efficacy, safety, and tolerability of dexpramipexole in participants with severe eosinophilic asthma. The trial evaluated a novel oral treatment approach over 52 weeks in patients with inadequately controlled disease.	target_phenotypes[3]	target_phenotypes	target_phenotypes			Coughing	HP:0012735	Cough		"{""preferred_term"": ""Coughing"", ""term"": {""id"": ""HP:0012735"", ""label"": ""Cough""}}"																											
1121	1124	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	0	NCT02958917	Randomized, double-blind, placebo-controlled study evaluating pirfenidone in fibrotic hypersensitivity pneumonitis.	target_phenotypes[0]	target_phenotypes	target_phenotypes			Dyspnea	HP:0002094	Dyspnea		"{""preferred_term"": ""Dyspnea"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}"																											
1122	1124	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	0	NCT02958917	Randomized, double-blind, placebo-controlled study evaluating pirfenidone in fibrotic hypersensitivity pneumonitis.	target_phenotypes[1]	target_phenotypes	target_phenotypes			Pulmonary fibrosis	HP:0002206	Pulmonary fibrosis		"{""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}"																											
1123	1125	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	1	NCT02496182	Study evaluating addition of pirfenidone to prednisone and azathioprine in chronic hypersensitivity pneumonitis with pulmonary fibrosis.	target_phenotypes[0]	target_phenotypes	target_phenotypes			Pulmonary fibrosis	HP:0002206	Pulmonary fibrosis		"{""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}"																											
1124	1125	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	1	NCT02496182	Study evaluating addition of pirfenidone to prednisone and azathioprine in chronic hypersensitivity pneumonitis with pulmonary fibrosis.	target_phenotypes[1]	target_phenotypes	target_phenotypes			Cough	HP:0012735	Cough		"{""preferred_term"": ""Cough"", ""term"": {""id"": ""HP:0012735"", ""label"": ""Cough""}}"																											
1125	1126	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	2	NCT04844359	Observational study developing and validating a prognostic blood transcriptomic signature in chronic hypersensitivity pneumonitis.	target_phenotypes[0]	target_phenotypes	target_phenotypes			Pulmonary fibrosis	HP:0002206	Pulmonary fibrosis		"{""preferred_term"": ""Pulmonary fibrosis"", ""term"": {""id"": ""HP:0002206"", ""label"": ""Pulmonary fibrosis""}}"																											
1126	1126	47	Bird Fancier's Lung	Bird_Fanciers_Lung.yaml	clinical_trials	2	NCT04844359	Observational study developing and validating a prognostic blood transcriptomic signature in chronic hypersensitivity pneumonitis.	target_phenotypes[1]	target_phenotypes	target_phenotypes			Dyspnea	HP:0002094	Dyspnea		"{""preferred_term"": ""Dyspnea"", ""term"": {""id"": ""HP:0002094"", ""label"": ""Dyspnea""}}"																											
