curie,label,retrieved_at
GO:0006590,thyroid hormone generation,2026-03-17T19:37:08.060930
GO:0006591,ornithine metabolic process,2026-04-04T12:31:36.606401
GO:0006592,ornithine biosynthetic process,2026-05-20T04:24:20.491736
GO:0006593,L-ornithine catabolic process,2026-05-19T10:57:33.908145
GO:0006600,creatine metabolic process,2026-05-02T23:38:33.269290
GO:0006601,creatine biosynthetic process,2026-03-17T19:37:13.349696
GO:0006603,phosphocreatine metabolic process,2026-03-17T19:37:13.353440
GO:0006622,protein targeting to lysosome,2026-05-07T21:43:50.471917
GO:0006629,lipid metabolic process,2026-03-17T19:24:31.277279
GO:0006631,fatty acid metabolic process,2026-05-06T20:34:42.678520
GO:0006633,fatty acid biosynthetic process,2026-03-17T19:28:04.846467
GO:0006635,fatty acid beta-oxidation,2026-03-17T19:23:40.046137
GO:0006644,phospholipid metabolic process,2026-03-17T19:51:54.938145
GO:0006681,galactosylceramide metabolic process,2026-03-14T22:21:03.298592
GO:0006683,galactosylceramide catabolic process,2026-03-14T22:21:43.750947
GO:0006687,glycosphingolipid metabolic process,2026-03-17T19:51:16.265295
GO:0006688,glycosphingolipid biosynthetic process,2026-05-04T06:51:43.489161
GO:0006689,ganglioside catabolic process,2026-03-17T19:53:27.688807
GO:0006694,steroid biosynthetic process,2026-03-17T19:26:04.814991
GO:0006695,cholesterol biosynthetic process,2026-04-12T18:22:47.940716
GO:0006699,bile acid biosynthetic process,2026-03-17T19:48:22.554890
GO:0006700,C21-steroid hormone biosynthetic process,2026-05-07T09:32:37.581104
GO:0006702,androgen biosynthetic process,2026-03-17T19:48:58.751837
GO:0006703,estrogen biosynthetic process,2026-03-17T19:26:04.812073
GO:0006704,glucocorticoid biosynthetic process,2026-03-17T19:24:44.556388
GO:0006705,mineralocorticoid biosynthetic process,2026-03-17T19:24:44.562781
GO:0006707,cholesterol catabolic process,2026-05-03T12:52:23.998312
GO:0006729,tetrahydrobiopterin biosynthetic process,2026-05-05T23:18:56.727616
GO:0006730,one-carbon metabolic process,2026-03-17T19:46:28.388356
GO:0006740,NADPH regeneration,2026-03-17T19:36:40.805146
GO:0006744,ubiquinone biosynthetic process,2026-04-30T14:24:13.086123
GO:0006747,FAD biosynthetic process,2026-05-18T12:06:42.513841
GO:0006749,glutathione metabolic process,2026-03-17T19:25:59.081253
GO:0006750,glutathione biosynthetic process,2026-05-20T03:12:29.081329
GO:0006754,ATP biosynthetic process,2026-03-17T19:42:21.142116
GO:0006768,biotin metabolic process,2026-03-17T19:28:04.832743
GO:0006769,nicotinamide metabolic process,2026-05-18T02:21:01.428499
GO:0006772,thiamine metabolic process,2026-05-19T11:28:50.540026
GO:0006778,porphyrin-containing compound metabolic process,2026-05-10T11:38:18.766053
GO:0006783,heme biosynthetic process,2026-03-17T19:41:43.352073
GO:0006784,heme A biosynthetic process,2026-05-30T19:16:57.577918
GO:0006785,heme B biosynthetic process,2026-03-17T19:41:34.684654
GO:0006788,heme oxidation,2026-05-09T06:10:15.057240
GO:0006789,bilirubin conjugation,2026-03-19T19:30:11.553136
GO:0006796,phosphate-containing compound metabolic process,2026-05-05T00:05:23.760366
GO:0006801,superoxide metabolic process,2026-03-17T19:39:23.809799
GO:0006807,obsolete nitrogen compound metabolic process,2026-03-17T19:29:18.793419
GO:0006809,nitric oxide biosynthetic process,2026-03-17T19:25:56.227402
GO:0006811,monoatomic ion transport,2026-03-17T19:51:57.934366
GO:0006813,potassium ion transport,2026-03-17T19:24:44.565714
GO:0006814,sodium ion transport,2026-03-12T04:45:59.467482
GO:0006816,calcium ion transport,2026-03-17T19:39:29.630733
GO:0006817,phosphate ion transport,2026-03-17T19:29:01.469668
GO:0006820,monoatomic anion transport,2026-05-20T11:44:27.736161
GO:0006821,chloride transport,2026-03-12T04:45:59.463364
GO:0006825,copper ion transport,2026-03-17T19:43:57.258986
GO:0006826,iron ion transport,2026-03-17T19:25:23.362127
GO:0006833,water transport,2026-04-23T03:25:22.100301
GO:0006836,neurotransmitter transport,2026-03-17T19:25:11.639574
GO:0006839,mitochondrial transport,2026-03-17T19:49:23.932979
GO:0006853,carnitine shuttle,2026-03-17T19:29:24.498057
GO:0006868,L-glutamine transport,2026-05-28T11:11:10.356919
GO:0006869,lipid transport,2026-03-14T22:26:23.292631
GO:0006873,intracellular monoatomic ion homeostasis,2026-03-19T19:16:06.649848
GO:0006874,intracellular calcium ion homeostasis,2026-03-17T19:29:36.794000
GO:0006879,intracellular iron ion homeostasis,2026-03-17T19:25:23.359757
GO:0006884,cell volume homeostasis,2026-05-04T22:55:39.406144
GO:0006885,regulation of pH,2026-05-03T15:57:51.435865
GO:0006886,intracellular protein transport,2026-05-09T22:06:53.242248
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,2026-03-17T19:45:49.762976
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",2026-03-17T19:29:53.392070
GO:0006891,intra-Golgi vesicle-mediated transport,2026-05-18T00:02:59.859146
GO:0006897,endocytosis,2026-03-17T19:29:53.388603
GO:0006898,receptor-mediated endocytosis,2026-03-17T19:29:01.462558
GO:0006909,phagocytosis,2026-03-17T19:25:32.234821
GO:0006913,nucleocytoplasmic transport,2026-05-23T20:29:53.030603
GO:0006914,autophagy,2026-03-17T19:25:11.636810
GO:0006915,apoptotic process,2026-03-17T19:24:07.335730
GO:0006924,activation-induced cell death of T cells,2026-04-12T10:22:15.179374
GO:0006936,muscle contraction,2026-03-17T19:29:10.138447
GO:0006937,regulation of muscle contraction,2026-03-17T19:50:51.262756
GO:0006939,smooth muscle contraction,2026-03-17T19:22:36.914433
GO:0006950,response to stress,2026-03-17T19:24:44.560771
GO:0006953,acute-phase response,2026-04-26T20:18:20.885183
GO:0006954,inflammatory response,2026-03-12T04:45:59.483216
GO:0006955,immune response,2026-03-14T22:19:06.110101
GO:0006956,complement activation,2026-03-17T19:24:58.007176
GO:0006957,"complement activation, alternative pathway",2026-04-14T13:46:22.792320
GO:0006958,"complement activation, classical pathway",2026-03-17T19:33:59.612008
GO:0006959,humoral immune response,2026-04-28T16:59:55.639958
GO:0006968,cellular defense response,2026-05-06T22:41:59.362798
GO:0006974,DNA damage response,2026-03-17T19:24:47.723536
GO:0006979,response to oxidative stress,2026-03-17T19:23:56.867567
GO:0006986,response to unfolded protein,2026-03-17T19:32:55.080174
GO:0006998,nuclear envelope organization,2026-03-17T19:45:49.768367
GO:0007004,telomere maintenance via telomerase,2026-03-17T19:36:35.237201
GO:0007005,mitochondrion organization,2026-03-17T19:24:14.202602
GO:0007009,plasma membrane organization,2026-04-25T22:27:23.383985
GO:0007010,cytoskeleton organization,2026-03-17T19:38:36.792048
GO:0007015,actin filament organization,2026-03-17T19:41:37.608357
GO:0007018,microtubule-based movement,2026-03-17T19:48:45.503338
GO:0007019,microtubule depolymerization,2026-03-17T19:25:32.212005
GO:0007020,microtubule nucleation,2026-05-16T19:33:37.368531
GO:0007030,Golgi organization,2026-05-07T12:01:56.263992
GO:0007031,peroxisome organization,2026-03-17T19:48:22.595542
GO:0007032,endosome organization,2026-04-12T18:23:36.674580
GO:0007035,vacuolar acidification,2026-05-09T14:34:54.870512
GO:0007039,protein catabolic process in the vacuole,2026-05-13T21:44:14.379621
GO:0007040,lysosome organization,2026-03-17T19:32:20.549397
GO:0007041,lysosomal transport,2026-03-17T19:25:32.264122
GO:0007043,cell-cell junction assembly,2026-04-14T19:56:56.077929
GO:0007049,cell cycle,2026-04-12T22:50:17.881659
GO:0007051,spindle organization,2026-05-13T16:41:25.528392
GO:0007052,mitotic spindle organization,2026-05-07T23:04:40.503640
GO:0007059,chromosome segregation,2026-03-17T19:47:31.569762
GO:0007062,sister chromatid cohesion,2026-05-03T19:23:06.553696
GO:0007094,mitotic spindle assembly checkpoint signaling,2026-05-11T08:59:36.460843
GO:0007098,centrosome cycle,2026-05-13T16:41:25.537564
GO:0007099,centriole replication,2026-05-09T18:41:32.139522
GO:0007107,membrane addition at site of cytokinesis,2026-03-17T19:35:01.280746
GO:0007127,meiosis I,2026-05-28T08:12:08.118144
GO:0007129,homologous chromosome pairing at meiosis,2026-05-28T08:12:08.102894
GO:0007130,synaptonemal complex assembly,2026-05-28T08:12:08.074055
GO:0007155,cell adhesion,2026-03-17T19:28:40.627378
GO:0007159,leukocyte cell-cell adhesion,2026-05-06T22:41:59.349274
GO:0007160,cell-matrix adhesion,2026-03-17T19:33:32.260574
GO:0007165,signal transduction,2026-03-17T19:26:10.320376
GO:0007168,receptor guanylyl cyclase signaling pathway,2026-04-30T14:16:38.172010
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,2026-03-17T19:37:27.846527
GO:0007173,epidermal growth factor receptor signaling pathway,2026-03-17T19:33:40.868901
GO:0007179,transforming growth factor beta receptor signaling pathway,2026-03-17T19:27:50.100852
GO:0007186,G protein-coupled receptor signaling pathway,2026-05-08T12:02:59.079870
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,2026-03-17T19:50:01.618345
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,2026-03-17T19:29:53.399208
GO:0007210,serotonin receptor signaling pathway,2026-03-17T19:43:02.304194
GO:0007212,G protein-coupled dopamine receptor signaling pathway,2026-03-17T19:43:02.310137
GO:0007214,gamma-aminobutyric acid signaling pathway,2026-03-17T19:31:03.718553
GO:0007215,glutamate receptor signaling pathway,2026-03-17T19:26:42.395485
GO:0007218,neuropeptide signaling pathway,2026-04-28T22:02:29.377654
GO:0007219,Notch signaling pathway,2026-03-17T19:28:37.350470
GO:0007224,smoothened signaling pathway,2026-03-17T19:27:35.376952
GO:0007229,integrin-mediated signaling pathway,2026-03-17T19:33:59.601619
GO:0007249,canonical NF-kappaB signal transduction,2026-03-17T19:25:32.236868
GO:0007254,JNK cascade,2026-03-17T19:42:14.779674
GO:0007259,cell surface receptor signaling pathway via JAK-STAT,2026-03-17T19:24:03.764497
GO:0007263,nitric oxide mediated signal transduction,2026-03-17T19:26:07.646770
GO:0007264,small GTPase-mediated signal transduction,2026-03-17T19:40:50.421795
GO:0007265,Ras protein signal transduction,2026-03-17T19:31:40.095186
GO:0007266,Rho protein signal transduction,2026-04-30T14:17:46.850831
GO:0007267,cell-cell signaling,2026-03-17T19:41:04.546287
GO:0007268,chemical synaptic transmission,2026-03-17T19:28:10.708905
GO:0007269,neurotransmitter secretion,2026-03-17T19:25:32.215338
GO:0007271,"synaptic transmission, cholinergic",2026-03-23T15:09:25.271159
GO:0007274,neuromuscular synaptic transmission,2026-03-17T19:45:17.522512
GO:0007281,germ cell development,2026-03-17T19:53:34.015795
GO:0007283,spermatogenesis,2026-03-17T19:41:13.612959
GO:0007292,female gamete generation,2026-05-27T19:03:39.058417
GO:0007368,determination of left/right symmetry,2026-03-17T19:49:29.604648
GO:0007398,ectoderm development,2026-04-24T21:27:15.220102
GO:0007399,nervous system development,2026-03-14T22:26:23.295998
GO:0007409,axonogenesis,2026-03-17T19:24:14.213266
GO:0007411,axon guidance,2026-04-28T22:03:15.666987
GO:0007416,synapse assembly,2026-03-17T19:33:29.034823
GO:0007417,central nervous system development,2026-04-25T22:48:19.534389
GO:0007420,brain development,2026-05-02T02:01:17.958816
GO:0007422,peripheral nervous system development,2026-05-03T05:46:00.916000
GO:0007507,heart development,2026-03-09T01:28:22.837110
GO:0007519,skeletal muscle tissue development,2026-05-13T16:46:21.812622
GO:0007530,sex determination,2026-05-08T09:13:09.872709
GO:0007548,sex differentiation,2026-05-08T02:02:20.153356
GO:0007586,digestion,2026-03-17T19:32:49.082111
GO:0007596,blood coagulation,2026-03-17T19:24:07.349247
GO:0007597,"blood coagulation, intrinsic pathway",2026-04-25T22:42:37.276858
GO:0007599,hemostasis,2026-05-18T10:49:24.775689
GO:0007601,visual perception,2026-03-17T19:24:27.681670
GO:0007603,"phototransduction, visible light",2026-04-22T23:10:38.176775
GO:0007605,sensory perception of sound,2026-03-17T19:41:28.684388
GO:0007610,behavior,2026-04-28T10:03:53.538737
GO:0007612,learning,2026-04-26T05:32:50.648787
GO:0007613,memory,2026-03-17T19:42:21.134757
GO:0007614,short-term memory,2026-04-30T14:22:54.426534
GO:0007623,circadian rhythm,2026-03-17T19:28:10.713125
GO:0007631,feeding behavior,2026-03-17T19:46:37.581763
GO:0008015,blood circulation,2026-05-04T22:01:55.350043
GO:0008016,regulation of heart contraction,2026-03-17T19:38:06.670172
GO:0008045,motor neuron axon guidance,2026-05-08T00:55:06.510191
GO:0008089,anterograde axonal transport,2026-03-17T19:25:35.372720
GO:0008093,cytoskeletal anchor activity,2026-03-17T19:38:36.801668
GO:0008104,intracellular protein localization,2026-05-08T00:55:06.480407
GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,2026-05-18T07:50:24.506430
GO:0008137,NADH dehydrogenase (ubiquinone) activity,2026-05-30T19:45:32.313075
GO:0008152,metabolic process,2026-03-19T16:00:23.267637
GO:0008168,methyltransferase activity,2026-05-19T23:05:32.354264
GO:0008203,cholesterol metabolic process,2026-03-17T19:35:09.732940
GO:0008206,bile acid metabolic process,2026-03-17T19:49:20.756695
GO:0008209,androgen metabolic process,2026-03-17T19:26:04.817838
GO:0008211,glucocorticoid metabolic process,2026-05-10T01:30:29.695960
GO:0008217,regulation of blood pressure,2026-03-17T19:34:39.333410
GO:0008219,cell death,2026-03-17T19:34:24.865550
GO:0008234,cysteine-type peptidase activity,2026-05-19T22:23:11.678337
GO:0008283,cell population proliferation,2026-03-17T19:24:03.766939
GO:0008284,positive regulation of cell population proliferation,2026-03-17T19:52:21.527184
GO:0008285,negative regulation of cell population proliferation,2026-03-17T19:39:52.945160
GO:0008286,insulin receptor signaling pathway,2026-03-17T19:32:49.055529
GO:0008330,protein tyrosine/threonine phosphatase activity,2026-05-19T22:05:20.618939
GO:0008354,germ cell migration,2026-05-09T10:14:58.699458
GO:0008356,asymmetric cell division,2026-05-07T23:56:02.372342
GO:0008360,regulation of cell shape,2026-03-17T19:51:57.917391
GO:0008366,axon ensheathment,2026-05-08T12:56:55.359953
GO:0008380,RNA splicing,2026-03-17T19:45:23.459647
GO:0008395,steroid hydroxylase activity,2026-05-05T02:52:37.621525
GO:0008406,gonad development,2026-04-13T22:43:18.854717
GO:0008449,N-acetylglucosamine-6-sulfatase activity,2026-05-20T06:59:41.039747
GO:0008484,sulfuric ester hydrolase activity,2026-05-06T15:44:26.064648
GO:0008511,sodium:potassium:chloride symporter activity,2026-04-22T22:11:11.306233
GO:0008521,acetyl-CoA transmembrane transporter activity,2026-05-18T19:13:51.845383
GO:0008543,fibroblast growth factor receptor signaling pathway,2026-03-17T19:24:24.326032
GO:0008544,epidermis development,2026-03-17T19:34:22.067672
GO:0008584,male gonad development,2026-05-08T09:13:09.883864
GO:0008585,female gonad development,2026-04-13T22:43:18.831987
GO:0008608,attachment of spindle microtubules to kinetochore,2026-05-11T08:59:36.470605
GO:0008610,lipid biosynthetic process,2026-03-17T19:39:14.987051
GO:0008611,ether lipid biosynthetic process,2026-03-17T19:48:22.549931
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,2026-04-26T20:12:09.248701
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,2026-03-17T19:38:06.664854
GO:0008654,phospholipid biosynthetic process,2026-05-19T17:12:38.649757
GO:0008705,methionine synthase activity,2026-05-20T00:35:17.780034
GO:0009055,electron transfer activity,2026-05-18T20:34:17.877628
GO:0009057,macromolecule catabolic process,2026-05-30T17:14:07.743977
GO:0009060,aerobic respiration,2026-05-04T19:38:41.650515
GO:0009063,amino acid catabolic process,2026-03-17T19:36:43.556883
GO:0009083,branched-chain amino acid catabolic process,2026-03-17T19:23:40.040700
GO:0009100,glycoprotein metabolic process,2026-05-18T07:50:24.586219
GO:0009107,lipoate biosynthetic process,2026-05-04T16:53:32.664591
GO:0009154,purine ribonucleotide catabolic process,2026-05-20T09:17:58.474876
GO:0009235,cobalamin metabolic process,2026-05-10T14:29:58.212451
GO:0009249,protein lipoylation,2026-03-17T19:42:03.171163
GO:0009266,response to temperature stimulus,2026-05-27T22:17:30.860713
GO:0009305,obsolete protein biotinylation,2026-03-17T19:28:04.836012
GO:0009306,protein secretion,2026-05-18T19:13:51.880818
GO:0009311,oligosaccharide metabolic process,2026-05-04T15:58:56.299536
GO:0009405,obsolete pathogenesis,2026-03-17T19:30:57.762160
GO:0009408,response to heat,2026-03-17T19:34:24.875090
GO:0009410,response to xenobiotic stimulus,2026-03-17T19:24:03.769752
GO:0009411,response to UV,2026-04-30T14:20:34.757664
GO:0009435,NAD+ biosynthetic process,2026-04-25T17:14:13.624803
GO:0009448,GABA metabolic process,2026-05-17T21:00:35.284762
GO:0009449,GABA biosynthetic process,2026-05-08T21:50:10.391908
GO:0009450,GABA catabolic process,2026-05-11T02:35:51.386659
GO:0009583,detection of light stimulus,2026-04-30T14:16:45.818516
GO:0009612,response to mechanical stimulus,2026-05-04T18:24:37.431412
GO:0009615,response to virus,2026-03-17T19:45:06.233885
GO:0009617,response to bacterium,2026-03-17T19:35:35.534459
GO:0009626,plant-type hypersensitive response,2026-03-17T19:51:57.925409
GO:0009649,entrainment of circadian clock,2026-03-17T19:32:23.338313
GO:0009755,hormone-mediated signaling pathway,2026-03-17T19:50:01.635347
GO:0009790,embryo development,2026-03-17T19:35:21.097253
GO:0009913,epidermal cell differentiation,2026-03-17T19:31:57.196319
GO:0009952,anterior/posterior pattern specification,2026-04-30T20:25:30.603529
GO:0010001,glial cell differentiation,2026-03-17T19:37:21.954992
GO:0010039,response to iron ion,2026-03-17T19:38:06.674253
GO:0010040,response to iron(II) ion,2026-03-17T19:38:06.682313
GO:0010248,establishment or maintenance of transmembrane electrochemical gradient,2026-04-30T14:19:46.180845
GO:0010447,response to acidic pH,2026-05-04T20:03:40.690058
GO:0010463,mesenchymal cell proliferation,2026-04-12T22:49:02.472516
GO:0010467,gene expression,2026-03-17T19:37:21.948837
GO:0010468,regulation of gene expression,2026-03-14T22:18:48.553269
GO:0010507,negative regulation of autophagy,2026-04-28T18:52:49.628895
GO:0010564,regulation of cell cycle process,2026-03-17T19:31:07.014997
GO:0010618,aerenchyma formation,2026-03-17T19:38:31.258787
GO:0010628,positive regulation of gene expression,2026-03-17T19:43:36.745037
GO:0010701,positive regulation of norepinephrine secretion,2026-03-17T19:49:12.209252
GO:0010742,macrophage derived foam cell differentiation,2026-03-17T19:39:14.993055
GO:0010818,T cell chemotaxis,2026-04-26T20:29:30.826266
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,2026-03-17T19:29:36.786084
GO:0010960,magnesium ion homeostasis,2026-04-22T22:11:11.529419
GO:0014033,neural crest cell differentiation,2026-05-04T18:56:08.575159
GO:0014046,dopamine secretion,2026-03-17T19:51:34.556390
GO:0014047,glutamate secretion,2026-03-20T13:15:30.299606
GO:0014722,regulation of skeletal muscle contraction by calcium ion signaling,2026-03-17T19:29:36.789828
GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,2026-04-04T11:51:03.938232
GO:0014829,vascular associated smooth muscle contraction,2026-03-17T19:50:34.777777
GO:0014902,myotube differentiation,2026-05-21T03:01:59.323737
GO:0015012,heparan sulfate proteoglycan biosynthetic process,2026-04-12T22:50:17.894244
GO:0015019,heparan-alpha-glucosaminide N-acetyltransferase activity,2026-05-20T06:59:41.030438
GO:0015020,glucuronosyltransferase activity,2026-05-08T00:59:01.999975
GO:0015031,protein transport,2026-04-12T10:22:19.565216
GO:0015068,glycine amidinotransferase activity,2026-05-02T23:38:33.257965
GO:0015074,DNA integration,2026-03-17T19:24:37.733585
GO:0015078,proton transmembrane transporter activity,2026-05-09T14:34:54.878060
GO:0015116,sulfate transmembrane transporter activity,2026-04-30T14:22:26.294093
GO:0015136,sialic acid transmembrane transporter activity,2026-05-05T22:47:41.477168
GO:0015152,glucose-6-phosphate transmembrane transporter activity,2026-05-05T04:04:16.608914
GO:0015171,amino acid transmembrane transporter activity,2026-05-11T01:27:08.556805
GO:0015175,neutral L-amino acid transmembrane transporter activity,2026-05-04T03:34:24.850209
GO:0015184,L-cystine transmembrane transporter activity,2026-05-05T05:44:02.461241
GO:0015187,glycine transmembrane transporter activity,2026-05-10T12:27:17.258959
GO:0015234,thiamine transmembrane transporter activity,2026-05-07T06:51:00.510874
GO:0015269,calcium-activated potassium channel activity,2026-05-09T14:34:54.856376
GO:0015379,potassium:chloride symporter activity,2026-05-04T22:55:39.397008
GO:0015464,acetylcholine receptor activity,2026-05-16T13:31:52.671089
GO:0015671,oxygen transport,2026-05-09T06:10:15.075110
GO:0015693,magnesium ion transport,2026-05-19T11:28:50.509843
GO:0015701,bicarbonate transport,2026-03-12T04:45:59.465596
GO:0015723,bilirubin transport,2026-03-19T19:30:11.559852
GO:0015739,sialic acid transport,2026-03-17T19:51:16.257923
GO:0015780,nucleotide-sugar transmembrane transport,2026-05-18T22:57:09.973064
GO:0015804,neutral amino acid transport,2026-03-17T19:43:16.567448
GO:0015810,aspartate transmembrane transport,2026-03-17T19:30:33.447354
GO:0015811,L-cystine transport,2026-05-05T05:44:02.469385
GO:0015822,ornithine transport,2026-05-11T01:27:08.567467
GO:0015824,proline transport,2026-03-17T19:29:24.487928
GO:0015827,tryptophan transport,2026-03-17T19:42:21.123009
GO:0015846,polyamine transport,2026-05-20T14:11:02.505090
GO:0015879,carnitine transport,2026-03-19T19:22:54.911824
GO:0015888,thiamine transport,2026-05-07T06:51:00.518795
GO:0015889,cobalamin transport,2026-05-10T14:06:06.140047
GO:0015908,fatty acid transport,2026-03-17T19:43:54.507467
GO:0015926,glucosidase activity,2026-04-14T00:55:08.449070
GO:0015937,coenzyme A biosynthetic process,2026-05-10T15:13:23.833565
GO:0015986,proton motive force-driven ATP synthesis,2026-05-20T08:12:32.577008
GO:0016032,viral process,2026-05-04T13:43:07.545089
GO:0016042,lipid catabolic process,2026-05-08T12:02:59.112386
GO:0016049,cell growth,2026-03-17T19:54:19.306717
GO:0016055,Wnt signaling pathway,2026-03-17T19:27:50.104730
GO:0016064,immunoglobulin mediated immune response,2026-05-05T18:10:36.147071
GO:0016079,synaptic vesicle exocytosis,2026-04-24T18:06:16.739746
GO:0016125,sterol metabolic process,2026-05-11T12:39:46.830687
GO:0016192,vesicle-mediated transport,2026-05-07T12:01:56.249904
GO:0016226,iron-sulfur cluster assembly,2026-03-17T19:35:43.668124
GO:0016234,inclusion body,2026-05-30T17:39:52.085065
GO:0016236,macroautophagy,2026-03-17T19:32:20.553331
GO:0016250,N-sulfoglucosamine sulfohydrolase activity,2026-05-20T06:59:41.012659
GO:0016264,gap junction assembly,2026-03-17T19:41:04.541365
GO:0016339,calcium-dependent cell-cell adhesion,2026-04-24T18:44:40.179536
GO:0016358,dendrite development,2026-05-02T01:33:39.526354
GO:0016444,somatic cell DNA recombination,2026-04-24T16:34:25.804518
GO:0016446,somatic hypermutation of immunoglobulin genes,2026-03-17T19:40:53.171964
GO:0016462,pyrophosphatase activity,2026-05-04T23:08:35.518982
GO:0016477,cell migration,2026-03-17T19:41:07.914746
GO:0016514,SWI/SNF complex,2026-03-17T19:31:06.998589
GO:0016525,negative regulation of angiogenesis,2026-05-04T14:07:55.768540
GO:0016529,sarcoplasmic reticulum,2026-03-17T19:29:27.345745
GO:0016558,protein import into peroxisome matrix,2026-03-17T19:48:22.589797
GO:0016567,protein ubiquitination,2026-03-17T19:25:11.641611
GO:0016577,obsolete histone demethylation,2026-03-17T19:32:14.538307
GO:0016578,obsolete histone deubiquitination,2026-03-17T19:43:08.134280
GO:0016579,protein deubiquitination,2026-04-25T18:17:07.910477
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",2026-05-19T04:33:36.843874
GO:0016887,ATP hydrolysis activity,
GO:0016934,extracellularly glycine-gated chloride channel activity,2026-05-10T12:27:17.243038
GO:0016941,natriuretic peptide receptor activity,2026-04-30T14:17:23.294158
GO:0016992,lipoate synthase activity,2026-05-04T16:53:32.655426
GO:0017040,N-acylsphingosine amidohydrolase activity,2026-05-05T05:34:54.833237
GO:0017099,very-long-chain fatty acyl-CoA dehydrogenase activity,2026-05-19T11:52:22.098033
GO:0017148,negative regulation of translation,2026-04-25T22:48:19.380634
GO:0017162,aryl hydrocarbon receptor binding,2026-04-19T15:09:51.209142
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity,2026-05-03T04:11:16.843057
GO:0018022,peptidyl-lysine methylation,2026-03-20T13:07:44.294572
GO:0018065,obsolete protein-cofactor linkage,2026-03-17T19:46:28.463084
GO:0018108,peptidyl-tyrosine phosphorylation,2026-03-17T19:30:18.023849
GO:0018126,protein hydroxylation,2026-03-17T19:47:15.868174
GO:0018158,protein oxidation,2026-05-17T20:21:06.392221
GO:0019043,establishment of viral latency,2026-03-17T19:29:44.933234
GO:0019046,release from viral latency,2026-05-16T16:18:39.914382
GO:0019058,viral life cycle,2026-03-17T19:38:22.824207
GO:0019062,virion attachment to host cell,2026-03-17T19:44:28.072215
GO:0019065,receptor-mediated endocytosis of virus by host cell,2026-03-17T19:37:51.968298
GO:0019068,virion assembly,2026-03-17T19:44:28.078349
GO:0019076,viral release from host cell,2026-03-17T19:44:28.088690
GO:0019079,viral genome replication,2026-03-17T19:29:44.926766
GO:0019083,viral transcription,2026-03-17T19:24:47.717988
GO:0019216,regulation of lipid metabolic process,2026-03-17T19:29:53.422301
GO:0019221,cytokine-mediated signaling pathway,2026-03-17T19:29:55.776702
GO:0019226,transmission of nerve impulse,2026-03-17T19:34:30.552972
GO:0019227,neuronal action potential propagation,2026-04-21T13:49:32.805224
GO:0019228,neuronal action potential,2026-03-17T19:33:23.127978
GO:0019233,sensory perception of pain,2026-03-17T19:24:27.685334
GO:0019240,citrulline biosynthetic process,2026-05-20T04:24:20.569807
GO:0019249,lactate biosynthetic process,2026-05-30T19:15:24.452250
GO:0019346,transsulfuration,2026-05-05T00:39:57.350011
GO:0019369,arachidonate metabolic process,2026-03-17T19:31:03.739497
GO:0019371,cyclooxygenase pathway,2026-05-02T00:21:12.707648
GO:0019377,glycolipid catabolic process,2026-05-05T07:32:22.778286
GO:0019388,galactose catabolic process,2026-05-18T07:50:24.519073
GO:0019395,fatty acid oxidation,2026-03-17T19:46:37.588294
GO:0019432,triglyceride biosynthetic process,2026-05-04T05:03:21.526210
GO:0019433,triglyceride catabolic process,2026-05-19T21:10:21.472274
GO:0019464,glycine decarboxylation via glycine cleavage system,2026-05-08T13:59:05.377006
GO:0019543,propionate catabolic process,2026-03-17T19:28:04.841529
GO:0019655,pyruvate fermentation to ethanol,2026-05-02T00:46:00.646305
GO:0019695,choline metabolic process,2026-05-18T20:27:40.048433
GO:0019722,calcium-mediated signaling,2026-04-04T12:29:38.705202
GO:0019724,B cell mediated immunity,2026-03-17T19:49:12.214321
GO:0019730,antimicrobial humoral response,2026-03-17T19:31:48.641479
GO:0019752,carboxylic acid metabolic process,2026-05-20T20:33:34.495425
GO:0019827,stem cell population maintenance,2026-04-25T19:32:45.453270
GO:0019836,symbiont-mediated hemolysis of host erythrocyte,2026-05-10T07:46:56.845963
GO:0019882,antigen processing and presentation,2026-03-17T19:24:44.572441
GO:0019896,axonal transport of mitochondrion,2026-05-13T12:27:56.101827
GO:0019911,structural constituent of myelin sheath,2026-04-25T22:35:01.264537
GO:0019915,lipid storage,2026-05-03T12:52:24.017567
GO:0019933,obsolete cAMP-mediated signaling,2026-03-17T19:29:53.403207
GO:0019985,translesion synthesis,2026-03-17T19:35:21.072742
GO:0020003,symbiont-containing vacuole,2026-05-08T10:13:26.284335
GO:0021522,spinal cord motor neuron differentiation,2026-05-08T00:55:06.502699
GO:0021537,telencephalon development,2026-05-10T16:21:10.463137
