curie,label,retrieved_at
GENO:0000134,hemizygous,2026-04-12T22:50:06.608695
GENO:0000135,heterozygous,2026-04-12T22:50:06.599934
GENO:0000136,homozygous,2026-04-12T22:50:06.606609
GENO:0000402,compound heterozygous,2026-04-12T22:50:06.605706
GENO:0000458,simple heterozygous,2026-04-12T22:50:06.604116
GENO:0000840,pathogenic_for_condition,2025-11-30T16:35:19.755738
GENO:0000841,likely_pathogenic_for_condition,2025-11-30T16:35:19.756458
GENO:0000843,benign_for_condition,2025-11-30T16:35:19.756685
GENO:0000844,likely_benign_for_condition,2025-11-30T16:35:19.756918
GENO:0000845,has_uncertain_significance_for_condition,2025-11-30T16:35:19.757133
GENO:0000880,de novo allele origin,2026-04-12T22:50:06.462792
GENO:0000881,unknown allele origin,2026-04-12T22:50:06.464823
GENO:0000882,somatic allele origin,2026-04-12T22:50:06.459482
GENO:0000888,germline allele origin,2026-04-12T22:50:06.458144
